"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","yld4","yld5","NDVI_62","NDVI_76","NDVI_90","NDVI_96","NDVI_104","NDVI_110","NDVI_114","NDVI_124","NDVI_130","NDVI_138","NDVI_144","NDVI_150","NDVI_160","NDVI_166","NDVI_174","NDVI_180","NDVI_188","NDVI_194","NDVI_200","NDVI_206","NDVI_216","NDVI_222","NDVI_228","NDVI_236","NDVI_240","NDVI_250","NDVI_256","NDVI_264","NDVI_270","NDVI_278","NDVI_284","NDVI_292"
"SW_1011",1,300,1,1,8.3,4.55,6.1,0.4,6.05,0.450568858,0.450915777,0.396815285,0.526684756,0.515866007,0.551538594,0.569178774,0.4217241,0.49050852,0.419094279,0.524506635,0.417351464,0.262539673,0.464649221,0.377501482,0.512856317,0.439945902,0.442658327,0.457570117,0.429880256,0.427097555,0.424468641,0.511417366,0.417279756,0.420137399,0.439777072,0.23049367,0.425819584,0.497962483,0.483285142,0.476293226,0.528467827
"SW_8421S",1,301,1,2,10.25,6.85,9.15,1.3,7.6,0.463592877,0.453427243,0.389756957,0.52182835,0.537286227,0.51572487,0.5809646,0.350784961,0.530198968,0.499593225,0.571518681,0.504022012,0.236856943,0.464943107,0.499310653,0.550292645,0.424829563,0.444396057,0.429192521,0.423748305,0.412076048,0.294131491,0.502685171,0.382982505,0.417101358,0.439609456,0.33858464,0.553732357,0.593701685,0.608205201,0.548581737,0.569137368
"NM1715PAR",2,302,1,3,7.8,5.4,7.05,0.6,6.45,0.498299591,0.467419552,0.350185054,0.490986864,0.463883372,0.531644234,0.554967871,0.290069264,0.483581692,0.468618937,0.552768116,0.46254947,0.202880713,0.464745082,0.480024375,0.57138969,0.42274642,0.443248846,0.45084467,0.40981367,0.379355157,0.29729308,0.442077991,0.392229399,0.399138737,0.44785084,0.269545136,0.452209125,0.554702039,0.582401971,0.54181325,0.575386977
"NM170506PAR",2,303,1,4,9.5,5.95,8.55,1.15,7.25,0.483607508,0.466717073,0.380694755,0.499669081,0.490785724,0.523213778,0.576656888,0.270829333,0.524662373,0.47302347,0.582125725,0.472109309,0.200509388,0.473128978,0.463724387,0.566495575,0.387960886,0.41252948,0.469126413,0.400518523,0.375999292,0.295702363,0.454037977,0.367144907,0.388748712,0.44310299,0.313089824,0.494299611,0.581074782,0.574582811,0.541571416,0.572098098
"SW_9813",3,304,1,5,9.35,5.35,8.2,0.85,7.1,0.479640606,0.462055388,0.375488825,0.501085356,0.46160684,0.441716363,0.577467485,0.293392227,0.514494304,0.453980805,0.573247145,0.414209866,0.169309529,0.455462464,0.416195536,0.543017139,0.344149121,0.370319782,0.41192324,0.356009454,0.371496751,0.280267768,0.480235953,0.309198658,0.34330877,0.447825324,0.329647481,0.447654469,0.55944293,0.54649542,0.492485139,0.530749631
"DONA_ANA",3,305,1,6,9.15,4.95,7.3,0.9,7.2,0.477244546,0.460276315,0.379459588,0.510131023,0.495142042,0.454116148,0.581547831,0.268722919,0.507499545,0.444016314,0.569083148,0.439747572,0.198417583,0.469653933,0.415984582,0.555148349,0.425381003,0.444784674,0.471730352,0.40856898,0.419609519,0.386354431,0.442972495,0.366398694,0.376288052,0.449403849,0.303109203,0.480120546,0.565902375,0.582050326,0.52849293,0.561099521
"NM1712PAR",4,306,1,7,8.35,4.9,6.45,0.4,5.65,0.488349297,0.463259757,0.359343521,0.489925734,0.456693397,0.473012629,0.568510745,0.308332124,0.493020976,0.445265604,0.567390717,0.445819908,0.252420272,0.465719927,0.421350202,0.562048323,0.436328534,0.44574753,0.483870993,0.419388956,0.426985829,0.440658018,0.487474578,0.399691221,0.432039444,0.43898478,0.258308667,0.418966964,0.525857424,0.52244141,0.509658922,0.549820172
"NM1704PAR",4,307,1,8,9.15,4.85,7.1,0.7,6.35,0.485055678,0.463810909,0.362459045,0.498803449,0.476668493,0.456136643,0.582389969,0.461470031,0.515467847,0.473754546,0.584803478,0.449678933,0.424025989,0.457248848,0.413110032,0.564572049,0.431486631,0.438227235,0.456436274,0.406409521,0.409783625,0.501505692,0.557072737,0.441227672,0.452498316,0.446249297,0.301873437,0.442718013,0.54221557,0.534122112,0.522832385,0.562105538
"NUMEX_BILL_MELTON_CA_2019",4,308,2,8,10.5,6.35,7.9,1.1,7.1,0.48868013,0.467035751,0.389309961,0.505175723,0.469655555,0.492730233,0.590773994,0.530190793,0.50711542,0.470046411,0.587847789,0.472714068,0.370822113,0.454875762,0.399874495,0.567160381,0.431976068,0.444937945,0.460979722,0.408669573,0.362749008,0.47867542,0.554391862,0.436966234,0.442885887,0.440732301,0.323522637,0.455634966,0.54656488,0.531311808,0.516821679,0.54651765
"NUMEX_BILL_MELTON_CA_2019",4,309,2,7,10.8,6.8,7.8,1.05,6.7,0.484602745,0.465170029,0.404688859,0.506300131,0.489482861,0.460070213,0.582243249,0.26739764,0.507347171,0.461320304,0.585654895,0.479354833,0.298827975,0.459940531,0.414556963,0.569008381,0.444117848,0.429374237,0.484729757,0.4144545,0.427806454,0.373407126,0.455167726,0.378880526,0.389754907,0.442111128,0.302839489,0.441139849,0.548162702,0.522123253,0.51221128,0.541541013
"NUMEX_BILL_MELTON_CA_2019",3,310,2,6,10,6,6.8,0.7,6.3,0.482727734,0.456921228,0.424050907,0.501390133,0.478062849,0.473288373,0.572183378,0.309121493,0.49092586,0.43430032,0.570346148,0.454494023,0.247147552,0.455256957,0.37566972,0.558145281,0.440357567,0.435232414,0.476871058,0.411027404,0.426065955,0.380660766,0.445413027,0.373379451,0.372181408,0.431783359,0.291872766,0.426553901,0.53353396,0.528899472,0.487317895,0.549607263
"NUMEX_BILL_MELTON_CA_2019",3,311,2,5,9.95,6.2,7.3,0.95,6.7,0.481630142,0.463680835,0.38865787,0.507437153,0.449814254,0.507833394,0.571395227,0.282513071,0.498490145,0.429582668,0.573379807,0.440515055,0.16975643,0.450118513,0.388948223,0.564415208,0.417321293,0.438637478,0.466416693,0.404634514,0.421064745,0.250434746,0.483226253,0.259527556,0.272299883,0.448052358,0.31593219,0.445573548,0.556786341,0.49999137,0.478574006,0.534089191
"NUMEX_BILL_MELTON_CA_2019",2,312,2,4,9.15,5.75,7.25,0.55,6.35,0.479784251,0.469405413,0.387974989,0.494258547,0.455759911,0.517768312,0.553478907,0.273210825,0.486807631,0.426650109,0.55614126,0.449553191,0.191448731,0.43645347,0.406616949,0.5674139,0.423697683,0.438340755,0.469597009,0.406119818,0.400700892,0.288719631,0.44004069,0.344112047,0.324818741,0.442380988,0.316952064,0.461380339,0.564306338,0.518566041,0.489445564,0.539087874
"NUMEX_BILL_MELTON_CA_2019",2,313,2,3,8.65,6.75,7.35,0.8,6.95,0.479934235,0.459781062,0.397688219,0.480884567,0.456746183,0.543103028,0.545057378,0.319294032,0.484373774,0.460038079,0.556427844,0.476689526,0.217121376,0.4476246,0.429741178,0.548262364,0.429439878,0.427509159,0.434014112,0.411606056,0.407336648,0.271158572,0.428174639,0.345735455,0.388096431,0.451839471,0.316653111,0.508555161,0.588170874,0.575349597,0.516100908,0.551783711
"NUMEX_BILL_MELTON_CA_2019",1,314,2,2,10.3,6.7,8.1,0.95,7.45,0.465044214,0.456054695,0.408050001,0.509674832,0.510215368,0.528836146,0.571339541,0.347229164,0.496637787,0.47890762,0.552001386,0.481864846,0.221618643,0.441464729,0.465112386,0.581774604,0.427892641,0.424789598,0.434303263,0.416527349,0.41428207,0.275320838,0.493630379,0.369537454,0.398260834,0.44811938,0.326887058,0.522306973,0.578777269,0.578872807,0.529045887,0.574136437
"NUMEX_BILL_MELTON_CA_2019",1,315,2,1,8,3.85,6.1,0.2,6,0.447112509,0.448787512,0.449266199,0.551275478,0.550026986,0.575914457,0.566765576,0.366594841,0.492155549,0.393213322,0.513789033,0.412741802,0.295624146,0.456638739,0.36822344,0.527385114,0.440707859,0.435360437,0.457143251,0.426359857,0.425964657,0.412226208,0.514697447,0.404394047,0.417037734,0.428979158,0.224583334,0.419104105,0.484472394,0.44296134,0.445452172,0.525232076
"NM1703PAR",1,316,3,1,8.75,4.05,6.1,0.4,6,0.438709699,0.461229854,0.507979307,0.548223345,0.535301129,0.570204739,0.572304156,0.356314599,0.494468183,0.408406378,0.499008834,0.42207459,0.370956618,0.461657546,0.367093517,0.519785608,0.447015635,0.434274814,0.457885686,0.428025052,0.44145098,0.423531014,0.54236218,0.417258778,0.423650061,0.426416538,0.361147477,0.438943313,0.481551139,0.423360081,0.437508679,0.541058099
"AFX_779",1,317,3,2,10.25,6.75,8.95,1.1,8.05,0.467537736,0.458782743,0.499093532,0.516861915,0.503977383,0.547579062,0.577462537,0.345062932,0.506713467,0.478313262,0.561832769,0.502908389,0.223534752,0.455557764,0.434361366,0.573443561,0.436242221,0.425297394,0.442291206,0.405269689,0.423341817,0.309775767,0.453143229,0.222904855,0.405415097,0.429351942,0.321960506,0.508381971,0.602735426,0.552117341,0.528315429,0.60066277
"NM1703PAR",2,318,3,3,8.95,6.8,8.05,1.1,7.9,0.481103408,0.463944539,0.479080101,0.507523006,0.467307094,0.542749952,0.567171222,0.412398464,0.491755849,0.458798625,0.565248151,0.507534438,0.223756036,0.45036355,0.393982484,0.542674514,0.44386908,0.427511913,0.455193498,0.410699702,0.41874227,0.365656362,0.238743899,0.221028275,0.377825817,0.425651191,0.339998936,0.468127919,0.605893812,0.524930976,0.515220276,0.592901768
"SW_9720",2,319,3,4,8.8,6.5,7.95,1.35,7.25,0.476064003,0.46914099,0.478785112,0.49770531,0.439258088,0.485050747,0.550311288,0.35373681,0.492872946,0.427615466,0.555943572,0.478505157,0.232851911,0.45312441,0.367817386,0.529452916,0.439547792,0.426154976,0.473599538,0.402117014,0.4083454,0.372462889,0.228823668,0.217489244,0.233632391,0.427286986,0.364402694,0.43675555,0.571807335,0.464171002,0.476363024,0.543417271
"SW_1011",3,320,3,5,9.7,6.4,8.15,1.25,6.8,0.47905889,0.468515275,0.466261079,0.516606673,0.449337545,0.548401912,0.57968493,0.372640318,0.514001368,0.431329598,0.570735474,0.459401248,0.223613619,0.450823607,0.381563263,0.532880117,0.428777476,0.439974725,0.466298436,0.40535169,0.413657428,0.322009098,0.45122866,0.2167252,0.201497188,0.4417434,0.418290309,0.430382048,0.549905021,0.46048476,0.447504301,0.517224846
"NM1715PAR",3,321,3,6,8.35,5.3,6.45,0.45,5.65,0.496862326,0.461531685,0.487434116,0.500678564,0.459542458,0.474358071,0.56247276,0.363638171,0.478333418,0.414747547,0.541683123,0.444580102,0.188657397,0.444955277,0.36767465,0.567744732,0.451575859,0.447051675,0.481826204,0.410838139,0.423631976,0.292011799,0.448188969,0.247690669,0.232360541,0.432799569,0.318702144,0.408581292,0.523147533,0.475415328,0.471118704,0.558077886
"AMERISTAND_803T",4,322,3,7,10.65,6.45,8.55,1.15,7.1,0.474019357,0.471235478,0.475790627,0.519134201,0.447337225,0.486170079,0.580285015,0.351526772,0.519395983,0.459702047,0.576115408,0.489560646,0.22022329,0.451673307,0.389895101,0.567561025,0.44177153,0.428724709,0.488482904,0.411957657,0.428869344,0.275588846,0.426075712,0.19317687,0.227936626,0.434848004,0.444737055,0.439964332,0.555042646,0.499762557,0.487429844,0.547332754
"NUMEX_BILL_MELTON_CA_2019",4,323,3,8,9.35,5.2,6.5,0.55,6.15,0.490737297,0.479884243,0.43002289,0.504701236,0.431244651,0.510729318,0.573819439,0.500843637,0.489675905,0.437552353,0.553507146,0.450831858,0.253496796,0.448196821,0.367375566,0.565644753,0.44077218,0.461785853,0.475585329,0.40886524,0.313270362,0.451736743,0.515901625,0.422454705,0.420249476,0.441315545,0.406450809,0.40940389,0.512844706,0.475168156,0.473435015,0.533987039
"AFX_779",4,324,4,8,9.7,4.9,7.25,0.7,7.45,0.495245808,0.477970778,0.464934601,0.52486886,0.477220929,0.458995608,0.602845978,0.413541206,0.496515808,0.422753902,0.555018822,0.45559615,0.198959184,0.451856115,0.375296693,0.565459951,0.422397989,0.444260189,0.461451303,0.41603447,0.36097313,0.434552237,0.380666059,0.378932235,0.412025731,0.448761119,0.407577608,0.43018883,0.536943689,0.462826126,0.480935397,0.565949537
"NM1702PAR",4,325,4,7,9.45,5.65,7.4,0.8,6.95,0.491333208,0.472928233,0.499655728,0.506641693,0.450178045,0.478193197,0.586721545,0.36305891,0.499037904,0.412605506,0.562400965,0.484231153,0.23531013,0.440336134,0.415176334,0.537829902,0.432233886,0.416272425,0.465216663,0.407730567,0.417388786,0.287748954,0.209035804,0.256885666,0.194546058,0.442728504,0.49892407,0.437398337,0.539516979,0.450993787,0.438894424,0.550508086
"NUMEX_BILL_MELTON_CA_2019",3,326,4,6,10.3,6.45,7.2,0.75,6.7,0.490056496,0.473128358,0.472530704,0.509355635,0.444447387,0.499025229,0.60380414,0.415030043,0.485060208,0.416734417,0.559063283,0.481228023,0.184450868,0.445010329,0.381147981,0.538427888,0.433889076,0.426227975,0.461315934,0.405160026,0.413868127,0.291369865,0.344960637,0.181326048,0.181643397,0.44605287,0.43523484,0.411337644,0.542150935,0.422638024,0.408549206,0.520414211
"AFX_149092",3,327,4,5,9.75,6,8.3,0.85,7.8,0.494380757,0.47669894,0.488526479,0.528962986,0.452545281,0.506114033,0.606903909,0.374426694,0.533536561,0.428355305,0.594073961,0.497335916,0.247321995,0.45839437,0.402190672,0.545200685,0.424044818,0.416655448,0.44854586,0.402761679,0.414425079,0.285912559,0.323240623,0.279861115,0.202101336,0.434936533,0.490625493,0.445555716,0.577242018,0.461526259,0.447429771,0.551165273
"AFX_149092",2,328,4,4,9.45,6.7,8.65,1.25,8.1,0.488306008,0.469267277,0.481562115,0.518016449,0.455399707,0.495100329,0.582062979,0.422397996,0.511141699,0.419896599,0.580367145,0.519964305,0.254104912,0.458300133,0.409911342,0.536227544,0.421372855,0.41246738,0.44148357,0.398009234,0.403690297,0.32534444,0.233213054,0.310080873,0.214156529,0.433000832,0.497331893,0.443984894,0.590897914,0.449919758,0.439931894,0.542500191
"NUMEX_BILL_MELTON_FG2011",2,329,4,3,8.75,6.05,7.35,0.7,6.6,0.495753382,0.46600672,0.48439663,0.501600252,0.443715478,0.551080243,0.581201775,0.396851676,0.472039824,0.389166148,0.560036662,0.467595149,0.214451612,0.450376206,0.387007362,0.538984722,0.438873383,0.426476843,0.460509259,0.407277894,0.413858071,0.335410094,0.212737258,0.324722701,0.334397137,0.436447009,0.479425835,0.410741398,0.540129614,0.431886165,0.420571462,0.504566969
"NM1704PAR",1,330,4,2,9.5,6,7.9,0.9,8.1,0.468646674,0.462649817,0.482057775,0.51719746,0.457906956,0.561914573,0.588379304,0.403393167,0.496909546,0.436697499,0.571408221,0.48227259,0.215367342,0.45538083,0.401944398,0.548726176,0.42510005,0.412487751,0.435554925,0.404780561,0.407616334,0.295415623,0.348219372,0.247408703,0.372476349,0.431008464,0.39596284,0.496969524,0.607400277,0.5033333,0.468703922,0.549082185
"TMA_990",1,331,4,1,8.45,4.55,6.8,0.75,6.75,0.433935535,0.455740905,0.478770247,0.548493736,0.489048163,0.572643233,0.564435787,0.377324077,0.493630688,0.418695758,0.52294781,0.422442565,0.231267055,0.454215491,0.366984447,0.503308695,0.425339769,0.413402432,0.43810233,0.41226773,0.434793028,0.412300463,0.550061628,0.392650037,0.413573304,0.431604185,0.345176844,0.471672198,0.525478419,0.484620443,0.413866349,0.458896256
"NUMEX_BILL_MELTON_CA_2019",1,332,5,1,9.7,4.95,7.1,0.25,7.15,0.455963161,0.458864633,0.478384656,0.542333026,0.475556698,0.550562752,0.580663927,0.379830807,0.494202091,0.410497161,0.547379664,0.449403498,0.192245937,0.465506552,0.356969103,0.525398811,0.419744945,0.428088161,0.448282886,0.422282295,0.420894363,0.467126166,0.574047941,0.399583727,0.435464981,0.428548195,0.378723156,0.426430879,0.533181188,0.477014762,0.433582012,0.501386946
"NUMEX_BILL_MELTON_CA_2019",1,333,5,2,10.75,6.55,8.65,0.95,8,0.476834662,0.460118033,0.484900607,0.51387286,0.444770387,0.527497533,0.583039312,0.420778273,0.50311635,0.430712169,0.569970637,0.487022398,0.228022534,0.458535577,0.394250267,0.530245319,0.433576314,0.427450783,0.45067546,0.414022494,0.387507216,0.273920056,0.37390047,0.225267394,0.378404726,0.435131252,0.452919987,0.478254104,0.569877579,0.475237398,0.438520096,0.50989081
"NUMEX_BILL_MELTON_CA_2019",2,334,5,3,10.05,6.2,7.45,0.8,7,0.486009437,0.459395383,0.476660199,0.506906807,0.445439245,0.48291257,0.58344979,0.387918617,0.482388032,0.436633462,0.580414038,0.490788463,0.246375219,0.456999503,0.386528956,0.531725854,0.43997372,0.431609034,0.47523451,0.415959607,0.399290729,0.275425798,0.198459482,0.292068778,0.352688858,0.435066132,0.509317085,0.443293851,0.569179925,0.430536642,0.409706157,0.477234465
"NUMEX_BILL_MELTON_CA_2019",2,335,5,4,9.55,6.75,7.35,1.05,7.2,0.484444668,0.465358293,0.493692948,0.503882071,0.447604683,0.442371663,0.583658567,0.468346984,0.482031492,0.431771785,0.567142755,0.499242722,0.243975748,0.452652791,0.4086565,0.520811383,0.435587471,0.427317397,0.459924245,0.413070117,0.396121446,0.2823259,0.206427181,0.299356696,0.189124206,0.439824755,0.491644874,0.435976959,0.568394209,0.456523733,0.413056179,0.496966467
"NUMEX_BILL_MELTON_CA_2019",3,336,5,5,11,6.8,8,0.95,7.55,0.492229766,0.473413904,0.476951118,0.521618249,0.454801085,0.465006725,0.59809206,0.415566446,0.504057617,0.449769118,0.578594708,0.501839292,0.2606981,0.457771268,0.413098239,0.533689974,0.432930518,0.433505882,0.46855437,0.420285134,0.392874141,0.273060946,0.29515411,0.285079799,0.192408919,0.433578477,0.475770136,0.445789082,0.566200712,0.435003029,0.409503868,0.526310324
"NUMEX_BILL_MELTON_CA_2019",3,337,5,6,10,6.2,7.25,0.65,6.75,0.493810632,0.468531598,0.470447023,0.510542597,0.461411402,0.463616445,0.59301415,0.382792347,0.487203792,0.452657292,0.565751465,0.485527992,0.183540413,0.45851164,0.398955781,0.534143618,0.440344204,0.430886036,0.467399627,0.414921513,0.411751113,0.327843979,0.310512892,0.193067119,0.21001428,0.444380077,0.489621039,0.442297246,0.559613306,0.413913425,0.400537579,0.513856651
"NUMEX_BILL_MELTON_CA_2019",4,338,5,7,10.5,7.1,7.85,0.9,7.1,0.487805893,0.46704846,0.48278118,0.512664692,0.452306965,0.455223533,0.595310042,0.372232701,0.495943697,0.465904459,0.576202592,0.521749155,0.218111696,0.447507226,0.454094677,0.538227509,0.446748115,0.422945247,0.469016692,0.418914947,0.399807273,0.29757657,0.18104988,0.245372716,0.214632733,0.445013526,0.494969009,0.466598764,0.559184529,0.439585437,0.406278397,0.51648911
"NUMEX_BILL_MELTON_CA_2019",4,339,5,8,9.05,5.25,6.3,0.55,6.65,0.499874463,0.470407855,0.469875625,0.507972037,0.458309478,0.468105214,0.59070582,0.312147484,0.476947789,0.421663439,0.549382146,0.453943381,0.213961252,0.447899549,0.380613187,0.545223231,0.438814973,0.43718772,0.471852876,0.431208292,0.359328529,0.458495029,0.352734162,0.391673448,0.428066669,0.43774835,0.454204609,0.411185626,0.514909506,0.434564387,0.428427612,0.53218136
"AFX_149092",4,340,6,8,8,4.55,6.3,0.4,6.7,0.49009595,0.462879234,0.495899969,0.503585476,0.442786271,0.455225746,0.560401771,0.345203539,0.504444182,0.408607239,0.543306873,0.449654789,0.224059898,0.450806751,0.362972262,0.541843764,0.431218335,0.437791611,0.467470758,0.421638794,0.31948271,0.486272334,0.43504526,0.40473191,0.432721447,0.446736923,0.484969006,0.407005814,0.534992296,0.434163617,0.43219607,0.536295473
"NM1713PAR",4,341,6,7,7,4.15,5.85,0.45,5.05,0.486068323,0.456533757,0.492504674,0.491197466,0.443684311,0.484152915,0.548707305,0.446745674,0.465403763,0.414028194,0.515520911,0.437788292,0.185942108,0.445521365,0.371364683,0.515089163,0.447406774,0.438238706,0.469482955,0.424603281,0.408916075,0.396393711,0.221643256,0.201804334,0.22855832,0.456327153,0.512307358,0.430608468,0.487552309,0.398389941,0.402860776,0.514646803
"NUMEX_BILL_MELTON_FG2011",3,342,6,6,7.85,4.55,5.7,0.55,5.9,0.49957127,0.453798597,0.488820229,0.502591634,0.458204635,0.478162884,0.564944593,0.353658537,0.465969349,0.405011595,0.520624781,0.431957178,0.159127485,0.449515515,0.362464224,0.523825068,0.439634734,0.453897046,0.456536539,0.422695619,0.413515446,0.394974158,0.374539179,0.250723779,0.287730133,0.434472895,0.481282049,0.458469329,0.535754691,0.390002191,0.391136123,0.517755832
"SW_8888",3,343,6,5,8.05,4.2,6.5,0.6,5.9,0.485579961,0.451017639,0.484691089,0.512235793,0.448472209,0.51343179,0.569598774,0.381915154,0.482385217,0.41683713,0.527136325,0.441497007,0.21775001,0.452489294,0.393322548,0.513153449,0.437279758,0.436106752,0.471442557,0.418456204,0.396192578,0.343524645,0.363973491,0.227153037,0.214545533,0.447266393,0.493251495,0.422350652,0.53040215,0.389708342,0.371035654,0.482273084
"NM1705PAR",2,344,6,4,9.55,6.4,8.55,0.8,7.1,0.474739646,0.457678151,0.480581767,0.518007099,0.440183488,0.47213711,0.580884548,0.481102352,0.516025551,0.456658455,0.575136203,0.501807228,0.245812293,0.46479318,0.407395247,0.528984104,0.432996481,0.422879722,0.460457516,0.422024525,0.407134238,0.312962329,0.230225957,0.234032302,0.256812009,0.426237294,0.490490549,0.441232891,0.583205517,0.454126609,0.424824265,0.523209715
"DONA_ANA",2,345,6,3,9.4,5.95,8.3,1,8.2,0.477458503,0.452418301,0.480571858,0.524351353,0.454532411,0.511957683,0.584319291,0.462875651,0.517530902,0.449411257,0.573022886,0.493182597,0.228562252,0.4620141,0.396173156,0.541246653,0.431283861,0.438344314,0.454439441,0.417601996,0.397887455,0.284567562,0.257025499,0.20789185,0.356261881,0.433870208,0.470541336,0.466618219,0.593487559,0.454937268,0.428339396,0.510999082
"AFX_149092",1,346,6,2,9.55,5.6,8.6,0.8,7.75,0.477528615,0.458408138,0.475815578,0.525343227,0.448484046,0.563933973,0.58519776,0.428245898,0.534963286,0.433439268,0.571263293,0.490468129,0.228606333,0.461757285,0.404648126,0.532592617,0.430203318,0.429750509,0.446103842,0.420059964,0.380657319,0.316055036,0.484803574,0.211857865,0.367527993,0.437242125,0.48751407,0.471352522,0.573762465,0.479134493,0.444001504,0.528393428
"DONA_ANA",1,347,6,1,9.55,4.85,7.7,0.8,7.65,0.466911943,0.464709058,0.475094827,0.548994928,0.482545476,0.552650203,0.590146042,0.340474752,0.520867723,0.420899272,0.558248086,0.473743762,0.225575063,0.471337924,0.39775443,0.539465885,0.423482135,0.43898133,0.453966907,0.425650407,0.403745787,0.475903926,0.544245766,0.409223966,0.426619866,0.432127517,0.407991855,0.480856985,0.566802822,0.513405183,0.454540477,0.528430129
"NM170506PAR",1,348,7,1,10.9,5.75,8.9,0.95,8.25,0.469194254,0.461806167,0.493231264,0.552370284,0.474023999,0.562055604,0.595835546,0.362547354,0.539393018,0.44064932,0.576929752,0.479173656,0.240902656,0.472350756,0.406281379,0.542152423,0.422748115,0.425520784,0.454392953,0.42732719,0.378134427,0.490134374,0.561929726,0.412020514,0.431795676,0.436927646,0.429946223,0.475421201,0.570297873,0.503767959,0.45284507,0.554665174
"NUMEX_BILL_MELTON_CA_2019",1,349,7,2,10.45,5.7,7.95,0.75,7.75,0.486773115,0.465212317,0.484967497,0.536018157,0.459024809,0.546495114,0.596229477,0.338158884,0.504022713,0.414774731,0.567263145,0.478341364,0.214012741,0.452964019,0.39494572,0.542315711,0.433554571,0.434823822,0.462747265,0.427529154,0.371741327,0.284955102,0.509771172,0.225382814,0.364527295,0.431719396,0.506329377,0.469862478,0.56258308,0.459317588,0.409714826,0.49502993
"SW_8421S",2,350,7,3,9.5,5.3,8.15,0.9,7.55,0.483911205,0.464446745,0.477355998,0.51935592,0.457965627,0.528407763,0.593822844,0.323477289,0.517544225,0.420591858,0.578926442,0.473984044,0.216330168,0.458039137,0.381408112,0.550976129,0.430299975,0.423440655,0.45092957,0.406907442,0.392162707,0.261487183,0.393043672,0.20100306,0.34625642,0.453323576,0.494282056,0.446845388,0.586031748,0.444658258,0.409406498,0.509309815
"NM1713PAR",2,351,7,4,8.75,4.6,6.5,0.6,5.15,0.494746608,0.460725999,0.487602403,0.503271348,0.455558584,0.530744548,0.583193918,0.421767834,0.486785606,0.413316008,0.541351516,0.459672259,0.184977302,0.447174519,0.366061325,0.536742926,0.44689589,0.433779402,0.466799434,0.426180616,0.405974548,0.252009251,0.345119872,0.222176295,0.271932955,0.451344183,0.562789567,0.437944228,0.471635188,0.413639915,0.387653181,0.501942431
"SW_9720",3,352,7,5,9.6,5.1,7.1,0.75,6.2,0.480704411,0.453992444,0.480060272,0.519643524,0.448971325,0.501333367,0.598784028,0.364202745,0.501324641,0.437851434,0.542449861,0.450796704,0.222706178,0.447117803,0.386957525,0.516548294,0.438137,0.427918824,0.467312776,0.41745282,0.392667421,0.242541749,0.428746572,0.230226022,0.264530324,0.456821334,0.501223823,0.433519493,0.517970213,0.397027533,0.38572523,0.497487875
"AMERISTAND_803T",3,353,7,6,8.95,5.1,7.45,0.8,6.55,0.480416232,0.460243922,0.48279746,0.511266668,0.459357447,0.473872226,0.607189699,0.346122839,0.497587348,0.439336419,0.555892784,0.458607392,0.182783246,0.439947465,0.367953187,0.550252862,0.435881436,0.429945643,0.465457575,0.414262407,0.401894231,0.328353303,0.43404806,0.21803854,0.315037578,0.43637254,0.50029944,0.435697528,0.54660803,0.405431453,0.40487477,0.516098835
"TMA_990",4,354,7,7,10.25,5.8,7.7,1.1,7.25,0.476381588,0.447620146,0.463361266,0.513815771,0.436718129,0.459089433,0.598274497,0.518765102,0.498674571,0.446982378,0.556574083,0.469688726,0.223926523,0.426804194,0.4042629,0.536441894,0.442495726,0.407093373,0.476026118,0.407463856,0.395566176,0.340425528,0.33518277,0.204674196,0.338757063,0.442601172,0.436146845,0.461639307,0.559895739,0.431426457,0.371245421,0.468342721
"NUMEX_BILL_MELTON_FG2011",4,355,7,8,8.1,4.25,5.4,0.35,5.3,0.497245708,0.466100998,0.495342374,0.502998515,0.454897634,0.466438128,0.573194652,0.370461663,0.47630733,0.37515624,0.517692347,0.427718766,0.278015946,0.445978634,0.378790972,0.534322808,0.449972458,0.445099918,0.473321199,0.428962109,0.343549585,0.51130761,0.489993629,0.417718633,0.459916982,0.485463875,0.520880407,0.36616846,0.474569941,0.375116601,0.39724471,0.51199104
"NUMEX_BILL_MELTON_CA_2019",4,356,8,8,8.75,4.5,6.2,0.4,6.35,0.490786988,0.467119363,0.490771369,0.502421701,0.450392294,0.527440404,0.575763205,0.34443084,0.477663685,0.376668742,0.522533229,0.419164366,0.27591872,0.449220138,0.388124127,0.545281001,0.450129463,0.442801443,0.468501184,0.409340029,0.351964509,0.448319743,0.503051432,0.41473815,0.45929435,0.446963473,0.502571868,0.378904211,0.510736232,0.407853846,0.395831358,0.50273449
"NUMEX_BILL_MELTON_CA_2019",4,357,8,7,8.85,4.85,6.5,0.5,6.55,0.47102678,0.460615502,0.48402785,0.507624981,0.443868644,0.509758285,0.581017536,0.480527927,0.471539823,0.420937677,0.532047099,0.430847948,0.190948574,0.437773948,0.383107785,0.532469004,0.447812214,0.44150211,0.462840045,0.404558976,0.408035491,0.210756082,0.42623529,0.188044176,0.383662946,0.448890795,0.488276527,0.397610819,0.533056918,0.40707999,0.39916617,0.510106477
