"Germplasm","Plot","Rep","Row","Range","ndvi_62","ndvi_76","ndvi_90","ndvi_96","ndvi_104","ndvi_110","ndvi_114","yld1","ndvi_124","ndvi_130","ndvi_138","ndvi_144","yld2","ndvi_166","ndvi_174","yld3","ndvi_194","ndvi_200","ndvi_206","yld4","ndvi_222","ndvi_236","ndvi_240","yld5","ndvi_256","ndvi_264","ndvi_270","ndvi_284","ndvi_292","yld6"
"NUMEX_BILL_MELTON_CA_2019","187","4","11","8",-0.00678101767752039,0.00247906281608465,0.0523170973498433,1.07271786283058e-08,0.00595154371461005,1.10988626940109e-08,-0.00219686344650286,0.0382142252647185,0.109931249594418,-0.00422391378811051,-0.0103376137960631,0.00584135554639048,0.270830495251067,-0.00159397126242286,0.00905966749891372,0.889416069176931,0.0192268621640108,-0.00239821688139053,-0.00786254976584429,0.617204115869982,0.0096641888992781,-0.0791934623422143,-0.0468836001772214,0.963765946676915,0.0304838138827104,0.00696426816843774,0.0140155530872939,-0.0500382540808928,-0.023010729995627,0.367925658279082
"NM170506PAR","188","4","12","8",-0.00831830223763022,-0.00882391738485688,0.0225470275872231,1.11945408520944e-08,-0.00238123353204055,7.03182244580089e-09,-0.019021853876284,-0.945445459519491,0.115679927389462,-0.00820545702555897,-0.0335861350025183,-0.0109367878871561,-0.222612342224051,0.006853729304222,-0.0196532581816121,-0.378341525021716,0.00572272228493528,-0.0078368435907672,-0.0342793129996714,-0.179229953030141,0.0112193389462979,-0.0785823844656616,-0.0271047870848895,-0.278500358859702,0.0333465019316046,-0.00771025030054647,0.0142473453845824,-0.0337187913391772,0.00293454968264171,-0.26012606545873
"NUMEX_BILL_MELTON_FG2012","189","4","12","7",-0.0100429693314684,-0.0114940057984147,0.0123342396749101,-1.12380944727369e-08,-0.00812198545330544,7.30441715245661e-09,-0.0204893953941147,-0.724687794288238,0.103189824736302,-0.00500917376107442,-0.0334089979506885,-0.00814303917812158,-0.0868411676778474,0.00438499330370913,-0.0334540569649326,-0.150800893352027,0.0087118970453944,-0.00711182598087308,-0.0252258730607622,0.160882046486928,0.0146799591858964,-0.0990138756653406,-0.0463482657643234,-0.0419075087180607,0.0326423292570013,-0.00571618204757006,0.00263546853225392,-0.0586389313354544,-0.0331136391906921,-0.203967694580963
"AMERISTAND_803T","190","3","12","6",-0.00914212273568948,-0.0119878441190659,0.0177441833944324,1.13495318841611e-08,-0.0102244340462684,7.65352823736571e-09,-0.0226900026016243,-0.968497393478131,0.110292927587857,-0.005845733080452,-0.0177188857002789,-0.00876849119494443,-0.496191442179689,0.00533536606800316,-0.0206457458606783,-0.192941491159347,0.0161426468228413,-0.00729889990999224,-0.0254751237243531,0.0854776733152644,0.0270161310691232,-0.0954500431884847,-0.0459421145118454,-0.086472426495698,0.0308126364000733,-0.00374249726410119,0.001997463411168,-0.0589198482276673,-0.0328697243470137,-0.255622725257793
"NM1701PAR","191","3","12","5",-0.0122304116165731,-0.0102870947968086,0.0136232693176581,-1.13549769097547e-08,-0.0179722848465761,7.97584984863617e-09,-0.0287120641709455,-1.55635068970719,0.135392710727855,-0.00946817148597905,-0.0219770519684081,-0.0227525414943319,-1.11646182854544,0.0109235618081348,-0.029673864980981,-0.819332129902494,0.0138864184425406,-0.0111028414991186,-0.0325372699707761,-0.204890927828988,0.027126202281184,-0.0980474561993055,-0.0488968883701018,-0.487181703711303,0.0274250282800963,-0.00140404577461698,-0.00367978203891856,-0.0627010289644429,-0.0329149872135696,-0.0751761128367732
"NM170506PAR","192","2","12","4",-0.0124841089688562,-0.0023855475821769,0.0257210325231025,1.14921512071727e-08,-0.0212049259779051,8.20962612976208e-09,-0.0202453878937903,-1.73027342658347,0.149345698196012,-0.00990765663150295,-0.0240288019344901,-0.0210942832306298,-1.26295891617052,0.0147300258340472,-0.0257588286799857,-0.797851249090618,0.019483960399237,-0.007948667943527,-0.0328453380715811,-0.177470935910585,0.034438297276541,-0.0968972612056533,-0.0506663314147607,-0.437818889779512,0.0302139891475776,0.000107193389945875,-0.000825294912739226,-0.0523991817702561,-0.0119598342621963,0.0954591817486238
"NM1702PAR","193","2","12","3",-0.0146396884458363,-0.00140832718546723,0.0332090329029185,-1.13329432921129e-08,0.000915157387421883,8.33496827707833e-09,0.00273078006215347,-0.23813945939514,0.141972606871585,0.000125978033355536,-0.00754532643912018,0.00221544319848872,-0.467766982692131,0.020623109965292,-0.00491910386286681,0.347480119373787,0.0275950998174676,-0.000329367409386831,-0.0199297783966343,0.3654056057265,0.0455272742445841,-0.083256202758412,-0.0476937262198615,0.71861346351069,0.0365348844879901,0.00335413733937108,0.00855613700554012,-0.038263962578627,-0.00157595794266197,0.487828619078112
"NM1713PAR","194","1","12","2",-0.0101842090794274,0.00332528178006797,0.047960747445556,1.13029776173105e-08,0.00911894946217722,8.44656757573505e-09,0.00540919664740098,0.542327912437674,0.116633253281415,2.81629351285372e-05,1.60967910140458e-05,0.0107382800771155,0.425251815509776,0.0221133670614982,0.0110437041091768,1.05516507839969,0.0253317856383315,0.00311793344279952,-0.0108169786461367,0.817515320203687,0.0301951984585269,-0.0781737520671028,-0.0472271278626248,1.31308099058477,0.0371932480792652,0.00501119033880879,0.0174796959067145,-0.038114170815222,-0.00561247811772363,0.634203559505953
"NM1705PAR","195","1","12","1",-0.00379560637167552,0.00158861718174063,0.0420833796550904,-1.1077606448476e-08,-0.00115807669669049,8.35357533639623e-09,-0.00655506061271182,-0.111474671638479,0.121511955655484,-0.00155814056398827,-0.00797081880738646,0.00734790453023691,0.452318720322955,0.0140465677101055,0.0177583739968939,1.09955708967305,0.0194968737911684,-0.00046442757038562,-0.00239057114689258,0.902429324378999,0.0129126014498524,-0.0742051490277468,-0.0501485435557011,1.11060408339985,0.0367602485431985,0.00419838802318803,0.0116966201700875,-0.0461763318993772,-0.012985153692587,0.493125405577132
"SW_9812","196","1","13","1",-0.00703558349872916,-0.0152204013360086,0.0269880184338448,-1.14914943313975e-08,-0.0193042129988788,6.04371551191864e-09,-0.0230054678826779,-1.47812947464531,0.0971850331194707,-0.00974403138600631,-0.0441548463298475,-0.0157788215846308,-0.824967414551834,0.00872757590714597,-0.0348101206634973,-0.68667545505286,0.0010609547727386,-0.0122348280808803,-0.0322824143064625,-0.416639777510959,-0.02042573577819,-0.0923368621127755,-0.0273603478823223,-0.332619140191552,0.0364247691213493,-0.0125139802263131,0.00955269524115788,-0.046663844437163,0.00450997626292307,-0.248102886048694
"NM1712PAR","197","1","13","2",-0.00985391754106034,-0.00564246212981449,0.0212689549157993,1.15351703785578e-08,-0.00116664035807269,6.30422886158313e-09,-0.0107153195338831,-0.203803511010157,0.0792841168050979,-0.00328985628475686,-0.0285663877552287,-0.00515346898216233,-0.106653472773323,0.0109054888310897,-0.0380798084791216,-0.00596737027686655,0.00810728129392171,-0.00951301780946279,-0.0150561812525422,0.180176624143205,-0.0182283761462735,-0.110666820590555,-0.0456914990910811,0.258992327874156,0.0371801112595644,-0.0093765500529721,0.00162129242402292,-0.0712162642219667,-0.0356368475375369,-0.0914311755708967
"AFX_779","198","2","13","3",-0.0110279904748539,-0.00315150754807852,0.0284046530050748,-1.16466880793064e-08,0.00303544743510677,6.63343533448187e-09,-0.00842091988244127,-0.350255098498302,0.0836679170062855,-0.00275837508284327,-0.0107434788483254,-0.00529376994508243,-0.697776940381652,0.0143088640387777,-0.0307699061914118,-0.140735513301337,0.0174661232885315,-0.00895233748230378,-0.014795820646549,0.0747378404988771,-0.0128770320295887,-0.109634672485376,-0.0447969125342437,0.164294655301478,0.0371159270344672,-0.00671218308566136,0.00152468999211953,-0.0718137166893121,-0.0372097580020292,-0.155962052306
"SW_8421S","199","2","13","4",-0.0146789834010187,-0.00228317853674232,0.0247479411322784,1.16537899555739e-08,-0.00197646270886514,6.9486476399013e-09,-0.0137314300866783,-0.909150449031575,0.108186637939725,-0.00522429074221952,-0.0116082593778444,-0.0170214554662755,-1.28188560696543,0.0202599240790392,-0.040691369417131,-0.648280279441731,0.0161503817524814,-0.0114984548444799,-0.0239724925724757,-0.1944018052674,-0.0136036378697776,-0.110250042985882,-0.046938867452172,-0.201671745102243,0.034810797336144,-0.00374003442041903,-0.00469888183937851,-0.0759701765057362,-0.0434084590964031,-0.00600708321860918
"SW_1011","200","3","13","5",-0.0159995397414801,-0.00275862704068585,0.0340246114396329,-1.17934591168149e-08,-0.00836906999716611,7.19245741634290e-09,-0.00757902097547383,-0.98425916872705,0.124829880288474,-0.00453487270592514,-0.0118877258163353,-0.0135941809133948,-1.32762593081952,0.0227848959445347,-0.036838843833718,-0.462633994940303,0.0219372288208856,-0.00745384418888168,-0.02139927771202,-0.0756778255313559,-0.00774985583167324,-0.107079549773437,-0.0483563785254174,-0.18764042606275,0.038383198039607,-0.00284292433630967,-0.00335399248989052,-0.0723372748170719,-0.0305729470730797,0.105394163943873
"SW_9813","201","3","13","6",-0.0174913707765992,-0.00146970923676215,0.0444075710537134,1.16333372299994e-08,0.0154293989611528,7.36409782188384e-09,0.0175477271745628,0.690066897843855,0.124904692346716,0.00681895857543079,0.00397860709018168,0.0098954618785584,-0.359419937909636,0.0284857080731964,-0.0158350051199707,0.808856464556032,0.0319436372804599,0.00136566517949354,-0.00359287389873811,0.554413532372091,0.000533348984085723,-0.0927387179529304,-0.0471330139812766,1.03602033550801,0.0440791656129568,-2.83063225675218e-05,0.00678248089900101,-0.0581156510921552,-0.0184645838679505,0.499539818103826
"SW_9812","202","4","13","7",-0.0159169004263316,0.00461180893804013,0.0548093979126097,-1.15993967244819e-08,0.0213164190186267,7.57889407095686e-09,0.0195961150498854,1.16964743565435,0.0969891550576817,0.00612882198729056,0.00658115538925336,0.0152323601429722,0.468626833767917,0.0298239747585799,-0.000983456924196069,1.38581415448414,0.0309484981141135,0.00365777175372987,0.00481838376077291,1.01210673543274,0.00274060067119391,-0.0887642287836308,-0.0489579684622721,1.53143125443743,0.0426825676220744,0.00141563059475202,0.0156599621833126,-0.0597137454363435,-0.0230039547079024,0.623111137931899
"DONA_ANA","203","4","13","8",-0.00906507755683026,0.0047901550733451,0.0419072534142765,1.13721916411261e-08,0.00581791491750651,7.5807010551925e-09,0.00760120315490313,0.4598413218566,0.111393425287933,0.00402279830131325,0.000818783624053648,0.0122984565170212,0.730435293608765,0.0238553814600886,0.0157022932774527,1.55763377261258,0.025424037999728,0.000190497788083476,0.0136086322220098,1.17775055635046,0.00250808927612831,-0.0846546114384547,-0.0530350715962815,1.37778909085288,0.0404064985736455,3.30918748091349e-05,0.0106288608040061,-0.0652084636643447,-0.0215090955044785,0.509422580179137
"NUMEX_BILL_MELTON_CA_2019","204","4","14","8",-0.0105498002543363,-0.00420248373608741,0.0155859557370247,1.14651824655612e-08,-0.0139491588590001,1.11875959096685e-09,-0.0160084317306219,-0.935991299676318,0.0256702726395952,-0.0114854101084839,-0.0313906863378439,-0.0118498626468011,-0.400430580962937,0.00866158697432186,-0.0179498950067002,-0.236046209563669,0.0061188571524437,-0.0098636713878459,-0.0200459520631337,-0.146507257931096,-0.0156781415686515,-0.0620648527958265,-0.0296936749006165,0.052882323882696,0.0433104484889436,-0.00359624462371141,0.00879697062795062,-0.0515079940475654,-0.0074619705181262,-0.118925817116569
"NUMEX_BILL_MELTON_CA_2019","205","4","14","7",-0.0130027101948233,-0.00392526251174321,0.0163529517007473,-1.15102187878525e-08,-0.010835339644017,1.27107577058013e-09,-0.0107775144965408,-0.0430529745514829,0.00183740746875192,-0.0049025173677202,-0.0245586737653455,-0.00578048248395596,-0.0472292459119703,0.0105550713887436,-0.0267505318845033,0.13948316850409,0.0100923963554221,-0.00913048119369026,-0.00619482109847796,0.294859558121926,-0.0153373187727077,-0.0825595180918252,-0.0467315334249567,0.394903488816146,0.0440947024508356,-0.00123304124339569,-0.00108347783376346,-0.0721519797583041,-0.0351245910824236,-0.0125545375637353
"NUMEX_BILL_MELTON_CA_2019","206","3","14","6",-0.0150097938260303,0.000655779420769275,0.0248422359527153,1.16254393328028e-08,-0.00907073026504143,1.49461279868926e-09,-0.0115794863955001,-0.2428498290117,0.000422023037703508,-0.00446254193605564,-0.0145397194034934,-0.00918014286061296,-0.797580241905509,0.0145469470221808,-0.0285623461914753,-0.121334557234012,0.0185300092664273,-0.00937459309561205,-0.00663088107793203,0.0911796720017353,-0.0194784458091479,-0.086630077869348,-0.044816988386487,0.248028458876287,0.0433291403522439,0.00128662891989008,-0.000241471457644712,-0.0722650913607986,-0.0389118192826504,-0.099154964204718
"NUMEX_BILL_MELTON_CA_2019","207","3","14","5",-0.0184349038347836,-0.00265843387064854,0.0270962667732052,-1.16363621353544e-08,-0.0123780810516994,1.70410645465646e-09,-0.0235222930291788,-1.19423736466579,0.0173843325886645,-0.00762285317788755,-0.0157858968770942,-0.0245505129464425,-1.58273988171754,0.0212004157879818,-0.0455080168714837,-0.747156342375954,0.015818490607484,-0.0123838902709623,-0.0195814884369692,-0.27631168378579,-0.0251504873641171,-0.0897304368440232,-0.0465443934861082,-0.176023235508479,0.0410323905298079,0.00335553880733299,-0.00644934740391347,-0.0758458535402575,-0.0465040654213958,-0.0140810482261541
"NUMEX_BILL_MELTON_CA_2019","208","2","14","4",-0.018956939734537,-0.00405903823751355,0.0403492348270814,1.17822412242968e-08,-0.0146196166183467,1.87776424382534e-09,-0.023780420376365,-1.27703342767415,0.0352139502735985,-0.00780798323047806,-0.0144384170227267,-0.022348839838926,-1.43778505902562,0.0202932705628062,-0.039947310903545,-0.544289061965122,0.0185110856165325,-0.0104903648796608,-0.017433201328764,-0.178973190338117,-0.0233187880963982,-0.0898847489047801,-0.0486667501545466,-0.261196069021183,0.0448901975212228,0.00391001180508454,-0.00503150279927749,-0.0745116937783337,-0.03400346917607,-0.000714049402637809
"NUMEX_BILL_MELTON_CA_2019","209","2","14","3",-0.0182026022290471,-0.000739736178040458,0.0541546656603001,-1.16253613847748e-08,-0.00308588806206643,1.99447367192482e-09,-0.00730765354601952,0.0407913065436245,0.0412764725775453,0.00188943035408058,-0.00362003376064091,-0.00621325125659858,-0.633107007352557,0.0225963609914603,-0.0224840254155262,0.491741345777959,0.0277778884230231,-0.00287182942190484,0.000774359954709072,0.289420193294067,-0.0236893776109058,-0.0795562018523636,-0.0513155741254185,0.725081095983815,0.0516362665361695,0.00597413999123904,0.00318689868847156,-0.0636339629329961,-0.0225016246764412,0.321622076451833
"NUMEX_BILL_MELTON_CA_2019","210","1","14","2",-0.0175780042963815,0.000716733048283574,0.0617421666255602,1.15954578308454e-08,-0.000579591544217838,2.22820199906298e-09,-0.018297170952928,-0.232428069948628,0.0213472602204528,-0.00145935118723718,-0.0114790055024843,-0.0101520780438637,-0.243750946948459,0.0196892447745702,-0.0130571230700239,0.626449125161125,0.0259224346583527,-0.00312161449061491,0.00442806121212163,0.52967392505882,-0.0198718206167065,-0.0809554548117556,-0.0577735950455779,0.857179919713156,0.0497814447684581,0.00639905295868907,0.00807077104365512,-0.0711869858694011,-0.0305690964946707,0.317827407180132
"NUMEX_BILL_MELTON_CA_2019","211","1","14","1",-0.00969080333426936,0.00402250084542149,0.0498877067336743,-1.13692474468961e-08,-0.00724812930345013,2.30298688652971e-09,-0.0317787047578543,-0.912185911016179,0.0536852654169151,-0.00446168684492511,-0.0151565274929813,-0.0140198800276226,-0.0461696347830684,0.0139661244710501,0.00665431925168052,0.795820639896895,0.0201828985846121,-0.00661519679797587,0.0114944811614627,0.629121880806885,-0.018394451283849,-0.080110295226485,-0.0649616013541229,0.666651693385005,0.0475807063687808,0.00422488789431088,0.00147362830302812,-0.0780177495305586,-0.0309492925231155,0.183916699515965
"NM1701PAR","212","1","15","1",-0.0140095399410287,-0.000164505426641021,0.0176747892214083,-1.14911939510992e-08,-0.00997449429460264,4.21195233170209e-09,-0.0124732509201959,-0.841812388330955,-0.0878093086287118,-0.01013854225794,-0.017751903855406,0.00134178908425502,-0.00578882124271382,0.00546381231235066,0.00636728284030087,-0.158016598930519,0.0124586184136183,-0.00254005176760256,-0.0091471828994384,-0.00734644186896721,-0.00404760672543412,0.0173852740382095,-0.0143789733087358,0.289080065956911,0.0406689957036237,0.00653980768384563,0.014904036043251,-0.00736735015957948,0.0101073497648534,-0.0789469278716646
"NM1715PAR","213","1","15","2",-0.0165588217605417,-0.00553936790734355,0.0206429327254138,1.15378993045064e-08,-0.0158913057263977,4.41238433147695e-09,-0.00866801944887554,-0.184892724108583,-0.101398431600537,-0.00287743781454744,-0.0179080909952911,0.00846474282860686,0.194210354636353,0.00640522686839523,-0.00507172193241787,0.155098192932937,0.0151374211680584,-0.00122449230717333,0.00520925179039653,0.345477780215226,-0.00517621529245643,0.00160492113684571,-0.0298162458933769,0.477320775101282,0.0426745727372651,0.0082627447375159,0.00490361296853204,-0.0247936717461618,-0.0098104465087952,0.0297001887293706
"NM1703PAR","214","2","15","3",-0.0192466459982741,-0.000649433361109022,0.0244643691490747,-1.16560244495678e-08,-0.0121042746658603,4.61044124301096e-09,-0.0111308085668885,-0.297556849217308,-0.0943777897189486,-0.00180855052962122,-0.0140372050227331,0.00634381399590114,-0.506979705470648,0.0125144486733972,-0.00800175793526984,0.0489026276507509,0.0240115553696562,-0.000249769016717085,0.00442480106948746,0.186483861905168,-0.00899399014307207,-0.00313398431476013,-0.0275623082515932,0.411977190837595,0.0427658933905162,0.00983740966253904,0.00577489096732049,-0.0274858530122509,-0.0168065961167647,-0.00232715776595079
"SW_9812","215","2","15","4",-0.0217387325771866,0.00090412569863416,0.0270364440544667,1.16720509080775e-08,-0.0151584805059706,4.7602660578646e-09,-0.0217863000675949,-1.12299257942947,-0.0846322270150264,-0.00456351275214872,-0.016262164566072,-0.00443511801129284,-1.07509358531019,0.0212715125111482,-0.0235495636853915,-0.343719650751452,0.0226971460869738,-0.00165276538625851,-0.00547034036329219,-0.0666325549571331,-0.0145700919731651,-0.0067623962225661,-0.0293493693352179,0.183972437396757,0.0408870313720369,0.0110474126679239,0.00127335297313859,-0.0308200478729439,-0.0260320576244025,0.125048791246784
"MESQUITE","216","3","15","5",-0.0214446117301538,-0.00341888341806767,0.0391934279400593,-1.18247004331066e-08,-0.0121738110257124,4.84159264315179e-09,-0.024067176026789,-1.08955801656614,-0.077961884998998,-0.00508324531453437,-0.0116412213835926,-0.000845031759303553,-0.677504904768645,0.0212545018505086,-0.0183203131605461,-0.114399395355896,0.0223506808249401,-0.00135534286669659,-0.00495606526401945,0.0901588252805975,-0.0136178740482853,-0.0105521799858403,-0.0314330027494604,0.105755689512891,0.0432148101237765,0.0113326843648165,0.00432768307409223,-0.0355246604987706,-0.020044368180413,0.129776741498856
"SW_8888","217","3","15","6",-0.0187866224288975,0.00132991805814819,0.0607830141384062,1.16721282489035e-08,-0.00101889123181335,4.84888933402308e-09,-0.0109781361238242,-0.177473913179249,-0.0651174383010623,0.00443906229668006,-0.00182225242264694,0.0105045269590667,-0.252754814379566,0.0246376492494173,-0.00732442391281968,0.691301988936023,0.0309166621889067,0.0046312813497819,0.00932682463359211,0.443862941103323,-0.0108070873859122,-0.000486502080023057,-0.0337906957760762,0.945145731580954,0.0494203975460936,0.0130309643369804,0.0111024512415536,-0.0270151478153304,-0.00627129090279998,0.437387815839698
"NM1705PAR","218","4","15","7",-0.0173877697335894,-0.00213270926451104,0.0706983274951609,-1.16421348438951e-08,0.000377750597740749,4.97234304941249e-09,-0.0208470581449469,-0.558695947221916,-0.082135790992501,0.000730911963447602,-0.0105612249366825,0.00322432043214598,-0.0329163802772246,0.0198674960392248,-0.000284073493911409,0.710258907630839,0.0295993373185516,0.00280859550012388,0.00986160217878517,0.610800437692696,0.00358329333446285,-0.00324473720216354,-0.0405677440969033,0.916336371758179,0.047601110909109,0.013260763356395,0.0122315474040316,-0.0374349171637693,-0.0140330249402846,0.35236163975418
"SW_1011","219","4","15","8",-0.00767158145667853,0.00430432769355049,0.0616655948160232,1.14129679907796e-08,-0.00372387720769594,4.97242117893783e-09,-0.0257860272367859,-0.867723942348098,-0.0422716528590186,-0.00173228356954287,-0.00462859303379446,0.00248530959406477,0.277770063912931,0.014631266827714,0.0228072787714729,0.994204228382908,0.0237431522160528,-0.00119735877263246,0.0156672084919621,0.741435998906132,0.0033645974258019,-0.00237777678689156,-0.0483167730227101,0.820989945103402,0.0470472500164888,0.0109562288096019,0.00452372873057819,-0.0382250746815045,-0.0099298687614545,0.231669350193433
"NM1715PAR","220","4","16","8",-0.0122096486509885,0.000224396539578978,0.0138288425385871,1.14272423061643e-08,-0.00403792185081916,2.06521004542893e-08,0.0154828779444662,0.224486168712707,-0.103719324457398,-0.00726994701001995,0.0214934484451673,0.0161971194568201,0.747242307576051,0.000544522716957243,0.0177025142348985,0.365146909583971,0.00729462421836822,0.00409021399043548,0.00390589516210866,0.228549015764197,0.0145217905256303,0.0475397087748729,-0.00594829571014367,0.4754948193026,0.0386023092242718,0.00680344096988603,0.0250830061580238,0.0469057158149546,0.031182529414834,0.0570851383295684
"MESQUITE","221","4","16","7",-0.0136430158502919,-0.00698291316461861,0.0239917145016938,-1.14730688001634e-08,-0.013845545281661,2.10356120018231e-08,0.0205046117743422,1.00868978628185,-0.103052662942412,0.00101422587922121,0.0192799756055823,0.0250476610156579,1.02832742845267,0.000533245181082452,-0.00163738884642919,0.739831972490593,0.00793564681682139,0.00568384055798306,0.0182502724283918,0.566632895449711,-0.0104483232243085,0.0382017228208065,-0.0192295549993898,0.737862669718268,0.041327716048246,0.00742922481928498,0.0151315549351677,0.0342544759719805,0.0177072843847177,0.176042346659263
"NM1712PAR","222","3","16","6",-0.0164596325561989,-0.00364559324905131,0.0271856560410059,1.15903910483942e-08,-0.0111385887946225,2.13086446051053e-08,0.0158656279595855,0.815901737242149,-0.0836378268560528,0.00288813400366936,0.0172308245860848,0.0212285948885515,0.174251585547831,0.00789721615804992,-0.00761126340875496,0.603522651379714,0.0152462103409366,0.00706472352650076,0.0151582111941159,0.395431711595391,-0.0156851776706835,0.0363336096181767,-0.0168347228136242,0.719864050458818,0.0428276752533338,0.00780909601939692,0.0148548993494992,0.0318139485551305,0.0131974580679613,0.173493150180216
"NUMEX_BILL_MELTON_CA_2019","223","3","16","5",-0.0169023311912963,-0.000318626232974256,0.033274000274281,-1.16055190004131e-08,-0.0191478529224113,2.13893131680038e-08,0.00495648972829295,0.0948338023666658,-0.0735239775027947,0.00156159456132314,0.00879715769026227,0.0146830598530773,-0.101747556075109,0.0158348006069751,-0.0187654811541775,0.318874751893928,0.0145450505833539,0.00718954296155315,0.00831769955829894,0.241483659783177,-0.0149033776867294,0.0369223345308433,-0.0181602841368181,0.6593479748016,0.041029977648081,0.00869709470421124,0.0104086871962317,0.0330680674939282,0.00959998750072134,0.316993950823486
"NM1704PAR","224","2","16","4",-0.0139635522652794,-0.00269273112406289,0.0407256721557721,1.1760518888175e-08,-0.0241016958141003,2.13289507771942e-08,0.00309468234777335,0.376510132257461,-0.068954176780262,0.00119777940645273,0.0169875690845523,0.0207088728248761,0.536382672064488,0.0154162666300164,-0.00370146278838086,0.557957611123132,0.012794365332653,0.00694502380958978,0.0110822395300862,0.483783997355571,-0.00910774415394987,0.0350344281530702,-0.0200158136127617,0.583940123235811,0.0401357355435802,0.00929522092293909,0.0148319735680493,0.0267753495544639,0.0113065779467018,0.323069005184498
"NM1701PAR","225","2","16","3",-0.00924330493732006,-0.000972797250474019,0.061437195911088,-1.16088498483265e-08,-0.0172624963912824,2.11442455386085e-08,0.00954625770118497,0.605196130324779,-0.049784797435167,0.00922731846730201,0.0168699392247247,0.0249128021450012,0.256055311584803,0.0177087393885896,-0.00470144201182313,0.857668487287103,0.0200535933649252,0.0108872106099817,0.0207950472652802,0.579814102076767,-0.0151129204168555,0.0451921626308473,-0.0217874217075542,1.17159009397794,0.0440766345187165,0.0103774601169637,0.0190971941683148,0.0347671555661679,0.022344623072712,0.589064107186809
"NM1702PAR","226","1","16","2",-0.0101661988504989,-0.00322755522704559,0.0685974651559122,1.15787138614364e-08,-0.0270807177876406,2.09528175644449e-08,-0.00524514085630573,-0.147554782050135,-0.0712205583171429,0.0051678954205978,0.0029757424617105,0.0124218375294136,0.119179036217871,0.0112712747544258,-0.00616247293679688,0.603742968159134,0.0194333548241595,0.00706609755596808,0.0157502910808317,0.562335936079583,-0.00533284738217671,0.0410589543402233,-0.0290652226192607,0.950064711960128,0.0423621588475905,0.00949340332689963,0.0180413039708861,0.0236560154258688,0.0105744786975767,0.419661898119693
"SW_9813","227","1","16","1",-0.00109266142245943,0.00246292863475915,0.0599967947717455,-1.13470248930064e-08,-0.0247767979791357,2.06415533117844e-08,-0.0146098353612919,-0.828628098473901,-0.053175654507268,0.00129514480041347,0.00689051742449083,0.00839297304497575,0.0812491320888001,0.00451390593724983,0.0105236837410518,0.652042242404002,0.013544736426666,0.00203070928188547,0.0174168908444456,0.557891611274334,-0.00631336372964001,0.0415621116039302,-0.037627272763134,0.714768902510257,0.0410477501830146,0.00687333596460747,0.00969695526973807,0.0251754664265995,0.0120889168203167,0.254728881888969
"NUMEX_BILL_MELTON_CA_2019","228","1","17","1",-0.010991387923759,0.00256791916778905,-0.00644402128810785,-1.12826743218888e-08,0.00408338340564547,3.49127055062536e-08,0.034579680285864,1.71760141169563,-0.111101334762633,-0.00605966509123846,0.0535657435897846,0.032941172105389,1.72434561243225,-0.0166706830110388,0.0315721613902874,0.969942508361976,0.00416209584699423,0.0173996403656695,0.0340180336378979,1.01501042602112,-0.00156346107970521,0.066599062941569,0.0156902325761073,0.890645819344396,0.0191599414322607,0.0144281924142549,0.0279622843047425,0.0594972945011834,0.0384482970370416,0.359569406804189
"NUMEX_BILL_MELTON_CA_2019","229","1","17","2",-0.0120329490941788,-0.00220566600199125,0.00982692515022541,1.13277246135499e-08,0.00946552456651765,3.54920947395785e-08,0.0424683328597324,2.72812963965811,-0.112627865521729,0.00357604059321012,0.0538911648714967,0.0438962617428511,2.13501407268833,-0.014603490917019,0.015750010058004,1.46927549644598,0.00529625553086531,0.0200452010352832,0.0487129522879729,1.36948722937909,-0.0121306894413742,0.0622529217678474,0.00558159176583303,1.24103781207662,0.0220117645964691,0.0148212770664787,0.0196255111980737,0.0530490065523824,0.0335590720857408,0.511764027000634
"NUMEX_BILL_MELTON_CA_2019","230","2","17","3",-0.0170812369731947,-0.00316048709651111,0.00795010782278574,-1.14433037825008e-08,0.0224163346611625,3.58907612852506e-08,0.0424755111991071,2.65793677354274,-0.103881682432623,0.00726808388343013,0.050328086486078,0.0420594614259739,1.22125676953681,-0.00440790269072562,0.00484757914378081,1.34583284400375,0.0118375040868545,0.0214973192009029,0.0443911239325977,1.15630250676764,-0.0109769792445493,0.0617259266016756,0.00863735051963807,1.26776125555267,0.0236304602602562,0.0145619554421141,0.0187434163069583,0.0511258304372851,0.0336339330457121,0.538950851125967
"NUMEX_BILL_MELTON_CA_2019","231","2","17","4",-0.0163832407614385,0.00171892177097463,0.00796839619135825,1.14582430990302e-08,0.0233719171556229,3.59932400956492e-08,0.0358377840471953,2.22949561620758,-0.105059124354363,0.00859039924573498,0.0458707517329569,0.0427725733357365,1.33982789045042,0.00299539383357121,-0.000328069528850649,1.25446375182101,0.0128640284140624,0.0239303123288752,0.0433184639269632,1.09977284898605,-0.00655287754716477,0.0669180685034023,0.00855522545990569,1.30322004594225,0.019942989863827,0.0161991373721565,0.0159539530390322,0.0554475516285908,0.03336758771725,0.69382946603717
