"","Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","yld4","yld5","GNDVI_62","NDVI_62","GNDVI_76","NDVI_76","GNDVI_90","NDVI_90","GNDVI_96","NDVI_96","GNDVI_104","NDVI_104","GNDVI_114","NDVI_114","GNDVI_130","NDVI_130","GNDVI_138","NDVI_138","GNDVI_144","NDVI_144","GNDVI_150","NDVI_150","GNDVI_160","NDVI_160","GNDVI_166","NDVI_166","GNDVI_174","NDVI_174","GNDVI_180","NDVI_180","GNDVI_256","NDVI_256","GNDVI_264","NDVI_264","GNDVI_270","NDVI_270","GNDVI_278","GNDVI_284","NDVI_284","GNDVI_292","NDVI_292","sca_yld1","sca_yld2","sca_yld3","sca_yld4","sca_yld5","sca_yld1_pred_slr","sca_yld2_pred_slr","sca_yld3_pred_slr","sca_yld5_pred_slr"
"132","NUMEX_BILL_MELTON_CA_2019","2","431","17","4",11.5,6.2,8.1,0.65,6.9,-0.0375507723576455,0.472818816,-0.0175034660167515,0.464402175,0.0276932016772064,0.450012785,0.233331144069179,0.539145318,0.289372996930401,0.493289624,0.372661462302122,0.621405854,0.239077110672447,0.507932085,0.276169076570477,0.522393546,0.367769000606565,0.560081468,0.26873009150204,0.474982061,-0.0540913486317249,0.24594435,0.0646262972445704,0.420775174,0.0964401905834702,0.397540175,0.306787124561836,0.56842366,0.0146106744379988,0.373128895,0.137667684267657,0.432718204,0.282964642490001,0.535978232,0.187405470702106,0.214854903694512,0.527848714,0.309482492728385,0.536268019,0.289392924497977,0.201050275582455,0.263326134125277,0.0697219339916198,0.473271613259606,0.0754880003809687,0.0269829012434976,0.0709650032924694,0.0383097516867245
"133","NUMEX_BILL_MELTON_CA_2019","3","432","17","5",11.95,7.7,8.55,1.15,7.3,-0.00761425957314577,0.479513306,-0.00127029358942565,0.462897882,0.037237428116256,0.450176118,0.229690081203037,0.542450636,0.290763367875457,0.501783174,0.363585826347491,0.615199737,0.261418513293598,0.517734317,0.281605676283486,0.540421974,0.383691614775171,0.569396048,0.319890965322916,0.517610746,-0.047141780713914,0.229730603,0.102098830448966,0.425553277,0.104277078387015,0.399044443,0.32372785329513,0.571075373,0.0186492603315531,0.433547169,0.154215980901102,0.460943198,0.305413684066033,0.551422943,0.180600284471969,0.200392469563711,0.511603737,0.295456911078648,0.527920124,0.300716995456593,0.249691471287887,0.277955363798903,0.12335419090825,0.500707648810887,0.0942195462965814,0.172258634771417,0.101387836430572,0.0509874982967496
"134","NUMEX_BILL_MELTON_CA_2019","3","433","17","6",11,7.8,7.95,1,6.45,-0.0249585882441296,0.483042131,-0.0107257226426468,0.46346539,0.0211586705284414,0.424401815,0.216216987856235,0.513427452,0.270686838300412,0.489235865,0.351628155743925,0.599201153,0.213773299440866,0.495108679,0.25189521167349,0.516018696,0.37740243248051,0.57436495,0.332680422832673,0.525447924,-0.0592691521696535,0.226347433,0.109175605927255,0.409047535,0.0864273714596573,0.391697568,0.333269336584695,0.575989948,0.0240195522329161,0.385482717,0.148887473747002,0.421151201,0.285927809626662,0.543171457,0.156424311559018,0.171894710802169,0.462672767,0.271156459797841,0.506212041,0.276810623432847,0.25293421766825,0.258449724234068,0.107264513833261,0.442406073264414,0.103466795131794,0.107889251104555,0.107808911101677,0.0724197195574559
"135","NUMEX_BILL_MELTON_CA_2019","4","434","17","7",11.5,7.2,8,1,6.6,-0.0296986876821848,0.477010682,0.00508898901071991,0.468609213,0.0382283584546142,0.471197325,0.228824396208361,0.528540943,0.292060789098411,0.48545399,0.360103081163242,0.604343951,0.237375000477446,0.515124254,0.294737043738206,0.525419547,0.379827533417453,0.565938206,0.319084123375066,0.501807035,-0.0601319904155719,0.310925931,0.0897759014385931,0.423887587,0.0878068163675509,0.392615161,0.326633688525076,0.574631215,0.0348446331740323,0.358053321,0.141546672468863,0.4343925,0.27576727304245,0.537791905,0.178953828704284,0.182931232502695,0.467116367,0.284156582216574,0.513826473,0.289392924497977,0.233477739386076,0.260075194197804,0.107264513833261,0.452694586596145,-0.00596919058293279,0.0614429238122873,0.0739387872423477,0.046422676294484
"136","NUMEX_BILL_MELTON_CA_2019","4","435","17","8",10.2,7.15,7,0.75,6.6,-0.0396085157378815,0.478414596,-0.0197586542096589,0.471806997,0.03056283691189,0.469634608,0.215070494767667,0.508214331,0.266750944337045,0.477325118,0.36483808407836,0.588001376,0.219193852551361,0.501940705,0.307738987253059,0.527132274,0.376057621531045,0.564299566,0.320777384680801,0.499042834,-0.0437496863569293,0.257616183,0.106237636306404,0.425163593,0.102741380824556,0.377486174,0.334079937610285,0.565148555,0.0825042873568005,0.338289124,0.179343657437812,0.443889525,0.316304392415671,0.543224516,0.180028366453875,0.203907709189389,0.480081287,0.310014197538547,0.512009362,0.25667894172864,0.231856366195895,0.227565794923078,0.0804483853749459,0.452694586596145,-0.014982261442179,0.0753921958310488,0.0658903726686288,0.052510099981104
"137","NM1701PAR","4","436","18","8",10.6,7.75,8.35,1.25,7.65,-0.0448782548879073,0.479268701,-0.0170951993286752,0.473579131,0.0603457755262875,0.469677786,0.227951778220593,0.517986773,0.322108524588989,0.496962035,0.363978410890646,0.587631976,0.255134402378474,0.519541602,0.319145097287841,0.542251699,0.404446612741842,0.581453118,0.353292500246756,0.529187996,-0.0526905927660299,0.331353617,0.144385632481562,0.442404915,0.120110446152692,0.405635324,0.35748904530126,0.583337411,0.0817375250858806,0.355553405,0.194192706552913,0.47130808,0.353322830960373,0.581873059,0.192200595741194,0.227830071734699,0.509231023,0.341613448813908,0.544063061,0.266744782580744,0.251312844478068,0.271453483943958,0.134080642291576,0.524714179918259,0.0392493354655901,0.12418140983919,0.0940543135117622,0.106827314050186
"138","SW_9720","4","437","18","7",9.9,6.25,8.05,1.1,6.1,-0.0439369395347102,0.479410093,-0.0124648772347331,0.459078946,0.011373955671733,0.475824957,0.180228352079268,0.508185009,0.30466054830776,0.47562307,0.328004729396855,0.576780418,0.231961789914042,0.508821371,0.284997744480257,0.506732135,0.37551259989599,0.557683224,0.270863054300675,0.474084676,-0.07986569886354,0.374074922,0.0919058635726644,0.421580197,0.0933405128757164,0.399060877,0.338934017061389,0.560898869,-0.0081556732437545,0.370422694,0.111852142866421,0.403782542,0.235662491600994,0.518128689,0.168870511287912,0.181820560701526,0.452957992,0.276392818233517,0.501300451,0.249129561089563,0.202671648772636,0.26170066416154,0.117990965216587,0.418399542157043,0.0518057771722794,0.121078667848684,0.0912750702681411,0.119658712396076
"139","NM1705PAR","3","438","18","6",9.65,6.25,8,0.95,6.15,-0.0330323208409989,0.480246954,-0.0131948214977951,0.460597404,0.00248610727994844,0.463297738,0.200299480788612,0.526387693,0.312339478073863,0.512820513,0.337864283625909,0.597389486,0.246033771019758,0.524408378,0.263963363563698,0.524494554,0.392954913282323,0.576274679,0.291940307594698,0.493603476,-0.0789936662916912,0.308270672,0.117664048065082,0.431459963,0.0983489067331901,0.407385314,0.346458159305549,0.585090358,-0.00399343260101929,0.395623388,0.131305379840844,0.404172007,0.278122471228539,0.538261386,0.170321189292891,0.194610722326236,0.498935743,0.315657930663676,0.543807104,0.242838410556998,0.202671648772636,0.260075194197804,0.101901288141598,0.421829046600953,0.162883828321955,0.146677725079067,0.113012155009167,0.110406919632738
"140","NM1713PAR","3","439","18","5",9.45,5.4,7.1,0.5,5.95,-0.086408257122991,0.492646828,-0.0448755493728821,0.457033925,0.00926990948018644,0.471766068,0.19912723036047,0.524522168,0.32224221690276,0.489205255,0.36113740017603,0.597471464,0.224041485610256,0.504596368,0.263655182080523,0.504185869,0.366235121143716,0.54370774,0.237299279740284,0.457570358,-0.075434082216653,0.314283104,0.0875209008784212,0.427506333,0.0910482617218981,0.381108092,0.34106297883954,0.576165652,-0.0294686126699707,0.409395367,0.117805096882825,0.384920581,0.25570807780612,0.516072543,0.178703253475926,0.21191299592661,0.520140267,0.324803448114473,0.544540533,0.237805490130946,0.175108304539557,0.230816734850551,0.0536322569166306,0.408111028825312,0.153977923215489,0.27520323946594,0.147794005937565,0.149066691490603
"141","NUMEX_BILL_MELTON_FG2012","2","440","18","4",10.2,6.05,7.9,0.9,6.9,-0.0654915693829996,0.484562125,-0.0341753732118258,0.467390301,0.0177166249203124,0.474085458,0.223354451558636,0.538443527,0.330093409782473,0.512852011,0.362966665173833,0.604827162,0.218991828192561,0.503325396,0.270190060232528,0.501851782,0.361922143417308,0.551369169,0.227851661358902,0.454940936,-0.0812235631297708,0.323845236,0.0494492942506603,0.434528162,0.0896774051448507,0.385774381,0.341899775810594,0.591230968,-0.00985422048485553,0.342605412,0.12784357358659,0.410089039,0.269963586617203,0.534814877,0.177613778822884,0.207732569368895,0.525660376,0.321914408608105,0.550375947,0.25667894172864,0.196186156011911,0.256824254270331,0.096538062449935,0.473271613259606,0.119085341647583,0.158069072261867,0.123717176031834,0.113009802989435
"142","SW_9812","2","441","18","3",11.35,6.15,8.45,0.85,6.95,-0.0160943643894067,0.479543001,-0.0126678221059466,0.454905458,0.067272685267766,0.450104273,0.247821881576934,0.549525611,0.350670049798514,0.545698279,0.387223374386539,0.624904009,0.284544806000022,0.540825935,0.290236522777647,0.519224708,0.385864293067508,0.561095268,0.253344663620751,0.447878368,-0.0804799849390771,0.315621,0.0925282280641111,0.427332826,0.100297312411299,0.383269907,0.351757624774876,0.569494029,0.025515452658716,0.324101006,0.145508082116766,0.404514,0.285733387169146,0.537676753,0.180756122906724,0.202495750163007,0.50105699,0.315063243347158,0.526481118,0.285618234178438,0.199428902392274,0.27470442387143,0.091174836758272,0.476701117703516,0.119117293409736,0.016188606917991,0.0706114946850933,0.0802956290402157
"143","MESQUITE","1","442","18","2",10.35,5.25,7.95,0.8,6.7,-0.0363226557271607,0.479236581,-0.0416988148904203,0.45994818,0.0629872242436593,0.437623948,0.263383347238618,0.554515944,0.349434557613166,0.525916292,0.374969722376643,0.606536875,0.270744818718351,0.519672208,0.273124555917646,0.484236305,0.367058561442982,0.531841712,0.213626305337612,0.420376396,-0.0816895400719696,0.3720807,0.0820442004290032,0.435826889,0.0913131591582058,0.375941397,0.326158750717023,0.552547321,-0.021179170813363,0.317224792,0.0991433086907516,0.36980087,0.202477996662181,0.500738688,0.167977667424666,0.213487167858993,0.4919359,0.322294444700043,0.526533815,0.260453632048179,0.170244184969014,0.258449724234068,0.0858116110666089,0.459553595483965,0.148255020499365,0.207627027198918,0.127580317749549,0.141107092780479
"144","SW_8888","1","443","18","1",8.15,4.45,6.7,0.55,5.4,-0.0851844389199942,0.485939646,-0.0762378491499802,0.466918911,0.0999677665319892,0.453570528,0.272967007910896,0.568033656,0.331875866842912,0.522734568,0.36711345304632,0.61051068,0.217450309091262,0.507786708,0.247006173263117,0.438024434,0.324666187844035,0.517154383,0.184695542617412,0.412384531,-0.172749226455848,0.462017563,0.0481378619908906,0.43596308,0.0751066942665436,0.377120725,0.307498120549916,0.536915063,-0.0353424433853742,0.302696252,0.078145739386347,0.34279202,0.146327472100724,0.480628043,0.157827638972657,0.20912598070109,0.469840932,0.294717375082639,0.497207605,0.20509150736161,0.144302213926117,0.217812975140661,0.0589954826082936,0.3703864799423,0.169268550108688,0.188986187762833,0.124554073103838,0.142475899487023
