"Germplasm","Rep","Plot","Row","Range","GNDVI_62","GNDVI_76","GNDVI_90","GNDVI_96","GNDVI_104","GNDVI_110","GNDVI_114","GNDVI_124","GNDVI_130","GNDVI_138","GNDVI_144","GNDVI_150","GNDVI_160","GNDVI_166","GNDVI_174","GNDVI_180","GNDVI_188","GNDVI_194","GNDVI_200","GNDVI_206","GNDVI_216","GNDVI_222","GNDVI_228","GNDVI_236","GNDVI_240","GNDVI_250","GNDVI_256","GNDVI_264","GNDVI_270","GNDVI_278","GNDVI_284","GNDVI_292"
"NUMEX_BILL_MELTON_CA_2019",3,310,2,6,-0.043223385791649,-0.0381890213339432,0.0691225624378091,0.255791165247761,0.250194434450316,0.245088023009183,0.335186794696905,0.0200698082846934,0.243240352312346,0.229212747385693,0.329667192700378,0.246257582215809,0.0260052642738791,0.0311963254558704,0.155444152174509,0.356120724708381,0.026979643137612,0.04675845494666,0.0197816395359182,0.065000980753277,-0.00165283067476162,0.00416175359538852,-0.0672008097047179,-0.0117621728912041,0.0144200632929081,-0.0226490920578743,0.0552562519425232,0.152769112336507,0.275427142178512,0.24578527744321,0.193955988772191,0.340519598153022
"NUMEX_BILL_MELTON_CA_2019",3,311,2,5,-0.0545738615016824,-0.0412088688098534,0.0623736991982485,0.260234916048938,0.219907558225482,0.309427384901426,0.320411661919276,0.0193166955892568,0.238783002573998,0.216781608311078,0.336364692361561,0.240648785835948,0.0300974165088831,0.0330834221544272,0.172160935238308,0.331912601698418,0.0173514188881839,0.0536949232868547,0.0152639298997381,0.0702794489719089,0.0198328245797752,0.0380873191068267,-0.0393599091453788,0.0099237730179425,0.0328912347007153,-0.010280033350458,0.0580247608079654,0.165437827335221,0.300305870236207,0.220287886600734,0.188460671042412,0.315598720204668
"NUMEX_BILL_MELTON_CA_2019",2,312,2,4,-0.0473347846712175,-0.028929191171701,0.0551233516626128,0.236521167397718,0.224219710535965,0.319904902564597,0.324745008450068,0.0345416528442252,0.233977553686753,0.218624153351318,0.32638244132184,0.257322204289737,0.0501129376928102,0.0439884932356611,0.184586373311719,0.3518785031744,0.0347485361591293,0.0654114484741555,0.0421635888181581,0.0839916644027435,0.0361986811361231,0.0682808130022784,0.0101846574259753,0.00794953545229684,0.0481464319770617,0.0382280744171799,0.0919497797559141,0.19266364802533,0.329153076705729,0.203809940185667,0.201160276404612,0.334416652128114
"NUMEX_BILL_MELTON_CA_2019",2,313,2,3,-0.038009475438274,-0.0151200820631229,0.058694154722563,0.219307823447054,0.229944687290406,0.350230094453617,0.298188419603928,0.0304422183097434,0.239860997954959,0.241581965146436,0.33983755788084,0.307321001476706,0.0741790198838516,0.0846990890316,0.205086288684025,0.329199382807704,0.0443354037149183,0.0582819834472168,0.0464023497662048,0.083256619969294,0.0382812964132474,0.0713207831018592,0.0229211385659411,0.00445669408632802,0.0331265639899286,0.0699837909432156,0.135948894914623,0.245208147906598,0.363119683508002,0.252754678896598,0.213177557101186,0.339144169419897
"NUMEX_BILL_MELTON_CA_2019",1,314,2,2,-0.0345909668646313,-0.0185877243725612,0.0836090688235315,0.2655923232984,0.296612509307728,0.346493402011932,0.360197089292788,0.0556344650964742,0.2690551719937,0.267529946346308,0.352169853368873,0.307348691587706,0.0622045210883084,0.071780031530387,0.23251607654369,0.369050192797643,0.0414423617228203,0.0710634259814796,0.0810172257035371,0.089013807484326,0.0297172605666813,0.0559536085356851,-0.0249884994606323,-0.00633928317438539,0.034391534342213,0.0591396844324733,0.149568351921252,0.257522834484124,0.352371620852355,0.251892342131313,0.233669415057463,0.360317327094328
"NUMEX_BILL_MELTON_CA_2019",1,315,2,1,-0.102671699375721,-0.0772711103345296,0.115980984940153,0.299025234917443,0.337846781017825,0.377507666475931,0.334731968018344,0.0481080095396541,0.179863191416331,0.220165221289811,0.247705176562062,0.145331961941219,-0.018948545630123,-0.0256257364173438,0.16390804274893,0.320397120685659,0.0227036241450059,-0.0360607097111006,-0.0357148996362369,0.00378785743291652,-0.0046079810338075,-0.0417735242230952,-0.108521673259484,-0.0463591976837805,-0.0344107799231108,-0.0230612979937439,0.0742066818921708,0.109855028679542,0.141024321870301,0.207880627721396,0.179471868725407,0.3037325169907
"NM1703PAR",1,316,3,1,-0.121189333394684,-0.0903715177701982,0.0946747722304935,0.311888242715658,0.270588825955201,0.37977325375655,0.371060835883829,0.0440836498505295,0.217658937832143,0.197747331639993,0.226391342233996,0.142292437541704,-0.0432800112950594,-0.0151537417225252,0.0970782000256638,0.301978002398266,0.0264023848125564,-0.02429553870237,-0.051829565047379,0.0139079139639279,-0.0267812634115277,-0.0513343934369731,-0.119187094778059,-0.0632981350160478,-0.0602857665274327,-0.0375084779058122,0.012979919423706,0.0450719944225721,0.118603409713851,0.174995594905985,0.157872566053776,0.295510706860383
"AFX_779",1,317,3,2,-0.0548344293050244,-0.0305430618642706,0.0624707449497055,0.267041344534819,0.2431094356479,0.34184172314895,0.373557461279434,0.0919774098845759,0.28065889140846,0.258869249668997,0.369533108549974,0.30728583755436,0.0726103148028039,0.116782324131177,0.217204192392046,0.353932544250447,0.0546728321242078,0.132348394920246,0.0895882520402443,0.117456879455903,0.0201047700255942,0.0548538261993002,-0.00083925261309719,0.0279238139549981,0.00787545802263615,-0.0116051974801728,0.12232806820557,0.242851911795276,0.3761415017927,0.268532369312406,0.25686243715165,0.381580039579134
"NM1703PAR",2,318,3,3,-0.0466414740359964,-0.00907932766287828,0.0460563007543532,0.252823939149333,0.190290770373328,0.348737471167407,0.331814981804841,-0.00219651737213691,0.255119789949589,0.219224773463164,0.355367657654566,0.317465169485497,0.0811203510367909,0.121340851257005,0.179696453575889,0.309558745759665,0.0461263887205199,0.0915974337472314,0.0479472610884834,0.108275444832669,0.0242168911374779,0.0679652406553265,0.0491589738051315,0.0578182634626236,0.0257453402216295,-0.00595102318653588,0.106389084997806,0.214624423856901,0.372659418365805,0.257521177773789,0.226427905426102,0.354026220051092
"SW_9720",2,319,3,4,-0.0527314662505951,-0.0101005875081991,0.0221344349594699,0.240247223453091,0.171381950012053,0.242367205141866,0.322920434427396,0.0681326917952247,0.252154358147379,0.198315724716852,0.335859110194175,0.277167307102807,0.0664562821439724,0.0989254312290438,0.158956030792749,0.311920993526252,0.0380096842335676,0.10129181693445,0.05657850034744,0.11363777167924,0.0283882704678151,0.0670339017049947,0.0502447722450925,0.0572267412842183,0.0551098587075323,-0.021782991628918,0.0806342744766745,0.183858253192259,0.33204711314638,0.203887722057036,0.201324142718956,0.323254742425479
"SW_1011",3,320,3,5,-0.0562492693882939,-0.0101746864303703,0.0407279265319777,0.266415009999709,0.18833406107563,0.333694735057036,0.32401076477556,0.0309979629179885,0.276603564711047,0.193648939503447,0.352104692419104,0.259720151801529,0.0440058161125374,0.0890073041094296,0.154614262792326,0.311337559802425,0.0303411851329729,0.101224273772538,0.0230332550037115,0.102749635712763,0.0310867579233745,0.058842669290873,-0.00847871270459064,0.0565439144981888,0.0588044619182708,-0.00966605709746463,0.0756560233000454,0.166824259655499,0.301373202703702,0.21403846041478,0.186706181685985,0.303488410804145
"NM1715PAR",3,321,3,6,-0.115979783445487,-0.0612255615885545,0.0254497079832801,0.225011059039166,0.19627918263379,0.21345212628459,0.355973557613392,0.0296933392537585,0.194906613644634,0.197796727035324,0.328151020679854,0.239536833955146,0.0252407248886951,0.0505058585340636,0.128697998462094,0.331459181042073,0.0357455732280657,0.0306169807327408,-0.02235528656554,0.0585020127812123,0.0217418061684644,0.0203927265532461,-0.0368266089504105,0.0178811193961046,0.0343577343942993,-0.0370422800456554,0.0130322751456779,0.11359168248176,0.263580605030963,0.219547846522686,0.189767502701718,0.341828102789889
"AMERISTAND_803T",4,322,3,7,-0.0381507328707003,-0.0130604586243321,0.0667935106015065,0.271235132468536,0.236597897529904,0.246149273004091,0.368676295300717,0.0397375798454963,0.308514942739913,0.252445248913461,0.381531587045571,0.305355296370487,0.0332372268393193,0.110532442362299,0.17818790479044,0.37181668417955,0.0325957487542041,0.106746034513681,0.0502060111151248,0.105060623897246,0.00638974727546237,0.0212987277735305,-0.0343949435947703,0.0322019342170038,0.039840717482771,-0.0255275907908077,0.0733860544191129,0.176394941982589,0.320505481874576,0.246226343059195,0.206918701986769,0.342642631289618
"NUMEX_BILL_MELTON_CA_2019",4,323,3,8,-0.0697461535380729,-0.0125028424885035,0.0425609848141474,0.239694525742211,0.219047173525453,0.266419257856936,0.353672826778305,-0.0576861248202694,0.220457865442801,0.218708091429121,0.340441705614353,0.239742839337138,-0.0316839483242435,0.0279610765698575,0.118058827891056,0.335379636364385,-0.00259927310003171,0.0302049280953223,-0.0514149113889803,0.0547630549105641,-0.0336930994339916,-0.057871905531998,-0.0963519452008322,-0.0671056877186123,-0.0495935748838554,-0.057827628546131,0.0358043669295533,0.122654995681594,0.24843861513421,0.217903154756387,0.189420438840253,0.316092442353358
"AFX_779",4,324,4,8,-0.0835681791841519,-0.00667065034112665,0.0319436812362971,0.252086003245849,0.210266598259155,0.183482908876762,0.371795251081675,-0.0465402190817023,0.241641684889786,0.210703639571298,0.350582587998483,0.234581591024763,-0.017206554578435,0.0524856576678584,0.120372136914972,0.357003341941892,0.0076565404991475,0.0403875073163262,-0.0424626537141926,0.0402635650001827,-0.038251580817577,-0.0540270733743929,-0.0287184201743946,-0.0510577466441116,-0.0446289596984328,-0.045741519676915,0.0667303010870746,0.160318556342839,0.298086036788331,0.248465691071865,0.243162589898828,0.360941095719017
"NM1702PAR",4,325,4,7,-0.0645153753146644,-0.0127689608231255,0.0164433990024638,0.225399195571171,0.170564421847807,0.240903541872645,0.334733027422398,0.015216983417925,0.254164620141555,0.186523486779298,0.354911618034245,0.280278330683214,0.0366360553200984,0.0945164778943593,0.120868644712098,0.3071698948616,0.0259359610753382,0.0882927491795085,0.0175990515801251,0.0905339592141443,0.0164286739069814,0.0227634279453106,0.0448264365283372,0.0684222567347531,0.0426779951849241,-0.0374892769619703,0.043803925308543,0.137384689935248,0.30976187351898,0.217476988192885,0.196857815967492,0.330783353272337
"NUMEX_BILL_MELTON_CA_2019",3,326,4,6,-0.0653370727824285,-0.0103279445766325,0.0292842721396898,0.2611892807564,0.174214373262287,0.290673394576623,0.347841892568761,-0.0203931432656858,0.229581190273667,0.169324794027675,0.344102955470184,0.284405552748557,0.0257274677273533,0.0590638448222026,0.109048836818774,0.284686338338091,0.025600224876561,0.069428999056132,0.0158050483522693,0.089219524660605,0.0238634633471043,0.0154198574507281,0.00785685986541889,0.0332858606593531,0.0323999867860376,-0.0386670164320557,0.0206983578501517,0.133830344625842,0.304800498446817,0.199382750601672,0.175818783669571,0.299091168440958
"AFX_149092",3,327,4,5,-0.0717712841965082,-0.00639788743159678,0.0320737012824588,0.293964264937772,0.202282813984968,0.278904537193782,0.330498263432656,0.0645902993692282,0.324533398446936,0.188166504185561,0.383454594289042,0.308368138102083,0.0518067746212845,0.125863101258968,0.158350408579692,0.296708225547246,0.048019259689996,0.121198963392321,0.0330882530218532,0.10983032952029,0.0353506730525352,0.0572841079922617,0.0370233556083026,0.0858873260722108,0.065474556030015,-0.0236128370352956,0.0712724747349693,0.173917759786509,0.345407831649064,0.238684647004071,0.227781522800392,0.334644540621614
"AFX_149092",2,328,4,4,-0.0633420992513093,-0.010298789735713,0.02239727750703,0.267062591586133,0.187852241813845,0.27863913545005,0.325795820771895,0.0835806044363532,0.291493024281369,0.187218298142511,0.366659555469568,0.330484143839315,0.086259620051838,0.153137473777399,0.175634067367828,0.29555228952667,0.0633079444611419,0.153150354075227,0.067727563306279,0.127549162989138,0.035940240421363,0.0622594106580504,0.0901566342629457,0.0920764307322539,0.0621764780049617,-0.00209717280686025,0.0929546090777398,0.191462050450124,0.369660582140411,0.237473599500755,0.219958380264212,0.317341313040909
"NUMEX_BILL_MELTON_FG2011",2,329,4,3,-0.0830640169321376,-0.0285525470516547,0.0180186763135192,0.234200802079112,0.174838993327496,0.350360871049975,0.301698413762555,0.0163247950686913,0.197471156103314,0.165838574221156,0.336456335464441,0.265808739179953,0.0569626359565737,0.0416250542877676,0.139604358457219,0.264231477726374,0.0296643253130584,0.058217291608718,0.000966249599566535,0.0741388521278823,0.0247179593520519,0.0611978107990856,0.0842407015284369,0.0871247796277311,0.00547690044072331,-0.0398383093245264,0.0503539884856466,0.161824863904285,0.308596555686727,0.203387924939447,0.19704257410816,0.273892044660914
"NM1704PAR",1,330,4,2,-0.0710836297729928,-0.0361013297167105,0.038131293925154,0.260722049714399,0.194226239723996,0.370195010606533,0.318975896452597,0.0506838488021625,0.25268724638225,0.200679633146106,0.3522335311217,0.282149901234757,0.0687338324036296,0.0791906453398825,0.168118717593228,0.286475471570777,0.0468541617973834,0.100549164444061,0.0439448259710391,0.102915904258518,0.0304246527929931,0.0548675594075616,0.0316673510362304,0.0562223575377022,0.000795878465438163,-0.0131428370390128,0.0879951247825236,0.226669016420833,0.370604374565386,0.241810189436954,0.220984814299917,0.309776342442651
"TMA_990",1,331,4,1,-0.109233036823649,-0.080961141228441,0.104910688655519,0.327979958869297,0.232220946414142,0.356318749362052,0.330504743559626,0.0448439159508805,0.229107846927603,0.189103280738131,0.276467212326152,0.189166431019282,-0.0169635592577471,0.000400670723860172,0.10954832703396,0.275536742618011,0.0242133441228679,0.0251376266526772,-0.0480951600576376,0.0465382784799943,-0.0211414352658799,-0.0495439654833645,-0.110960971353554,-0.0581528534275718,-0.062414929034485,-0.0224280271882043,0.0547398861569967,0.198881775814446,0.256245188222032,0.219196716429849,0.172714106241575,0.247261838401097
"NUMEX_BILL_MELTON_CA_2019",1,332,5,1,-0.0941554005054755,-0.0641017160091532,0.066371102873773,0.299992463720346,0.204629482502053,0.325263664169866,0.344276051009466,0.042198629514689,0.212768423535596,0.182877160906187,0.297805079244543,0.236195714543383,-0.00337124144557254,-0.023042389207171,0.115272125673024,0.288687968551973,0.0102403200209893,0.0108470528081837,-0.0452024752567484,0.0509096060199649,0.0102729070820685,-0.0465650387690048,-0.109962556943927,-0.0494376364388379,-0.0580994710472789,-0.0420000846171577,0.012563925468215,0.176116084436807,0.266786383196945,0.224910009644389,0.207105763917567,0.283796927655145
"NUMEX_BILL_MELTON_CA_2019",1,333,5,2,-0.0675949254621841,-0.0289308037473235,0.0286613589258094,0.270900344339298,0.194942567725809,0.292574456345574,0.339284359497136,0.0301039722456206,0.257030951623845,0.184219810504266,0.34112647527976,0.306426792682799,0.0696289640399191,0.0436920286497625,0.151568210922069,0.277049445460819,0.0449923700246203,0.0750965415956848,0.0360706690799568,0.102003495947071,0.037646849944904,0.0480494508196945,0.0175633590885988,0.059949078899486,0.00209898365148122,-0.0241135417711888,0.0691010157210002,0.214044685654697,0.346165725653445,0.231995920235712,0.221578575410203,0.282828177085608
"NUMEX_BILL_MELTON_CA_2019",2,334,5,3,-0.0586449457291867,-0.0112029115356559,0.0192761780876968,0.256407744260754,0.178581454954553,0.234691400994801,0.311762330728307,0.0193429180853039,0.229564857630352,0.150417083957479,0.33836065398376,0.299966738206943,0.0615376050196814,0.0469225347694867,0.127838799128148,0.260521250796318,0.0367055675879353,0.0527127971380943,0.0174073425815045,0.0810267287726801,0.0260554205947965,0.0497762804336968,0.0835200364062079,0.07855461584075,0.00888818959768401,-0.0331584613149163,0.0485719452863561,0.16509257997463,0.312526973452221,0.203202106619378,0.201325791135475,0.24993492891772
"NUMEX_BILL_MELTON_CA_2019",2,335,5,4,-0.0796882810205573,-0.0227277452419701,-0.00694000735260272,0.251755295834232,0.168109222191695,0.180422111792487,0.309112509860164,0.0211045068984127,0.224856099461772,0.141549796226929,0.334940416292596,0.311785928838582,0.0605500877234977,0.0789573359794219,0.126990974567395,0.265097661056548,0.0405480220696649,0.0787051410454679,0.0283978162166302,0.0973770880121521,0.0332036784856852,0.0469483053826123,0.0891753777320554,0.0886706175970051,0.0488789203528969,-0.0401614599424882,0.0439332265510584,0.168956019660955,0.323370067242432,0.200039507847137,0.202861697789244,0.271339141147984
"NUMEX_BILL_MELTON_CA_2019",3,336,5,5,-0.0597081539142966,-0.00119600625076945,0.0132507348086314,0.285210698585427,0.180722523650625,0.198566444143951,0.345427100160992,-0.00386774746914838,0.274285091503297,0.154462839253654,0.355894871770195,0.320001137503446,0.0433083478561465,0.0722029507567959,0.124318019262361,0.281043795630104,0.0361781886757919,0.0738408536392567,0.0265702750321333,0.104324263385571,0.041174781658026,0.0509511314772956,0.0455079449721631,0.0881350881561641,0.0612679362159131,-0.0231666763265412,0.052961423201626,0.169174664894016,0.329853563414173,0.204417091722172,0.202623985323655,0.314204172866767
"NUMEX_BILL_MELTON_CA_2019",3,337,5,6,-0.0581827716405109,-0.00961991748627719,0.0191665192158897,0.262538933991705,0.150887357162764,0.205295380622004,0.335762807715807,-0.000446243137856724,0.238235916944806,0.139520374116308,0.321147254010686,0.286479055535905,0.0203927593629202,0.0505695040373199,0.0941073672656881,0.268328392706999,0.022755234255935,0.0365390276093298,-0.0164880861649194,0.071838600490937,0.0276886061897389,0.0122559862883998,0.0223013144466918,0.0320983553842308,0.0328442762282698,-0.0267931305104913,0.0145355147818678,0.131770027351792,0.30953069193539,0.180554177563333,0.184108776866372,0.283127773455214
"NUMEX_BILL_MELTON_CA_2019",4,338,5,7,-0.0648226463179795,-0.00784441623262559,0.0318363960585044,0.258005599851281,0.181099179352593,0.183337854944473,0.338905700953755,0.0135297489266661,0.246156602390902,0.17249663899265,0.349362520864447,0.327690155907418,0.0311624537782159,0.0760149809927638,0.113692764238758,0.302179204667139,0.022096836020247,0.0725284337387911,0.0206427570449627,0.0948489342101113,0.0227405250891575,0.0110828370720378,0.0605794647015679,0.0720468140132958,0.0431243545784676,-0.0300871511179169,0.0373758600309417,0.143859140555178,0.31794012976401,0.204436344657733,0.184971747676862,0.298204095535688
"NUMEX_BILL_MELTON_CA_2019",4,339,5,8,-0.0702496681682668,0.00408414228625581,0.0199319546499215,0.250436231128515,0.177100921400892,0.194633233946117,0.335180397836149,-0.0446142778068119,0.225508391069449,0.188689874874921,0.334881086093365,0.239142027896503,-0.0139990423064983,0.0352190436263292,0.0900441435632939,0.321364604769979,0.00749955912711347,0.0151446357918778,-0.0459290535121389,0.0289116950907008,-0.0387059241496007,-0.0621806077922543,-0.0196356885184522,-0.04950013882816,-0.0561173289556938,-0.0626427037263481,0.0233620929912447,0.133379355313471,0.275087916060474,0.201207199833914,0.210246794887756,0.330671855137889
"AFX_149092",4,340,6,8,-0.0686656255392376,-0.000499894711046824,0.0207669172898649,0.234514063628724,0.163876682285489,0.155525392580622,0.333923136264267,0.00239044718715138,0.263585464438411,0.191553296683225,0.341691430073259,0.241463933573875,-0.00814585702776683,0.0853843670478257,0.093531300187624,0.337095977073641,0.0258469025325388,0.0322348917604348,-0.0500555894161502,0.028056327329444,-0.0332518351828826,-0.0714608922746372,-0.0287000687071403,-0.0484663914601525,-0.0554148497858384,-0.0312051865168507,0.00426293119986554,0.142419642186197,0.300727553780374,0.211028692945968,0.217716534086164,0.341931792624633
"NM1713PAR",4,341,6,7,-0.132219552120394,-0.0660369629263353,-0.0106619708208521,0.187153501596465,0.129842491914592,0.190715379933719,0.304344653088008,0.0632184356181156,0.175538440321108,0.139336605159747,0.298981809482968,0.22862182579223,0.0185902024572258,0.0481646978333293,0.0769823832384334,0.297161169954033,0.0271330799972906,-0.000189799233900295,-0.0688474227560924,0.0366662218534173,0.0340133003960546,-0.0108252100578261,0.0502116640643741,0.0582058697202009,0.0260366603694338,-0.0683343831290357,-0.0649270829643024,0.0719156294950266,0.223622875675781,0.176313713313907,0.188247316681626,0.295466972709361
"NUMEX_BILL_MELTON_FG2011",3,342,6,6,-0.107199954993721,-0.0483262722906063,-0.0146548289356958,0.21379013938526,0.112734512006379,0.186144108588644,0.319597193154686,0.051712392706505,0.163156764473537,0.113005205778941,0.291259189185911,0.221829183812206,0.0109799227031417,0.0184345390847213,0.0640275432883827,0.259780626555025,0.0247778458766732,0.00417152459492523,-0.0508995859168154,0.0462717171129364,0.0356337526453891,-0.00265731503483532,0.0152750080001401,0.0199521127600186,0.0290117588866392,-0.0456672361201857,-0.0330305951754847,0.0911410955310819,0.260717977014865,0.146527765936295,0.160385494581622,0.279548984344586
"SW_8888",3,343,6,5,-0.108398132346505,-0.047792649544318,-0.00287841067888912,0.231322717269416,0.145274404891099,0.233855241418224,0.323358299515388,0.0462350754901472,0.225814874046339,0.124163290687326,0.313056846996619,0.241698324556518,0.03154117036094,0.0329060418466913,0.0926908016299443,0.279733135828729,0.0516567314051761,0.0408421561695238,-0.0227425933719267,0.0803585646921623,0.0550300915004819,0.0321167189460048,0.0324468676618503,0.0793801969415342,0.0529923874194823,-0.031602351107953,0.00167375017473809,0.123583903432624,0.272277019396285,0.171931768406242,0.179641902490116,0.291248959894322
"NM1705PAR",2,344,6,4,-0.0802800368836766,-0.0272305639530081,0.0180172682551371,0.263323212744276,0.169148627109308,0.19585088761887,0.325974495292248,-0.00560412058391953,0.280152315659042,0.158450108792804,0.3561330662906,0.325233116427071,0.0655860043190054,0.119146073800697,0.13309784056455,0.298748803280821,0.0561447280846243,0.0861506759507753,0.0171530618679166,0.0978377397480564,0.0411568779593715,0.0224555175398,0.073500884001168,0.0787280305821924,0.0631569541607063,-0.0214876787163475,0.0444348881025434,0.171352826677526,0.335733450394058,0.208559072274271,0.211620629466956,0.296009901911181
