"Germplasm","Rep","Plot","Row","Range","NDRE_62","NDRE_76","NDRE_90","NDRE_96","NDRE_104","NDRE_110","NDRE_114","NDRE_124","NDRE_130","NDRE_138","NDRE_144","NDRE_150","NDRE_160","NDRE_166","NDRE_174","NDRE_180","NDRE_188","NDRE_194","NDRE_200","NDRE_206","NDRE_216","NDRE_222","NDRE_228","NDRE_236","NDRE_240","NDRE_250","NDRE_256","NDRE_264","NDRE_270","NDRE_278","NDRE_284","NDRE_292"
"SW_9720",1,364,9,1,0.534644941,0.520554067,0.370321648,0.44169127,0.37350701,0.412334031,0.462124652,0.387234742,0.415106803,0.331886657,0.441924804,0.381712931,0.452466169,0.437633309,0.310978205,0.314523015,0.408577778,0.417963786,0.455019758,0.424948129,0.463899224,0.484301307,0.539085483,0.44633613,0.469582229,0.459443409,0.256911301,0.291126879,0.390633454,0.291467219,0.25056297,0.257082287
"NUMEX_BILL_MELTON_FG2011",1,365,9,2,0.502076041,0.466243971,0.379781121,0.438138624,0.400654547,0.42630424,0.464283577,0.576987159,0.415789671,0.332194039,0.433813706,0.37844074,0.346350786,0.439223993,0.281842144,0.31502634,0.405667626,0.436017451,0.463328172,0.429004157,0.461037186,0.291318541,0.470660681,0.178644082,0.442544272,0.457900144,0.253016058,0.287686351,0.417288293,0.293607339,0.283039237,0.319248015
"NM1702PAR",2,366,9,3,0.51628922,0.459974255,0.371979215,0.430643167,0.368988621,0.41813235,0.423245247,0.592812555,0.399308312,0.303857984,0.428840809,0.36114377,0.291583708,0.417436929,0.282423477,0.31424933,0.419675616,0.40341429,0.455170959,0.414537021,0.460749865,0.335077187,0.219533736,0.165093452,0.418945698,0.456100079,0.250086505,0.29645661,0.398351439,0.308188006,0.29367251,0.298718883
"AFX_779",2,367,9,4,0.500717123,0.458490665,0.412157199,0.430529862,0.394046429,0.419905646,0.441687504,0.573782592,0.406872972,0.351380851,0.412173316,0.344455045,0.32723029,0.436290084,0.330188905,0.313383122,0.423704813,0.419652916,0.453611712,0.433993489,0.465926485,0.333394026,0.172068052,0.130014987,0.421312332,0.484245823,0.237603681,0.297488365,0.400264799,0.349257425,0.309930162,0.311213683
"NM1712PAR",3,368,9,5,0.477570389,0.468752319,0.416742007,0.436358899,0.417665971,0.410482222,0.45005629,0.583490086,0.425370877,0.358251272,0.417672881,0.381598972,0.407987439,0.441431295,0.366146539,0.305991755,0.428017112,0.432953913,0.462220861,0.443483059,0.476514347,0.297585731,0.256176798,0.129186064,0.444719168,0.49138215,0.243154341,0.28005605,0.389264403,0.359971558,0.287112395,0.332006124
"NUMEX_BILL_MELTON_FG2012",3,369,9,6,0.467356535,0.457566321,0.385451743,0.429926564,0.36628479,0.432899038,0.41402241,0.522204848,0.400704449,0.347799464,0.409795725,0.347262889,0.337927806,0.433899109,0.342408307,0.299820521,0.431642617,0.426407255,0.451562088,0.433503292,0.4723805,0.313952436,0.30152393,0.219504004,0.430520981,0.474345343,0.265770004,0.287000458,0.394566678,0.317005784,0.28065182,0.30767555
"SW_8888",4,370,9,7,0.477220761,0.472934015,0.4442981,0.422804179,0.377797786,0.416952769,0.420025278,0.589090553,0.400379434,0.351964226,0.412804881,0.352197347,0.349303878,0.432901141,0.341144157,0.310294581,0.432589152,0.427808943,0.456009211,0.433220144,0.447299965,0.306686777,0.149922453,0.132556116,0.418318133,0.471700654,0.310445415,0.275607309,0.38199823,0.331218605,0.273153098,0.287995016
"SW_8421S",4,371,9,8,0.465508918,0.455771359,0.45831159,0.433040585,0.404576981,0.431126379,0.423118829,0.461096871,0.42137572,0.365134855,0.435759719,0.37382066,0.484203804,0.411707679,0.354157378,0.359675279,0.444610357,0.424357012,0.458879163,0.444878049,0.329510083,0.414025407,0.510402781,0.42636147,0.474209145,0.475358406,0.421373098,0.292304838,0.402233645,0.331098056,0.274950547,0.296434907
"SW_9813",4,372,10,8,0.450708599,0.442413632,0.410298785,0.427435546,0.38768407,0.434627545,0.439377094,0.434481289,0.42631061,0.377526145,0.437487109,0.372694656,0.442447585,0.424096021,0.362115109,0.343231605,0.436978661,0.41610159,0.440933392,0.44742247,0.367123252,0.397738763,0.48382343,0.420919714,0.463170885,0.46236782,0.37779004,0.288875792,0.398445184,0.348570814,0.303160999,0.337384878
"NM1703PAR",4,373,10,7,0.442470211,0.450096754,0.393819738,0.438714993,0.358032864,0.436308892,0.451514217,0.562445974,0.418308723,0.338216817,0.469626312,0.397551709,0.27821107,0.413529885,0.313841573,0.290117942,0.424421116,0.403588583,0.436494739,0.429961005,0.427876283,0.27804178,0.233141403,0.156118006,0.434887849,0.46786537,0.272856653,0.284512093,0.415219455,0.324839826,0.304055161,0.341504655
"MESQUITE",3,374,10,6,0.440935928,0.440565179,0.354600336,0.425664949,0.364144101,0.419148068,0.455863902,0.520290684,0.424485315,0.34576162,0.453585195,0.385072095,0.274470432,0.405162769,0.308877158,0.295848557,0.4308545,0.392213029,0.431594945,0.424640327,0.440840921,0.290890644,0.239616417,0.149009972,0.428629504,0.471178614,0.263131449,0.289038109,0.409117418,0.334693422,0.296255624,0.323339142
"TMA_990",3,375,10,5,0.51650842,0.460015866,0.346643237,0.474460526,0.375753391,0.418062845,0.485037202,0.509247766,0.424279085,0.352240301,0.447465768,0.396292645,0.388516823,0.408099051,0.334879212,0.300408172,0.430083788,0.401178456,0.428409901,0.42428779,0.436551031,0.281547716,0.234126166,0.161999648,0.450670695,0.456741155,0.263462674,0.310998144,0.425723438,0.320317494,0.271146769,0.297965096
"TMA_990",2,376,10,4,0.537874034,0.455059091,0.353177416,0.456548256,0.369109621,0.399822811,0.489417485,0.519110905,0.427809022,0.351846999,0.460013569,0.387618559,0.293838087,0.414282283,0.290537836,0.317870794,0.400086173,0.385580834,0.437364622,0.421373285,0.431539579,0.293455239,0.274416168,0.158413381,0.426987954,0.465559202,0.276069156,0.321500534,0.41279435,0.311310538,0.264195259,0.27537393
"NM1704PAR",2,377,10,3,0.474428899,0.447787674,0.343323149,0.446518965,0.355293875,0.391239471,0.488412145,0.524476578,0.411767176,0.329264126,0.465491496,0.3760136,0.247389372,0.415503035,0.287512349,0.297062328,0.41348877,0.402808042,0.43862395,0.427647611,0.428485746,0.307087559,0.281969478,0.130335468,0.396041276,0.462034492,0.270808783,0.320169947,0.431970706,0.317543377,0.321489875,0.344049032
"NUMEX_BILL_MELTON_FG2012",1,378,10,2,0.475025018,0.451154405,0.342393588,0.442132052,0.380791254,0.404903751,0.492793258,0.542692276,0.406602377,0.339974554,0.450903609,0.373385145,0.29110465,0.436743614,0.271708284,0.29491048,0.381491011,0.415793268,0.448453868,0.42901071,0.424865464,0.261644423,0.313007389,0.165768958,0.423077481,0.460516609,0.270991149,0.295614557,0.425354976,0.280013636,0.301689038,0.33046971
"AMERISTAND_803T",1,379,10,1,0.517553784,0.486528342,0.365791166,0.444515032,0.378042699,0.400457697,0.473757803,0.386328424,0.418205326,0.350443459,0.444523366,0.388843307,0.445742542,0.427234005,0.284182994,0.342545386,0.382372927,0.405205063,0.456409804,0.421000993,0.422349962,0.467973656,0.523699885,0.439058311,0.45501577,0.469053572,0.263854553,0.302744144,0.421134703,0.29162793,0.287288321,0.313408242
"NUMEX_BILL_MELTON_CA_2019",1,380,11,1,0.49235361,0.456905878,0.335808092,0.437247357,0.366999219,0.411791521,0.497521712,0.421762968,0.416052573,0.302738962,0.468182882,0.403000124,0.425746303,0.440477059,0.27979648,0.3425484,0.372977642,0.431292331,0.451310932,0.41865449,0.33490643,0.445783211,0.538321732,0.415860325,0.431460524,0.462322348,0.286776104,0.329551003,0.44053058,0.282295354,0.275317946,0.306893034
"NUMEX_BILL_MELTON_CA_2019",1,381,11,2,0.497715927,0.459527349,0.3253911,0.39769361,0.355679708,0.426750363,0.458392335,0.585187682,0.410822126,0.310167312,0.451902607,0.377002916,0.288183583,0.439438572,0.266852628,0.285760124,0.366017496,0.412405281,0.44930819,0.418955295,0.339888274,0.26560445,0.301397415,0.153993482,0.40370991,0.461817019,0.271123768,0.310660687,0.419341599,0.278481973,0.27680799,0.296837488
"NUMEX_BILL_MELTON_CA_2019",2,382,11,3,0.495257844,0.44872275,0.339718159,0.419500241,0.355566805,0.418824642,0.473824438,0.560803658,0.418985586,0.326812846,0.452547668,0.369091982,0.238663913,0.434101964,0.267882578,0.301373971,0.395523988,0.415791909,0.44568072,0.417608513,0.401204774,0.249248757,0.255686751,0.158808004,0.402043539,0.460761585,0.269420465,0.305295834,0.414000691,0.287140843,0.280885374,0.300586305
"NUMEX_BILL_MELTON_CA_2019",2,383,11,4,0.473559904,0.451593053,0.363855068,0.433542304,0.374640796,0.402228424,0.47916221,0.605922673,0.414455647,0.318827442,0.453520896,0.368148047,0.315749854,0.445994319,0.299095023,0.302835246,0.410947813,0.421044835,0.446085129,0.433533458,0.386587341,0.2461566,0.237951765,0.213478098,0.417106243,0.473656523,0.266473491,0.290601345,0.393128969,0.286455395,0.288105251,0.312521494
"NUMEX_BILL_MELTON_CA_2019",3,384,11,5,0.474754409,0.458594348,0.346093429,0.457794351,0.379370294,0.431708327,0.485215313,0.605246849,0.420672398,0.355951743,0.461368648,0.390557714,0.363091252,0.44743399,0.329371696,0.317529213,0.435018487,0.416841499,0.440923739,0.435033661,0.394202559,0.26352188,0.204176814,0.216524089,0.441955152,0.470266245,0.260505447,0.266190394,0.39120413,0.295214956,0.269005581,0.299040571
"NUMEX_BILL_MELTON_CA_2019",3,385,11,6,0.45695134,0.451368203,0.343344384,0.439352485,0.368339473,0.45062267,0.489031744,0.511548958,0.412390371,0.346755395,0.476618714,0.396803138,0.229780148,0.428311851,0.308552404,0.31566088,0.428712809,0.405146354,0.425843021,0.427334282,0.396813958,0.266993164,0.21870028,0.233090683,0.43620592,0.466344175,0.259328664,0.275752651,0.40610113,0.279721364,0.28118754,0.3039001
"NUMEX_BILL_MELTON_CA_2019",4,386,11,7,0.439941114,0.455107325,0.362043371,0.442803131,0.358508111,0.437443194,0.477271213,0.494941581,0.418810319,0.336034578,0.471462286,0.396045789,0.212616574,0.436732482,0.315128636,0.307446512,0.421002418,0.411548672,0.429752154,0.434733255,0.39034728,0.251141076,0.201893698,0.235720429,0.412108486,0.472797744,0.253188661,0.294969482,0.402357454,0.299119528,0.274665281,0.296696386
