"Germplasm","Plot","Rep","Row","Range","ndvi_62","ndvi_76","ndvi_90","ndvi_104","ndvi_114","yld1","ndvi_124","ndvi_130","ndvi_138","ndvi_144","ndvi_150","yld2","ndvi_166","ndvi_174","yld3","ndvi_194","ndvi_200","ndvi_206","yld4","ndvi_222","ndvi_236","ndvi_240","yld5","ndvi_256","ndvi_264","ndvi_270","ndvi_284","ndvi_292","yld6"
"NM1713PAR","194","1","12","2",-0.0101842090793448,0.00332528177932748,0.0479607474450391,0.00911894946240735,0.00540919664746169,0.542327912442943,0.116633253281425,2.81629353930865e-05,1.60967911334704e-05,0.0107382800753043,0.0117089689523709,0.425180233473622,0.0221133670613565,0.0110437041090778,1.05336034759654,0.0253417011315315,0.00311793344277382,-0.0108878360991352,0.817614595667365,0.0301951984585152,-0.0781737520675426,-0.0472271278612638,1.31308307107491,0.0371932480793495,0.0050111903385804,0.0174796959066476,-0.0381141708199721,-0.00561247811723769,0.634203559506586
"NM1705PAR","195","1","12","1",-0.00379560637159024,0.00158861718100872,0.0420833796545984,-0.00115807669690441,-0.00655506061269571,-0.111474671633207,0.121511955655497,-0.00155814056373478,-0.0079708188073241,0.00734790452857591,0.0202985762646241,0.45227496533279,0.0140465677099635,0.0177583739968142,1.09979958388285,0.0195048889661272,-0.00046442757041912,-0.00246655252156097,0.902404031200584,0.0129126014499442,-0.0742051490281824,-0.0501485435543408,1.11059895436484,0.0367602485432827,0.00419838802296058,0.0116966201700186,-0.0461763319040831,-0.0129851536923097,0.493125405577776
"SW_9812","196","1","13","1",-0.00703558349870646,-0.0152204013395773,0.0269880184331811,-0.0193042129997245,-0.0230054678826707,-1.47812947463516,0.097185033119476,-0.00974403138569484,-0.0441548463298895,-0.015778821585311,-0.0204683341699187,-0.824997915777163,0.00872757590688423,-0.0348101206636187,-0.687201518336282,0.00108024065931063,-0.0122348280809382,-0.0323512086255346,-0.416745147644493,-0.0204257357780966,-0.0923368621132433,-0.0273603478807605,-0.332689164889898,0.0364247691213429,-0.0125139802265889,0.00955269524109145,-0.0466638444424093,0.00450997626372552,-0.248102886046924
"NM1712PAR","197","1","13","2",-0.00985391754112874,-0.00564246212606874,0.021268954915176,-0.00116664035777865,-0.0107153195338159,-0.203803511000192,0.0792841168051037,-0.00328985628442465,-0.0285663877550573,-0.0051534689835235,-0.0203047069284263,-0.106756518228807,0.010905488830822,-0.0380798084793769,-0.00999824334933364,0.00811534968383689,-0.00951301780951536,-0.0151503731560112,0.18018293866143,-0.018228376146298,-0.110666820591006,-0.0456914990895173,0.259029301592528,0.0371801112595633,-0.00937655005325281,0.00162129242395326,-0.0712162642271484,-0.0356368475375239,-0.0914311755692306
"AFX_779","198","2","13","3",-0.0110279904748262,-0.0031515075452422,0.0284046530044423,0.00303544743532104,-0.00842091988237492,-0.350255098490539,0.0836679170062915,-0.00275837508252786,-0.010743478848148,-0.00529376994629206,-0.0336483509528626,-0.697845446461698,0.0143088640385598,-0.0307699061915774,-0.142128386446981,0.0174732519511669,-0.00895233748235469,-0.0148741761398123,0.074717933493188,-0.0128770320296169,-0.109634672485817,-0.0447969125327614,0.164349570738024,0.0371159270344657,-0.0067121830859303,0.00152468999203433,-0.0718137166943477,-0.0372097580018921,-0.155962052304542
"SW_8421S","199","2","13","4",-0.0146789834009907,-0.0022831785337244,0.0247479411317068,-0.00197646270868012,-0.0137314300866138,-0.909150449024013,0.108186637939731,-0.00522429074191494,-0.0116082593777016,-0.0170214554677545,-0.0446257661056851,-1.28195571112251,0.0202599240788402,-0.0406913694172791,-0.650697698141241,0.0161592351970272,-0.0114984548445369,-0.0240414273028506,-0.194304513655354,-0.0136036378697682,-0.110250042986318,-0.0469388674506977,-0.201597726971026,0.034810797336114,-0.00374003442067949,-0.00469888183946521,-0.075970176510723,-0.0434084590965661,-0.00600708321722802
"SW_1011","200","3","13","5",-0.0159995397415054,-0.00275862704055264,0.0340246114391198,-0.00836906999748164,-0.00757902097542361,-0.984259168720782,0.124829880288483,-0.00453487270563114,-0.0118877258162805,-0.0135941809154225,-0.0357737717572335,-1.32770644298613,0.022784895944369,-0.0368388438337763,-0.467343789476364,0.0219463306610356,-0.00745384418893229,-0.0214998347563512,-0.0753893860028473,-0.00774985583165346,-0.107079549773851,-0.0483563785240081,-0.187489677401481,0.0383831980396456,-0.00284292433655633,-0.0033539924899776,-0.0723372748219081,-0.0305729470730903,0.105394163945025
"SW_9813","201","3","13","6",-0.017491370776663,-0.00146970923617782,0.0444075710531807,0.0154293989614913,0.0175477271746521,0.690066897849964,0.124904692346725,0.00681895857575915,0.00397860709030703,0.00989546187612643,-0.00384362136774763,-0.359540731989914,0.0284857080730347,-0.0158350051200703,0.802301080378939,0.0319473990566179,0.00136566517945736,-0.00370947259210346,0.554862556281294,0.000533348984112048,-0.0927387179533646,-0.0471330139798703,1.03618148564394,0.0440791656130485,-2.83063228074273e-05,0.00678248089891677,-0.0581156510970435,-0.018464583867838,0.49953981810483
"SW_9812","202","4","13","7",-0.0159169004263737,0.0046118089395649,0.0548093979121301,0.0213164190189974,0.019596115049985,1.16964743565953,0.096989155057691,0.00612882198758635,0.00658115538939319,0.0152323601406326,0.0132614352698253,0.468545289240347,0.0298239747584339,-0.000983456924258017,1.3815916333811,0.0309529552214252,0.00365777175370226,0.00471777484738188,1.01238371178072,0.00274060067118935,-0.088764228784067,-0.0489579684609096,1.53150246694205,0.0426825676221224,0.00141563059452167,0.0156599621832475,-0.0597137454411025,-0.0230039547078118,0.62311113793255
"DONA_ANA","203","4","13","8",-0.00906507755684792,0.0047901550737014,0.0419072534138758,0.00581791491717182,0.00760120315496723,0.459841321861779,0.111393425287944,0.00402279830159931,0.000818783624147736,0.0122984565147012,0.0274376505351981,0.730350519041426,0.0238553814599354,0.015702293277367,1.55382153424001,0.0254262534986784,0.000190497788048752,0.0135008635998397,1.17801948324576,0.00250808927602108,-0.0846546114388888,-0.0530350715949195,1.37788148673308,0.0404064985736594,3.30918745798987e-05,0.0106288608039393,-0.0652084636690901,-0.0215090955041136,0.50942258017977
