"Germplasm","Plot","Rep","Row","Range","GNDVI_62","GNDVI_76","GNDVI_90","GNDVI_96","GNDVI_104","GNDVI_110","GNDVI_114","yld1","GNDVI_124","GNDVI_130","GNDVI_138","GNDVI_144","GNDVI_150","yld2","GNDVI_166","GNDVI_174","GNDVI_180","yld3","GNDVI_188","GNDVI_194","GNDVI_200","GNDVI_206","yld4","GNDVI_216","GNDVI_222","GNDVI_228","GNDVI_236","GNDVI_240","yld5","GNDVI_264","GNDVI_270","GNDVI_278","GNDVI_284","GNDVI_292","yld6"
"NUMEX_BILL_MELTON_CA_2019","139","4","5","8",-1.0601841895797,-0.563532820729061,-1.174798630754,-1.08727833429111,-0.502894026857895,-1.01040182717356,-0.705855916158977,-0.843360403161874,0.0860196529384544,0.525660816197966,0.510603639996144,-1.21921749419239,0.186089947081051,-0.725986267075542,-0.593706615442264,-0.83115289609594,-0.380153675641348,-0.887636793072243,1.12559724914472,-1.48264574622656,-1.21228726387627,-1.16176508498079,-1.13347936190269,2.08332374665885,0.255927225836747,0.305979909253997,-0.508751873211331,-1.05398177624184,-1.13881043572462,-2.15698694750052,-2.65467667477875,-0.115708815875085,-0.28086396654044,-1.7300291786649,-0.867562345950083
"NM1713PAR","140","4","6","8",0.51514242302148,0.489881138206502,-0.21026166799823,-0.204123795267129,-0.745054289628641,-0.282234535894799,0.251386353157959,-0.0700258401321032,0.0110728003911828,0.377374386008376,-0.235544109915411,-0.130147532407796,0.45391259901713,-0.130633582654161,1.08115727634012,0.445561421394034,0.0250579993613178,0.163945605089043,-0.968767928668108,-0.471036796530426,0.261132149698158,-0.246777802575928,0.193205866714293,0.00122439486720569,0.287757037516712,0.24263233425052,0.773561959079662,0.638422054698335,0.650535459931121,0.736573344671071,1.64418717262488,0.628377572557213,0.611045072869135,0.334537429766257,0.0509898759921833
"AFX_149092","141","4","6","7",0.171571430062693,0.709348459562072,-0.369608591361978,-0.240793269434247,-0.737764585558932,-1.21602520107199,-0.17372237256229,-0.536581450320493,0.243648656087561,0.221994793929466,-0.813173941090822,-0.74786965701193,-0.49025068793321,-0.867252934029443,-1.19857815363114,0.0778668569774682,-0.830326345738106,-0.434980757279988,0.33065850294123,-0.780469103448348,-0.427054563387317,-0.775443633157171,-0.143221194039641,0.318639791951579,0.64985239815164,-0.122260545029804,0.035838014786236,-0.545154536146877,-0.0312683582299685,-1.01545840528914,-0.348425163986358,0.0915777460586805,-0.480045885775421,-0.975273579530815,-0.459191324747464
"NM1705PAR","142","3","6","6",0.190785749941127,0.437269676396164,-0.716566103858587,-0.733357423652584,-0.897443142473434,-1.4371350226079,-0.635347701182101,-0.687018872249012,0.19866023778594,-0.00384568754966481,-1.14784145189363,-0.802368335353335,-0.0851372954672527,-0.540187171683033,-0.552521934879152,-0.382459229476499,-0.853134007087875,-0.452590371568378,1.27125054027702,-0.972148981235782,-0.622906647723378,-1.00712124873936,-0.204042694208966,0.867575175781851,0.527651739323104,-0.480221629476989,-0.159599757278099,-0.827427552465653,-0.435448866013184,-1.17591037612088,-0.2640438820385,-0.0218206422144589,-0.502092561838971,-1.10836375339853,-0.667179879091742
"DONA_ANA","143","3","6","5",-0.321681016183171,-0.0460607725728554,-1.37225322174779,-1.65245811715815,-1.33412647316167,-1.3639973667403,-1.31571006294694,-1.07105785969977,-0.196624280533775,-0.997302293984373,-1.52965956715545,-1.2300996242967,-0.0258770941106858,-0.495519010432915,-0.182754760664413,-0.471865787979281,-1.24466743743389,-0.686565230122563,1.05304965111899,-1.39271118710546,-1.5295115074558,-1.45228940274452,-0.475738538509671,0.398237364993783,-0.058942755261243,-1.03087480578556,-0.567358095514325,-1.35878303803991,-0.89951402096293,-1.87902889487815,-0.667555806495119,-0.139273111169667,-0.130178805862053,-0.987287234531585,-0.752623213157531
"NUMEX_BILL_MELTON_FG2011","144","2","6","4",-1.24129955748967,-0.636685796567613,-1.52857566190345,-1.68004139843097,-1.39697009823587,-1.59958368434843,-1.38750715048471,-1.48206840342202,-0.294223497769263,-1.36721046522275,-1.62574862596312,-1.82184737189872,-1.29911231516635,-1.42348494710557,-1.9114057733449,-2.00500433749579,-1.70554698654495,-1.46300740102626,1.08852817974915,-1.50522026136848,-1.72121952413108,-1.75001961440639,-1.184363256461,-0.359734108677829,-0.549170682675502,-1.55683495305972,-1.03216018959091,-1.93165303184822,-1.40063100782775,-2.29021814470457,-1.63121078984547,-0.585139094577781,-0.485378853867329,-1.49001119628229,-1.01092429879722
"SW_8888","145","2","6","3",-1.50281177601077,-0.994308555140796,-1.64085756846963,-1.96004150675424,-1.32457978400181,-2.43380099219208,-1.30196616177237,-1.53917042594502,0.3858408023498,-0.470333379040243,-0.899240983583567,-1.56066025596713,-0.773056039377615,-1.1415196418762,-0.869059931257758,-1.2606239687013,-1.18541646491808,-1.3517249363805,1.5810860703252,-1.48860502106656,-1.4539561885676,-1.44831776566844,-1.34133332630073,0.28650449945229,-0.663695525683616,-1.0775778321169,-0.842516838839622,-1.82556896868176,-1.48476850952712,-2.36486124777968,-1.92261626564061,-0.180249833205835,0.157154156605327,-1.42477908889989,-0.903956423967385
"DONA_ANA","146","1","6","2",-1.0421782495352,-0.453824404830451,-1.40095092438609,-1.47205392152945,-0.92438548112371,-2.50807078646365,-0.778618466686269,-1.00395264608087,0.532512652898408,0.281828144086251,-0.416008358619969,-1.28290155946527,-0.407693000609114,-0.822990341404941,-1.97945108707444,-1.89708070864316,-1.20077874315571,-1.18375187301854,1.20831901923524,-1.64279109385843,-1.36661585515704,-1.494471308341,-1.23669053384739,0.335634312131025,-0.481618507889224,-0.747805300916066,-0.628543180652319,-1.5818100832534,-1.09099015960436,-2.33910846129967,-1.8891977251121,0.00185544877623892,0.0851362704069395,-1.2641479902518,-0.566562873129372
"AFX_149092","147","1","6","1",-0.686850752991964,-0.436019410970586,-1.14767910753402,-1.28509224773654,-0.643767474276015,-1.92929749390239,-0.554397288896886,-0.744175437442501,0.501555773489368,0.398171216001474,0.469950606248759,-1.18347960547522,0.373362410521642,-0.500376493633622,-0.834316465095152,-0.944600264047977,-0.253692670275973,-0.843216274488846,1.01900997607314,-1.59748007106741,-1.35828753938318,-1.11945855485299,-0.982564554953705,1.666170724126,-0.162534682640898,-0.0534944857263717,-0.513899378969427,-1.40266831361203,-1.01102637439237,-2.35643874756102,-2.85163340252478,-0.116595788249465,-0.324334834083021,-1.51843268624774,-0.71803829567064
"NUMEX_BILL_MELTON_CA_2019","148","1","7","1",0.348470063654441,0.358305270358532,0.0718140465358374,0.149910564704444,-0.112535437594897,-0.507868512624293,1.00814604775471,0.17963686461429,0.268754312320569,1.86843855611315,0.0852512807406287,0.35248262316178,0.584210789339961,0.00884551210900599,1.12067732527816,0.222832955946388,0.309564651046257,0.462289293256697,-0.834911959030128,0.0180162493179386,1.00901879278238,0.47637330469288,0.620636945633517,-0.355523252017366,0.356812728609457,0.897674442545317,1.06046279377768,0.963455255729384,1.06926823317204,1.16796657878163,1.99366170721779,0.930973215994328,0.306212399576053,0.892416654753539,0.296479445769375
"NM170506PAR","149","1","7","2",0.212726607492877,0.584778592971124,-0.0185509180146522,0.088146667376391,-0.123980612504463,-1.04631624708144,0.723580114365769,-0.151945669509016,0.451558498393474,1.96829636590783,-0.372149056284415,-0.0551665142158828,-0.2765448296459,-0.603756665897012,-0.479819877235235,0.00883350667481628,-0.46096339666358,0.0874124995832666,0.489459579449718,-0.25539685240136,0.413934056274944,-0.00689543072168961,0.43022454993261,0.411878366457517,0.860667064611404,0.681509745462997,0.396844536666678,-0.152701455432424,0.590672644614177,-0.290132579697293,0.242703866308174,0.456227499506253,-0.618017529803856,-0.373018960093904,-0.0990130958089602
"SW_9720","150","2","7","3",0.541208170336488,0.705004300512632,-0.236054996801135,0.0132567556838543,-0.159241023948802,-1.20333090768591,0.723038317030453,0.0233733770073414,0.432798299234503,1.94767788908805,-0.518721721879781,0.148315810565903,0.710084571297612,-0.0641600419588325,0.757611250342985,0.17156826036067,-0.245895677896889,0.388083072821421,0.856935499341495,-0.44368677117064,0.336884437807078,-0.0710401533982764,0.542360249701078,0.771083828083487,0.763214954440448,0.39522494427324,0.298009852252919,-0.241323864525301,0.362384691596089,-0.279098706274803,0.509041979088759,0.464568896679353,-0.363210498015235,-0.288062847364484,-0.193656007282004
"AMERISTAND_803T","151","2","7","4",0.0086237963877772,0.513704812828977,-0.802454325536696,-0.705782177841583,-0.586332311983574,-0.344090484582113,0.199020188463085,-0.33609572471665,0.226766785370989,0.923128024507034,-0.931231922137003,-0.375490181680684,0.432390559270054,-0.222279135463753,0.319831724884398,-0.367988256047522,-0.665470213572792,0.0886961303567576,0.928211150635255,-0.822143412505581,-0.411067759479863,-0.423173171540811,0.303255588908768,0.381269622753,0.312671845515911,-0.0761210235443475,-0.0268369945342577,-0.775067492829112,-0.137692649369362,-0.889240977992107,0.127999118585163,0.408761849373713,-0.234502794166876,-0.295408611542336,-0.2508545465078
