"plotNumber","germplasmName","replicate","rowNumber","colNumber","name","value","trait","doy","harvest","GDD_sum","loc","year"
207,"NUMEX_BILL_MELTON_CA_2019",3,14,5,"GNDVI_61.5013888888889",-0.078750572970102,"GNDVI",62,"1",208,"NMSU-NOR","2022"
208,"NUMEX_BILL_MELTON_CA_2019",2,14,4,"GNDVI_61.5013888888889",-0.0868601117243748,"GNDVI",62,"1",208,"NMSU-NOR","2022"
209,"NUMEX_BILL_MELTON_CA_2019",2,14,3,"GNDVI_61.5013888888889",-0.0523416676219713,"GNDVI",62,"1",208,"NMSU-NOR","2022"
210,"NUMEX_BILL_MELTON_CA_2019",1,14,2,"GNDVI_61.5013888888889",-0.0500741629798602,"GNDVI",62,"1",208,"NMSU-NOR","2022"
211,"NUMEX_BILL_MELTON_CA_2019",1,14,1,"GNDVI_61.5013888888889",-0.0591638600518855,"GNDVI",62,"1",208,"NMSU-NOR","2022"
212,"NM1701PAR",1,15,1,"GNDVI_61.5013888888889",-0.0506961423881894,"GNDVI",62,"1",208,"NMSU-NOR","2022"
213,"NM1715PAR",1,15,2,"GNDVI_61.5013888888889",-0.113391637647275,"GNDVI",62,"1",208,"NMSU-NOR","2022"
214,"NM1703PAR",2,15,3,"GNDVI_61.5013888888889",-0.046480577316476,"GNDVI",62,"1",208,"NMSU-NOR","2022"
215,"SW_9812",2,15,4,"GNDVI_61.5013888888889",-0.0628148723399354,"GNDVI",62,"1",208,"NMSU-NOR","2022"
216,"MESQUITE",3,15,5,"GNDVI_61.5013888888889",-0.0746722756312769,"GNDVI",62,"1",208,"NMSU-NOR","2022"
217,"SW_8888",3,15,6,"GNDVI_61.5013888888889",-0.0625341694152288,"GNDVI",62,"1",208,"NMSU-NOR","2022"
218,"NM1705PAR",4,15,7,"GNDVI_61.5013888888889",-0.0781658330517699,"GNDVI",62,"1",208,"NMSU-NOR","2022"
219,"SW_1011",4,15,8,"GNDVI_61.5013888888889",-0.047033281282556,"GNDVI",62,"1",208,"NMSU-NOR","2022"
220,"NM1715PAR",4,16,8,"GNDVI_61.5013888888889",-0.137048230119838,"GNDVI",62,"1",208,"NMSU-NOR","2022"
221,"MESQUITE",4,16,7,"GNDVI_61.5013888888889",-0.0579268579803788,"GNDVI",62,"1",208,"NMSU-NOR","2022"
222,"NM1712PAR",3,16,6,"GNDVI_61.5013888888889",-0.100225117239049,"GNDVI",62,"1",208,"NMSU-NOR","2022"
223,"NUMEX_BILL_MELTON_CA_2019",3,16,5,"GNDVI_61.5013888888889",-0.051709509042849,"GNDVI",62,"1",208,"NMSU-NOR","2022"
224,"NM1704PAR",2,16,4,"GNDVI_61.5013888888889",-0.0534272314156768,"GNDVI",62,"1",208,"NMSU-NOR","2022"
225,"NM1701PAR",2,16,3,"GNDVI_61.5013888888889",-0.0548940845100399,"GNDVI",62,"1",208,"NMSU-NOR","2022"
226,"NM1702PAR",1,16,2,"GNDVI_61.5013888888889",-0.0352395213068834,"GNDVI",62,"1",208,"NMSU-NOR","2022"
227,"SW_9813",1,16,1,"GNDVI_61.5013888888889",0.00284617285120655,"GNDVI",62,"1",208,"NMSU-NOR","2022"
228,"NUMEX_BILL_MELTON_CA_2019",1,17,1,"GNDVI_61.5013888888889",-0.0601803998028344,"GNDVI",62,"1",208,"NMSU-NOR","2022"
229,"NUMEX_BILL_MELTON_CA_2019",1,17,2,"GNDVI_61.5013888888889",-0.0402824284294953,"GNDVI",62,"1",208,"NMSU-NOR","2022"
230,"NUMEX_BILL_MELTON_CA_2019",2,17,3,"GNDVI_61.5013888888889",-0.0431351962619632,"GNDVI",62,"1",208,"NMSU-NOR","2022"
231,"NUMEX_BILL_MELTON_CA_2019",2,17,4,"GNDVI_61.5013888888889",-0.0673065357993872,"GNDVI",62,"1",208,"NMSU-NOR","2022"
232,"NUMEX_BILL_MELTON_CA_2019",3,17,5,"GNDVI_61.5013888888889",-0.00362857799119889,"GNDVI",62,"1",208,"NMSU-NOR","2022"
233,"NUMEX_BILL_MELTON_CA_2019",3,17,6,"GNDVI_61.5013888888889",0.00143599264192346,"GNDVI",62,"1",208,"NMSU-NOR","2022"
234,"NUMEX_BILL_MELTON_CA_2019",4,17,7,"GNDVI_61.5013888888889",-0.0549401374180032,"GNDVI",62,"1",208,"NMSU-NOR","2022"
235,"NUMEX_BILL_MELTON_CA_2019",4,17,8,"GNDVI_61.5013888888889",-0.0761852633022946,"GNDVI",62,"1",208,"NMSU-NOR","2022"
236,"SW_9720",4,18,8,"GNDVI_61.5013888888889",-0.0147219452441552,"GNDVI",62,"1",208,"NMSU-NOR","2022"
237,"NM1701PAR",4,18,7,"GNDVI_61.5013888888889",-0.00156067505780941,"GNDVI",62,"1",208,"NMSU-NOR","2022"
238,"NUMEX_BILL_MELTON_FG2012",3,18,6,"GNDVI_61.5013888888889",0.00693244353621653,"GNDVI",62,"1",208,"NMSU-NOR","2022"
239,"SW_9812",3,18,5,"GNDVI_61.5013888888889",0.0695174653836724,"GNDVI",62,"1",208,"NMSU-NOR","2022"
240,"NM1705PAR",2,18,4,"GNDVI_61.5013888888889",-0.0228304188292928,"GNDVI",62,"1",208,"NMSU-NOR","2022"
241,"NM1713PAR",2,18,3,"GNDVI_61.5013888888889",-0.112714192212289,"GNDVI",62,"1",208,"NMSU-NOR","2022"
242,"SW_8888",1,18,2,"GNDVI_61.5013888888889",-0.0378431190213415,"GNDVI",62,"1",208,"NMSU-NOR","2022"
243,"MESQUITE",1,18,1,"GNDVI_61.5013888888889",-0.027926489234415,"GNDVI",62,"1",208,"NMSU-NOR","2022"
100,"SW_8421S",1,1,1,"NDRE_day.61.5013888888889.COMP.0005028",0.452353668127177,"NDRE",62,"1",208,"NMSU-NOR","2022"
101,"SW_1011",1,1,2,"NDRE_day.61.5013888888889.COMP.0005028",0.489160690704244,"NDRE",62,"1",208,"NMSU-NOR","2022"
102,"SW_9813",2,1,3,"NDRE_day.61.5013888888889.COMP.0005028",0.527021212577102,"NDRE",62,"1",208,"NMSU-NOR","2022"
103,"DONA_ANA",2,1,4,"NDRE_day.61.5013888888889.COMP.0005028",0.530059113708909,"NDRE",62,"1",208,"NMSU-NOR","2022"
104,"NM1715PAR",3,1,5,"NDRE_day.61.5013888888889.COMP.0005028",0.522584375846732,"NDRE",62,"1",208,"NMSU-NOR","2022"
105,"NM170506PAR",3,1,6,"NDRE_day.61.5013888888889.COMP.0005028",0.502428998880029,"NDRE",62,"1",208,"NMSU-NOR","2022"
106,"NM1704PAR",4,1,7,"NDRE_day.61.5013888888889.COMP.0005028",0.470313758922154,"NDRE",62,"1",208,"NMSU-NOR","2022"
107,"NM1712PAR",4,1,8,"NDRE_day.61.5013888888889.COMP.0005028",0.495132073726019,"NDRE",62,"1",208,"NMSU-NOR","2022"
108,"NUMEX_BILL_MELTON_CA_2019",4,2,8,"NDRE_day.61.5013888888889.COMP.0005028",0.47830416395032,"NDRE",62,"1",208,"NMSU-NOR","2022"
109,"NUMEX_BILL_MELTON_CA_2019",4,2,7,"NDRE_day.61.5013888888889.COMP.0005028",0.483073912863243,"NDRE",62,"1",208,"NMSU-NOR","2022"
110,"NUMEX_BILL_MELTON_CA_2019",3,2,6,"NDRE_day.61.5013888888889.COMP.0005028",0.49631948161806,"NDRE",62,"1",208,"NMSU-NOR","2022"
111,"NUMEX_BILL_MELTON_CA_2019",3,2,5,"NDRE_day.61.5013888888889.COMP.0005028",0.54387559968574,"NDRE",62,"1",208,"NMSU-NOR","2022"
112,"NUMEX_BILL_MELTON_CA_2019",2,2,4,"NDRE_day.61.5013888888889.COMP.0005028",0.509228056098825,"NDRE",62,"1",208,"NMSU-NOR","2022"
113,"NUMEX_BILL_MELTON_CA_2019",2,2,3,"NDRE_day.61.5013888888889.COMP.0005028",0.525773376421684,"NDRE",62,"1",208,"NMSU-NOR","2022"
114,"NUMEX_BILL_MELTON_CA_2019",1,2,2,"NDRE_day.61.5013888888889.COMP.0005028",0.488374571264299,"NDRE",62,"1",208,"NMSU-NOR","2022"
115,"NUMEX_BILL_MELTON_CA_2019",1,2,1,"NDRE_day.61.5013888888889.COMP.0005028",0.462652992996005,"NDRE",62,"1",208,"NMSU-NOR","2022"
116,"AFX_779",1,3,1,"NDRE_day.61.5013888888889.COMP.0005028",0.497069352899722,"NDRE",62,"1",208,"NMSU-NOR","2022"
117,"NM1703PAR",1,3,2,"NDRE_day.61.5013888888889.COMP.0005028",0.515145011116126,"NDRE",62,"1",208,"NMSU-NOR","2022"
118,"SW_1011",2,3,3,"NDRE_day.61.5013888888889.COMP.0005028",0.563622185447069,"NDRE",62,"1",208,"NMSU-NOR","2022"
119,"NM1715PAR",2,3,4,"NDRE_day.61.5013888888889.COMP.0005028",0.496326585909052,"NDRE",62,"1",208,"NMSU-NOR","2022"
