"Germplasm","Rep","Plot","Row","Range","NDVI_125","NDVI_142","NDVI_145","NDVI_150","NDVI_152","NDVI_156","NDVI_164","NDVI_166","NDVI_172","NDVI_178","NDVI_184","NDVI_187","NDVI_193","NDVI_198","NDVI_213","NDVI_223","NDVI_228","NDVI_251","NDVI_255","NDVI_265","NDVI_277","NDVI_300","NDVI_306"
"AMERISTAND_427_TQ",4,2114200,4,23,0.34022027,0.610671433,0.591882919,0.549083019,0.490429112,0.441556483,0.472411644,0.41313163,0.396912956,0.511876899,0.523001783,0.53510704,0.526276419,0.506666812,0.430304507,0.497515352,0.458515124,0.476093713,0.310436373,0.46496179,0.503665293,0.466328059,0.65059204
"WL_358LH",4,2114210,4,24,0.348797161,0.609324018,0.58675247,0.539934641,0.485668682,0.447799592,0.521342271,0.470786528,0.342253638,0.476444652,0.515466599,0.524109866,0.52576612,0.507905301,0.379277727,0.478448837,0.438256058,0.42298238,0.314053002,0.420984126,0.443933637,0.477593299,0.628579229
"55V50",4,2114220,4,25,0.453323744,0.61348102,0.582704602,0.545091879,0.494387722,0.40534824,0.511198203,0.468730794,0.373751827,0.49848947,0.525944339,0.536934688,0.517602402,0.496424503,0.387427226,0.475887888,0.44505172,0.468305225,0.328726791,0.431564854,0.483334941,0.479871405,0.653808978
"VERNAL",4,2114230,4,26,0.462031677,0.604367405,0.585738204,0.548015081,0.489754359,0.449826999,0.54548842,0.508978178,0.376250785,0.444546263,0.515318613,0.527547942,0.524691271,0.509169063,0.351697149,0.410630002,0.408916826,0.463927601,0.429674137,0.336992883,0.37883814,0.493612788,0.619240334
"SEEDWAY_9558_SBR",4,2114240,4,27,0.490035722,0.595568055,0.575929847,0.542239911,0.493783227,0.442509147,0.536230479,0.490208539,0.370966043,0.48189661,0.523436946,0.531656084,0.521646928,0.504738741,0.396941767,0.455317335,0.443100664,0.437744004,0.357071996,0.392495162,0.46010896,0.474746439,0.639234804
"NY0651",4,2114250,4,28,0.495891856,0.611672116,0.586328976,0.552504094,0.493162875,0.445907604,0.503482793,0.44814963,0.379488472,0.499263113,0.540294635,0.533812277,0.500851843,0.490297313,0.410579089,0.477031846,0.448910417,0.440751749,0.323975,0.410255999,0.47657579,0.479530081,0.649080539
"NY2003",4,2114260,4,29,0.458136038,0.60949096,0.577083985,0.544010217,0.484366941,0.419565136,0.538578887,0.50729454,0.37868993,0.4511203,0.513714399,0.508955326,0.458274815,0.508606245,0.350746393,0.446852172,0.431508456,0.432248152,0.363605259,0.331075085,0.392113215,0.482469139,0.63201349
"NY0465",4,2114270,4,30,0.473215594,0.617614457,0.584725081,0.550331594,0.497238903,0.463689946,0.544840912,0.506772929,0.380476519,0.485289375,0.525450635,0.52581448,0.417667945,0.507979811,0.381607921,0.454077028,0.460881307,0.450951108,0.387006637,0.399758379,0.477310312,0.488117586,0.661025024
"NY1615",4,2114280,4,31,0.487717141,0.612874456,0.576152446,0.541723032,0.492944307,0.440876126,0.524364388,0.485599807,0.367878902,0.497891453,0.52154735,0.522247959,0.375423838,0.508015686,0.38354419,0.472449913,0.46833313,0.459294813,0.4002754,0.410572994,0.48090206,0.522853465,0.651032779
"EZRA",4,2114290,4,32,0.497876011,0.629473616,0.586911281,0.537072046,0.497154813,0.47227051,0.539364395,0.502966951,0.378309004,0.499979103,0.525085734,0.53003663,0.378454542,0.513956205,0.366191117,0.465026402,0.471205191,0.469602869,0.374745232,0.412463407,0.482765375,0.491372049,0.654691798
"WL_349HQ",4,2114300,4,33,0.506606493,0.639622619,0.577684364,0.531183833,0.495194296,0.457583014,0.425997277,0.366635808,0.430888046,0.52467713,0.536197458,0.534767172,0.394693379,0.50063788,0.454879534,0.487842788,0.458421905,0.413498536,0.322135095,0.508955685,0.518030547,0.480432205,0.649907297
"ALFABAR",4,2114310,4,34,0.506650819,0.640749912,0.576451233,0.52052513,0.499700013,0.468750446,0.537791388,0.490385043,0.371535064,0.500788315,0.539539258,0.534243906,0.490674724,0.512306609,0.373893905,0.463995672,0.470418496,0.455412485,0.357780463,0.427592314,0.491989773,0.464237152,0.643965527
"WL_349HQ",4,2114320,4,35,0.512829605,0.646487693,0.560224878,0.514684146,0.492077388,0.417944684,0.398455172,0.356405123,0.441204788,0.520121085,0.545780576,0.543621226,0.530336102,0.489288582,0.450885534,0.491529708,0.439645334,0.386030766,0.334115668,0.505906492,0.51800262,0.470187695,0.649406562
"SW5606",4,2114330,4,36,0.517332864,0.65550615,0.576361755,0.523811987,0.493707727,0.460021027,0.46677525,0.399497079,0.409024425,0.522486624,0.553321789,0.548152458,0.54664269,0.483311402,0.427591036,0.495010485,0.467657513,0.418853098,0.326792352,0.493204326,0.501501333,0.482602141,0.642374315
"SW4412Y",4,2114340,4,37,0.505107223,0.651446323,0.572719039,0.519238675,0.488625538,0.437894384,0.486965106,0.437763125,0.392320248,0.51587183,0.551433845,0.551007274,0.527328941,0.464321569,0.408616615,0.489510009,0.469416034,0.436189048,0.335104667,0.463483193,0.488117675,0.479321865,0.645144803
"LIGHTNING_BOLT",4,2114350,4,38,0.48548099,0.636448431,0.571162891,0.521626174,0.492637364,0.442781003,0.516621564,0.457336496,0.376088067,0.510062247,0.548708067,0.551151691,0.547543704,0.49105679,0.393133479,0.487782296,0.469635286,0.465924601,0.36539125,0.451172584,0.482195592,0.466601355,0.637242248
"SW4107",4,2114360,4,39,0.496117977,0.621489086,0.572348624,0.520148558,0.496888309,0.45274985,0.507844209,0.459132915,0.392226108,0.513923792,0.546327476,0.545916709,0.55241277,0.470780957,0.425664351,0.495050612,0.474045889,0.474171081,0.34732496,0.47508792,0.498572945,0.479883858,0.648860655
"ALGONQUIN",4,2114370,4,40,0.465571693,0.618521471,0.586803951,0.525447323,0.50351831,0.431329264,0.535926782,0.514872707,0.352981752,0.47315504,0.540805014,0.546270374,0.552692594,0.488098184,0.362736425,0.460326434,0.463474729,0.459669653,0.398172958,0.365720186,0.395232998,0.479296228,0.613427743
"NY1517",4,2114380,4,41,0.491551958,0.604362048,0.57352033,0.509729246,0.4972036,0.438802129,0.543250892,0.530778005,0.384763007,0.477526418,0.538010808,0.546707367,0.546406665,0.507738126,0.364289147,0.461533674,0.47164297,0.490280248,0.46947402,0.354774236,0.411279756,0.456117969,0.645464723
"FSG_421LH",4,2114390,4,42,0.479105972,0.615678603,0.587412481,0.516037713,0.482718838,0.426648093,0.534154832,0.51724241,0.369533598,0.483191647,0.542028636,0.555680529,0.543617828,0.502215556,0.402740475,0.484427756,0.474965152,0.492008,0.429372021,0.392039886,0.452267468,0.443065126,0.648777123
"REGEN",4,2114400,4,43,0.503871448,0.60598162,0.581318207,0.516977724,0.483717404,0.425352126,0.529661859,0.51738112,0.374347778,0.503001645,0.545982175,0.561406306,0.557314751,0.515015396,0.384478955,0.479033064,0.474382608,0.502309073,0.445646925,0.395651104,0.478695251,0.435307846,0.652878045
"LANDER",4,2114410,4,44,0.503956045,0.606492113,0.584042661,0.512464772,0.475236216,0.434503344,0.527678793,0.511564931,0.354258001,0.497394365,0.547400956,0.55417506,0.544318596,0.505671774,0.38638174,0.4860158,0.472711063,0.499298249,0.398826718,0.393011182,0.463324925,0.414170626,0.631062394
"SW315_LH",4,2114420,4,45,0.487816078,0.615022024,0.59355657,0.514148148,0.458179384,0.437713819,0.544718073,0.524545699,0.364911011,0.457118848,0.54257501,0.551978142,0.559408627,0.522447349,0.349629836,0.483735209,0.463874756,0.486230778,0.425541483,0.330238906,0.385041736,0.404337123,0.622913212
"PLUSS_III",4,2114430,4,46,0.51740761,0.616559865,0.591985648,0.516299301,0.447710795,0.443498942,0.486204367,0.429713947,0.413858672,0.53732945,0.554965226,0.571093036,0.574253394,0.517092956,0.452165834,0.521979483,0.477571787,0.461572289,0.315849883,0.472853053,0.510572277,0.421151774,0.632061904
"HI-GEST_360",4,2114440,4,47,0.524071043,0.607135936,0.592518877,0.512270192,0.440245902,0.451320804,0.533651274,0.474357281,0.37026065,0.526868081,0.552155943,0.573490975,0.568889326,0.525564561,0.424564208,0.51440882,0.466813755,0.453936162,0.341330992,0.427831363,0.485210575,0.437707054,0.612372531
"N-R-GEE",4,2114450,4,48,0.537691066,0.598703769,0.575137046,0.508084787,0.44548456,0.465950724,0.56353275,0.502578784,0.376561374,0.521020705,0.544956908,0.575699801,0.563935618,0.518070443,0.411903389,0.479536629,0.437977128,0.454373475,0.351142658,0.382358136,0.451347953,0.443422757,0.621546018
"SEEDWAY_9558",4,2114460,4,49,0.542279993,0.612784871,0.583117259,0.513064082,0.454901265,0.484720449,0.582109126,0.520108486,0.370920278,0.512642094,0.551206601,0.58848117,0.568947896,0.523040303,0.380628902,0.493328103,0.455322461,0.489634209,0.413000874,0.361939193,0.461575576,0.447558985,0.632327634
"GUARDSMAN_II",4,2114470,4,50,0.543320209,0.613158652,0.584893028,0.513326422,0.462371201,0.466251035,0.584013398,0.513211595,0.373592095,0.529619552,0.558008165,0.60103414,0.565067038,0.516323583,0.408471539,0.505776624,0.463603086,0.473230936,0.373478819,0.38537555,0.475165134,0.462792497,0.631473217
"ONEIDA_VR",4,2114480,4,51,0.540002405,0.602199593,0.582877011,0.515951318,0.478677971,0.487041368,0.59160644,0.542971221,0.381424755,0.507464171,0.546472456,0.597028171,0.569282891,0.523946841,0.379696683,0.476324761,0.456919518,0.458237061,0.432989504,0.332027046,0.4329817,0.44127655,0.640430861
