"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot23","sca_yld1","sca_yld2","sca_yld3","NDRE_125","NDRE_142","NDRE_145","NDRE_150","NDRE_152","NDRE_156","NDRE_164","NDRE_166","NDRE_172","NDRE_178","NDRE_184","NDRE_187","NDRE_193","NDRE_198","NDRE_213","NDRE_223","NDRE_228","NDRE_251","NDRE_255","NDRE_265","NDRE_277","NDRE_300","NDRE_306"
"NY1517",4,438,4,41,2.83,1.73,1.19,5.75,0.254469094822197,0.301474337451244,0.216273516139983,0.357244477,0.477663786,0.447588399,0.436518969,0.44197974,0.388504269,0.424041853,0.539839569,0.396973951,0.327736576,0.427333277,0.32532979,0.453871507,0.526221786,0.346971517,0.413327232,0.39659941,0.512201674,0.356571438,0.328506082,0.291294988,0.383292278,0.308093324
"FSG_421LH",4,439,4,42,2.55,1.9,1.36,5.81,0.229291940564171,0.331098983327955,0.247169732731409,0.41523012,0.488729075,0.470659713,0.424840959,0.455815138,0.391023503,0.385932984,0.505774668,0.343524808,0.411893646,0.472191363,0.385282865,0.470350751,0.52400142,0.321449854,0.454782793,0.448975177,0.504078631,0.369342337,0.30431986,0.337257352,0.427374096,0.302974049
"REGEN",4,440,4,43,3.05,1.98,1.27,6.3,0.274251144596361,0.34503999315229,0.230812912183007,0.345898809,0.472464729,0.456249795,0.427649158,0.413022912,0.340359266,0.404498639,0.499270798,0.313040969,0.331717724,0.441044333,0.332089588,0.424792893,0.50059724,0.322003213,0.406571948,0.36656067,0.526483717,0.368019499,0.312880156,0.339609283,0.357274606,0.305754577
"LANDER",4,441,4,44,2.73,1.8,1.06,5.59,0.245477254015759,0.313672721047537,0.192646997570069,0.322166887,0.447701734,0.435177989,0.408855759,0.40484423,0.354402059,0.396188004,0.466273063,0.319154449,0.312116995,0.450127267,0.31227777,0.383045561,0.481265474,0.317370085,0.396224994,0.335543281,0.508414085,0.380798745,0.337604629,0.315628537,0.290701612,0.278451454
"SW315_LH",4,442,4,45,2.75,1.5,0.97,5.22,0.247275622177047,0.26139393420628,0.176290177021666,0.398928927,0.492219496,0.481889008,0.436916986,0.427856702,0.389361971,0.377503894,0.431759488,0.342515402,0.318356972,0.453399459,0.312952788,0.46114294,0.523420044,0.305053574,0.405217892,0.383839356,0.499743566,0.35958591,0.383070498,0.291017252,0.300334383,0.279505658
"PLUSS_III",4,443,4,46,2.84,1.78,0.92,5.54,0.255368278902841,0.310187468591453,0.167203054494776,0.350290004,0.467278892,0.45944303,0.41899692,0.386456763,0.377735019,0.365824493,0.45788852,0.279809542,0.424980807,0.496262796,0.374080059,0.469699486,0.503634277,0.331702894,0.4527617,0.398437936,0.511181883,0.395963822,0.305783504,0.365288773,0.289809261,0.296619243
"HI-GEST_360",4,444,4,47,2.9,1.68,0.82,5.4,0.260763383386704,0.292761206311034,0.149028809440996,0.339169974,0.460542401,0.456570866,0.41138694,0.37797974,0.369477704,0.337774235,0.440246384,0.306625032,0.400466853,0.482890116,0.37441882,0.446932007,0.503739579,0.30871292,0.413094553,0.385351327,0.517012174,0.4001471,0.319654866,0.339788909,0.275077222,0.282974277
"N-R-GEE",4,445,4,48,2.99,1.73,1.01,5.73,0.268856040112498,0.301474337451244,0.183559875043178,0.311893918,0.450297118,0.430751857,0.419567968,0.39251076,0.367700296,0.325680409,0.426647802,0.344219407,0.334128466,0.466332004,0.37065551,0.434344025,0.47501496,0.302254055,0.375693422,0.365286538,0.522942846,0.391581968,0.356308305,0.305073259,0.285479987,0.285783176
"SEEDWAY_9558",4,446,4,49,2.78,1.61,1.03,5.42,0.249973174418978,0.280562822714741,0.187194724053935,0.314537886,0.433574389,0.425338288,0.398478101,0.378665623,0.375755133,0.335378197,0.402355191,0.377119346,0.306118744,0.445741935,0.37168163,0.430936632,0.494072866,0.316270986,0.377467237,0.369761901,0.540197201,0.389653523,0.373668415,0.296079522,0.263684265,0.288579284
"GUARDSMAN_II",4,447,4,50,2.83,1.78,1.11,5.72,0.254469094822197,0.310187468591453,0.201734120096959,0.329960773,0.455807697,0.432883261,0.400290436,0.379914612,0.349781995,0.336101833,0.396595797,0.381975023,0.337890267,0.428168248,0.385949269,0.411559027,0.467728133,0.29552865,0.408182636,0.397349514,0.541034396,0.404020908,0.360831981,0.328180129,0.269927665,0.285919124
"ONEIDA_VR",4,448,4,51,2.73,1.54,0.89,5.15,0.245477254015759,0.268364439118448,0.161750780978642,0.310865434,0.414206303,0.407705256,0.392290887,0.385853832,0.391029249,0.380926192,0.390994307,0.389152447,0.289322988,0.345838101,0.361494672,0.439143135,0.492322585,0.325330573,0.349416733,0.3695547,0.566355569,0.395617307,0.417371457,0.293599539,0.25811619,0.296930773
