"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot23","GNDVI_125","GNDVI_136","GNDVI_144","GNDVI_150","GNDVI_152","GNDVI_156","GNDVI_164","GNDVI_166","GNDVI_172","GNDVI_177","GNDVI_179","GNDVI_186","GNDVI_192","GNDVI_195","GNDVI_198","GNDVI_213","GNDVI_223","GNDVI_228","GNDVI_244","GNDVI_248","GNDVI_251","GNDVI_255","GNDVI_263","GNDVI_274","GNDVI_278","GNDVI_300","GNDVI_305"
"FSG_421LH",3,346,3,3,2.28,1.96,0.76,5,0.399662294971886,0.248423786952238,0.2291006719598,0.392847135489637,0.0817511043477851,0.0944222747817317,0.137201387910771,0.10477250546799,0.133260875104744,0.195948655716292,0.24743676281133,0.283561691370976,0.281910554832297,0.292998234141475,0.290143602654869,0.138209917144726,0.220828352517095,0.217467091267744,0.257618038220009,0.236172764913902,0.233995297654786,0.125608223401999,0.0617140870371443,0.228697608520956,0.222281385793624,0.209979245338869,0.129555986470753
"AMERISTAND_427_TQ",3,347,3,2,2.28,2.05,0.9,5.22,0.4035876792472,0.235606995544159,0.217851422898075,0.386291995054046,0.0406437840477139,0.071862239476817,0.189200665489289,0.167758076959213,0.158778075401978,0.206215555135935,0.2401945386009,0.258242890269483,0.280591189879963,0.279314724140761,0.280816320342054,0.190726250374112,0.242086638996315,0.231665083091184,0.259560347402736,0.244000805989119,0.212577226095335,0.122779271245777,0.0815109988681689,0.255075660726589,0.244538806587558,0.208187176048403,0.125740391914696
"WL_349HQ",3,348,3,1,2.17,1.94,1.02,5.13,0.410259836462208,0.221149439037083,0.208964516884153,0.412916545966871,0.0233944784228573,0.0736536497524573,0.224795554521448,0.213175762258347,0.161509391952048,0.21714467546891,0.247086041012704,0.265837027292096,0.305963265548881,0.299195797612568,0.295616822976583,0.206869359657328,0.248751996890955,0.231193039803342,0.27376659644198,0.263631015183008,0.231130963352895,0.150839515331355,0.0772880211149446,0.260703970900724,0.260784301254449,0.20858310112224,0.127724068863734
"SW5606",4,413,4,36,1.83,1.59,0.54,3.96,0.405422673062559,0.210057294759268,0.250621323435989,0.371118663050412,0.0969774522174397,0.110980804707654,0.178884489774693,0.184879639473945,0.249700293241296,0.172622059006655,0.189418941652167,0.226396738221239,0.233504483821906,0.217764672453634,0.311221646060959,0.15716329188631,0.223826761136237,0.205955210785373,0.198163255952517,0.172407355464325,0.153654668259191,0.0820575958830979,0.105113103668249,0.189096765996861,0.202054401344762,0.188159502682391,0.109641347706659
"PLUSS_III",4,414,4,35,1.58,1.43,0.54,3.55,0.395350387877108,0.191970141114886,0.233160193039184,0.364470227734157,0.100426311444823,0.111036446375128,0.179736679240369,0.179298724738982,0.236702945327057,0.16442787582224,0.168309561371449,0.216424141221374,0.204307998253069,0.228771036146523,0.280207709416794,0.153197221008596,0.226124397973313,0.203860286437122,0.203163065501207,0.182532818377007,0.161219690851205,0.093356832939202,0.103777376192971,0.194382774425683,0.219626524168396,0.189455601999879,0.117606207642578
"WL_349HQ",4,415,4,34,1.73,1.51,0.61,3.84,0.396488378056491,0.202312844763355,0.230868471302028,0.357538113124441,0.105935717685429,0.120161227043524,0.16633243983727,0.166850228530231,0.219847372347109,0.153579788658523,0.16468368964657,0.213112386142095,0.201968469346865,0.235987004855545,0.25171345086468,0.150559160870176,0.218910962840364,0.192981199574401,0.184042378847078,0.165980430449336,0.148842763949026,0.0841854245138697,0.104086871252564,0.197239098079531,0.210502369818248,0.17774152413844,0.1138348681423
"SW4602Z",4,416,4,33,1.55,1.5,0.51,3.56,0.399046194933781,0.208486067921792,0.233974762162742,0.365219626003396,0.12788292501933,0.138663693316231,0.103801142839922,0.110898810458779,0.185093409417795,0.133783328132118,0.160909636957127,0.233883119527591,0.219489738273167,0.218539734711654,0.271391322860794,0.107681360740052,0.209050625152135,0.185704938052125,0.180716547994167,0.161300413588438,0.148829911051265,0.0739429635167921,0.0634513458903039,0.172932880783645,0.168684319678837,0.187459810892754,0.110988779945555
"EZRA",4,417,4,32,1.82,1.56,0.63,4.02,0.378432904786411,0.197534838341592,0.212956184859129,0.343665068464428,0.119020220094904,0.131443892697299,0.0714006686706,0.0798392799546169,0.161194891759906,0.122640897480176,0.1381918177415,0.202479695776296,0.212086179716237,0.242652489414938,0.239281106365388,0.0807928518234386,0.188677979337299,0.175106944289769,0.190685381458469,0.184295209564468,0.163091445530574,0.0742662175061122,0.0519389855327165,0.171215634982272,0.184032600370935,0.184714194790462,0.0999499097173814
"LANDER",4,418,4,31,1.75,1.54,0.65,3.94,0.374759216581919,0.179568955441358,0.198411169495919,0.343792242512889,0.119499057363103,0.128862641687926,0.0904738534729009,0.104371514097886,0.158990980325912,0.127714259091819,0.1333067636663,0.2019130716854,0.201277707786207,0.222138606570674,0.220635090832962,0.0991315511112181,0.192673586038447,0.17218348454384,0.180018151863095,0.175113698284461,0.167195847688935,0.0670309694905761,0.0599182715613629,0.172259338202412,0.185151839662428,0.183122876084557,0.0746297791923703
"N-R-GEE",4,419,4,30,1.93,1.62,0.55,4.09,0.366847759768682,0.189517493474154,0.194990192169548,0.32439961974842,0.109509135226305,0.119522200883001,0.109730510390074,0.141624117186615,0.177010057120785,0.138844459969249,0.162759971455681,0.206717669933947,0.205740253980332,0.234965553650353,0.220855332981784,0.0885067133749247,0.180471393121611,0.166478757725923,0.178202225780694,0.184884737546896,0.164906782178334,0.0669853779882871,0.0666979155945132,0.193840398941603,0.195352668174749,0.207969660808337,0.106657624633031
"ONEIDA_VR",4,420,4,29,1.71,1.72,0.73,4.16,0.372525889156376,0.18479618237895,0.195319579638279,0.333670261607195,0.115534198464655,0.134345570736799,0.101971263921634,0.134387228389253,0.167913123170301,0.135666433829456,0.136613636587221,0.19053436562403,0.195547790874994,0.213087149782104,0.215967275384622,0.0876277216241952,0.202753879856641,0.184631419292345,0.20471640668174,0.217557110285679,0.199571237904571,0.0857912213970899,0.031001389461482,0.190776495644432,0.187680205742954,0.21256530911782,0.113237306441842
"PERSIST_III",4,421,4,28,1.85,1.67,0.84,4.36,0.395526567628404,0.196880790833248,0.208459809130665,0.353048586206318,0.0946722469237657,0.123974032694267,0.113775019957327,0.14127211597342,0.174078335196704,0.142009499006803,0.150450752379485,0.207907445511063,0.202539718962105,0.197837740384094,0.221867309588386,0.0994968833271016,0.22928051124125,0.216894871199814,0.229370941447554,0.232195145412452,0.211684976673096,0.0876254050536048,0.0348940123875905,0.204373440012443,0.198978271126552,0.213546046503201,0.123011977869946
"NY0465",4,422,4,27,1.75,1.66,0.87,4.27,0.402061386921405,0.181159861371918,0.2012943101551,0.348172370024299,0.107772700977577,0.13804157761803,0.106842375379598,0.122656775493824,0.158948974813092,0.133499576663421,0.143299106604773,0.206468624612588,0.205671016734148,0.219476601017144,0.214622727615403,0.0716686229119533,0.211942416775104,0.204265699649581,0.223788943699888,0.240054637151474,0.202774530319855,0.0882515135801859,0.0192350590859676,0.196916489054521,0.198980398869649,0.191205611613887,0.109038065711119
"ALGONQUIN",4,423,4,26,1.95,1.67,0.84,4.46,0.4074339734092,0.195197760894444,0.216466565919942,0.339140964974857,0.0958402362770771,0.13149759438597,0.104120839804824,0.0863885954014508,0.167487978849727,0.140473633212757,0.144136844623323,0.199875033978836,0.211929028539262,0.216386571933832,0.212644360938055,0.0739379812439368,0.195648808207292,0.21062371020123,0.227362908988561,0.240781475041219,0.194016633281067,0.078187159929944,0.0344408011049569,0.213872622655179,0.191080300853301,0.194887846670173,0.111365755584322
"NY1615",4,424,4,25,2.18,1.96,0.95,5.09,0.42942606396059,0.209989332398501,0.230955275069667,0.34037201470978,0.0860161143181314,0.122816547586502,0.107927537902381,0.100656808747166,0.181147508221287,0.153694956815615,0.172262907017468,0.215888807645502,0.218141874022227,0.203494224027405,0.199383859858786,0.0912710096315716,0.21029120850224,0.220055615040791,0.230495215509019,0.246848612526118,0.222594863892871,0.0902628359761744,0.0435350896922041,0.236096836882461,0.209807577409839,0.206907796240943,0.136218510210724
"LIGHTNING_BOLT",4,425,4,24,1.87,1.8,0.84,4.52,0.427731353538824,0.19960528775278,0.229827258721388,0.341300710524164,0.0921721666514913,0.127329618818911,0.145115595741257,0.132368024986463,0.196377261184898,0.144141146940608,0.17357133941556,0.212583136258595,0.192847780005174,0.213257322480904,0.175841766329347,0.130182043330162,0.234201883366934,0.236032351346079,0.232122671299155,0.229687284552223,0.200763467857068,0.0822335208857938,0.0848003329960026,0.235302720545766,0.211807467672987,0.183623393419724,0.124056224603086
"VERNAL",4,426,4,23,1.62,1.4,0.65,3.68,0.410884630049147,0.167813543799182,0.201200011917675,0.318934079758638,0.0958012611143921,0.129247802865494,0.0457499696909752,0.0505442719908563,0.136454813529181,0.11373075537345,0.120362076898767,0.181407369733059,0.198078123985496,0.211798916436871,0.186137227398646,0.0561907355790312,0.190286330691473,0.19422709710991,0.202712580891373,0.210872607103516,0.157229771747476,0.0650275837619289,0.0152374739852085,0.179154986195005,0.16356349192521,0.154101226674559,0.0692141990526175
"HI-GEST_360",4,427,4,22,1.6,1.54,0.8,3.94,0.427690899604003,0.186711048403095,0.220950868456391,0.332174212136188,0.0911703121000939,0.133628548387284,0.154301698928605,0.142127276185872,0.198834584691125,0.148389107041705,0.159988907247308,0.206360013599099,0.221884718690036,0.217335350014513,0.201524700083778,0.120551364680615,0.224823459603895,0.214961597187495,0.228423824820561,0.225903547872806,0.18601448098364,0.0907163423415019,0.0614595789342619,0.225293538835906,0.205904189916529,0.187188068163934,0.124954903518027
"SW4412Y",4,428,4,21,1.58,1.5,0.71,3.79,0.439952026553455,0.189867741336405,0.213153877565333,0.328511077410748,0.100313524287283,0.141469962714865,0.157194846090577,0.147318894310564,0.189517325381411,0.157557864698996,0.176183499070458,0.218460880163185,0.217643608467561,0.206503843460717,0.196473199294034,0.123605741912046,0.237412574402429,0.226734122450005,0.229593114248381,0.218276056318407,0.18847791250584,0.0896387790196726,0.0712646436643112,0.228542788099028,0.218621606434935,0.195499420182288,0.138934977225617
"FSG_415BR",4,429,4,20,1.67,1.51,0.74,3.91,0.438978844372122,0.205772375911704,0.208939672193129,0.327910109091846,0.0882416899175985,0.121744313853019,0.138646388434717,0.125069496117818,0.180585947850755,0.154451740108346,0.153771366275066,0.202594717289569,0.220347034066738,0.211791721003781,0.215296670220572,0.100443160685316,0.22016437870827,0.215870963116196,0.226729386978573,0.218491040473897,0.176572862903398,0.081890807171072,0.0559964415661268,0.235999076434409,0.218111517742284,0.201088093543412,0.136163348670457
"REBOUND_6XT",4,430,4,19,1.82,1.86,0.85,4.53,0.457938713102714,0.212495968263416,0.228921707952708,0.343811925272542,0.0876120227883913,0.136210879407849,0.212876224870073,0.198520392477078,0.214558056579571,0.181823609328008,0.20138255339212,0.232984528258791,0.203025364410352,0.241782426950559,0.191724053752899,0.170234283048865,0.259452093678667,0.246135839880963,0.247734349562737,0.218705193958477,0.199326878628352,0.105049690416631,0.120097629891397,0.272314122241699,0.256084128364939,0.21300569230439,0.162609980704687
"NY1517",4,431,4,18,1.85,1.76,0.78,4.39,0.430877460284398,0.206923466143472,0.248334376093103,0.324787776129604,0.0977943204982772,0.134327304654768,0.0623258676161321,0.0555726067365813,0.145159821700606,0.144639416591497,0.176774208922731,0.198791693515616,0.227940022875031,0.23874468814533,0.217346020191852,0.0504156645467557,0.200473344338831,0.204421818600687,0.232426088682674,0.201067862488905,0.209073293635817,0.109216605512781,0.0155970422885569,0.219965044847692,0.197959328385209,0.217501488062776,0.158716273137021
"NY2003",4,432,4,17,1.54,1.41,0.57,3.51,0.433846159676601,0.192090649470787,0.231704713827325,0.324463198881034,0.121841172498997,0.154238120876309,0.0793190698625421,0.0715766003562258,0.151308567951469,0.156576969238698,0.191390524814036,0.2357576218774,0.207296148351231,0.270107301908648,0.212209600375621,0.0360040657089709,0.183216516992189,0.189558132398779,0.191059247744582,0.162906158542838,0.17411708629464,0.0815291548616481,0.0344331550481095,0.208515701004459,0.170851456931483,0.195256869598807,0.155082346559122
"WL_358LH",4,433,4,16,1.59,1.69,0.68,3.97,0.425158087100458,0.191850734708863,0.215785777033351,0.318804716235523,0.101705375622471,0.144045701412286,0.162399020284126,0.14413743838247,0.19330601273559,0.157323663011287,0.189453169475419,0.222968187041227,0.204286298394762,0.296233011301308,0.187594631293236,0.121694917592842,0.231769620620305,0.221743151273836,0.212671287228452,0.16753145845177,0.183805008314996,0.0847439602415285,0.0647160225095474,0.237918803838378,0.196047056256345,0.190349834531546,0.152618435291592
"SEEDWAY_9558",4,434,4,15,1.52,1.64,0.85,4.01,0.414180312402762,0.164459450496602,0.187258737552398,0.303080314888141,0.112110415325891,0.141069160115006,0.126617233786653,0.129885114712984,0.172466478970434,0.15350682386713,0.161338922061711,0.20391542400864,0.20956031192965,0.279819592287845,0.217920002428596,0.0870388415549947,0.218053841654152,0.21501120494891,0.223491510666086,0.175510670292814,0.188171421672896,0.103051822806972,0.0219403726494975,0.224211000748927,0.203688889923999,0.198988483674148,0.158565575075792
"AMERISTAND_427_TQ",4,435,4,14,1.76,1.81,0.88,4.45,0.422114272699152,0.177240348196207,0.204232663119502,0.317194332822907,0.0917952371037795,0.142942682526098,0.164316243945467,0.165832718293972,0.201928673302251,0.173081557358193,0.203689231886128,0.219259669961868,0.208885825956832,0.243403757820221,0.194626868090736,0.140783898445483,0.249255639769347,0.242061700025533,0.242067099601381,0.190288287975155,0.199236727102692,0.108926236481161,0.065387986285256,0.253069130495484,0.237246989242868,0.198258690792026,0.172808920895939
"SW315_LH",4,436,4,13,1.71,1.63,0.82,4.16,0.429785922125113,0.200094208653545,0.222059542367907,0.343336649158982,0.114074835328986,0.145086904977886,0.0664427251420842,0.0696488332463556,0.130496763548674,0.145753713745836,0.184028951128957,0.238850300174576,0.213645162737612,0.169051549272784,0.230244498228649,0.0669745215700222,0.221999031262238,0.222019995748816,0.23579327972755,0.198602265671764,0.206329167265822,0.108973059479357,0.00385089587252151,0.20836105116799,0.188523035106986,0.188590623753438,0.142574164881938
"ALFABAR",4,437,4,12,1.87,1.78,0.99,4.64,0.421032030857633,0.187269135489764,0.210858438972736,0.335244756547331,0.0890629817804741,0.124690071355827,0.0770311038696537,0.0858411657365565,0.126657345144123,0.149671405706507,0.173446894334752,0.225784197226855,0.214513855878845,-0.175870254304844,0.223352214027349,0.105042805271088,0.23147586178936,0.235071233316701,0.252892075663196,0.217267696202196,0.224773061011874,0.123360601178558,0.0343450657664239,0.233467971163172,0.222657570750437,0.199783762956066,0.171443452138307
"REGEN",4,438,4,11,1.66,1.82,0.99,4.47,0.416405521269324,0.167847788752584,0.199769635688143,0.32421473721831,0.0894129976596496,0.120999744075715,0.0766189682626793,0.0967891844792008,0.105520702864747,0.14805856233203,0.171436621421184,0.223099189867334,0.206685276477077,-0.172009100572219,0.223317716881872,0.0926534255643537,0.226353975304969,0.236862041449804,0.244524415589471,0.202171229706331,0.218936191774727,0.107122170471261,0.0220665295026882,0.231862694166961,0.225819458956194,0.201429684557547,0.164599028915817
"ONEIDA_ULTRA",4,439,4,10,1.37,1.42,0.8,3.58,0.383790518863579,0.156393142698564,0.173440491461115,0.294042918180909,0.0738435708466194,0.106460691911743,0.0698556205232204,0.0827198865682391,0.0894409951699601,0.136556485914969,0.149421181779513,0.199109572550221,0.209024869199819,-0.179252054512323,0.218628543680782,0.0858094692326378,0.20880781392313,0.218665953942871,0.228538439675998,0.172964736493233,0.197422631264647,0.105224764427049,0.0211689850499722,0.213551718750492,0.197082944210397,0.162020113703726,0.129959948091963
"SW4107",4,440,4,9,1.58,1.68,0.82,4.08,0.415204507656794,0.183973190305538,0.194758058791927,0.333512021561076,0.0637332524346424,0.0976777125184841,0.121719589560246,0.140959335791235,0.132356646446434,0.167914703603804,0.1928894453853,0.236999393911138,0.22708327911274,-0.162516978122018,0.227736182454791,0.150135707988468,0.23872313190566,0.236680933300046,0.234680488426977,0.171480544042569,0.208424419966777,0.120156885325187,0.0671488879587503,0.2319262470393,0.235782486961243,0.171869798089083,0.155929943934906
"NY1614",4,441,4,8,2,1.84,0.91,4.76,0.406776075751624,0.188672539529836,0.195727669848015,0.323672503774504,0.0795319683233738,0.105673470266284,0.0708460829791217,0.0883701864631144,0.119709055151576,0.132673833949751,0.158190809056552,0.200923316756376,0.215847920599105,-0.124594544768593,0.240703439285653,0.0905666087898434,0.189350184387682,0.204948806964163,0.22997254585304,0.176419005432135,0.201185924312352,0.13459274969451,0.0218145336102253,0.222576070419117,0.212842992671096,0.183458958446082,0.166188891187395
"SEEDWAY_9558_SBR",4,442,4,7,2.14,1.96,0.97,5.07,0.420333281578173,0.185125735913134,0.197517308434364,0.346015711804197,0.0819991941228938,0.118544041575303,0.0975641505667944,0.121371172510293,0.150077316337188,0.148987934643404,0.177238318688497,0.214757647441469,0.224020006136116,-0.10230094690886,0.231408934804494,0.114526035327103,0.209062528166764,0.220017911858144,0.242206886583207,0.198423687293642,0.213601985544432,0.141585758136715,0.0389231817717529,0.244889663842941,0.247202363876092,0.203601627449097,0.191226397676626
"GUARDSMAN_II",4,443,4,6,1.79,1.98,0.99,4.76,0.395435250386513,0.176715378156067,0.182645530413829,0.336496859187477,0.0838361346934323,0.121962471009821,0.0966612571297113,0.105785259512001,0.16096872994057,0.150366126345552,0.177592883778028,0.21882526743673,0.229679959061802,-0.0557447919450395,0.246201354856245,0.11347932123046,0.214985597464889,0.237963449540335,0.251963227831777,0.197484973874312,0.219912169535602,0.138956721502412,0.0418728406839928,0.24709223812443,0.257813323222592,0.227736485878447,0.21909752829285
"FSG_421LH",4,444,4,5,1.6,1.9,0.86,4.37,0.422533752200668,0.197284793813865,0.199776926891855,0.381083370854846,0.110119109378453,0.146080399873593,0.106024504812272,0.115845133080814,0.17433519761347,0.174151349003904,0.210782773660375,0.277653081352926,0.235849189669521,-0.0489096692599548,0.258285080280986,0.149475503646638,0.247195363755464,0.25930404871576,0.261355519791897,0.189883573527097,0.247442957251171,0.159842171386528,0.0503383799375191,0.242473775078112,0.269282690490028,0.224226919365116,0.215888126530689
"NY0651",4,445,4,4,1.59,1.67,0.87,4.12,0.415217535753828,0.201883964959596,0.172607066718458,0.360149167512523,0.104168553667413,0.130433021454465,0.119594430255467,0.125163133465159,0.173503333329526,0.174606299212598,0.181221994814526,0.238031600269605,0.251630400388581,-0.0685606765757048,0.27605200403667,0.127656560443348,0.21320296634702,0.236175379829542,0.245814102949578,0.196851790804553,0.21694269810366,0.145352604772219,0.0623209762074275,0.251510023493163,0.267445520762863,0.21773212541781,0.198013624445383
"SW5210",4,446,4,3,1.96,2.03,1.09,5.08,0.446541745401891,0.232748954777979,0.196170140639534,0.397536603612269,0.0637763540241297,0.098714548826538,0.149941897987638,0.169283995445217,0.198080361528252,0.217351254555834,0.217129739719884,0.269833625352129,0.259248494913847,-0.0910145398176878,0.285824587124017,0.174370821160036,0.258993437798185,0.27711637175927,0.281513358176541,0.225854721833028,0.257860048210535,0.183732885741421,0.0815242960276711,0.284264988235748,0.300757165672341,0.230860720652213,0.214342041627503
"SW3407",4,447,4,2,2.11,2.04,1.21,5.35,0.453100281087724,0.23280012541301,0.215439384666741,0.420269540853501,0.0542750518998792,0.0935126307229679,0.183564445088346,0.186083390896968,0.212555143608035,0.229082553571477,0.23218995810612,0.273305702620244,0.266177240627391,-0.097183889226739,0.295489084801617,0.191954942782843,0.273336420845244,0.29288482278928,0.292497809005176,0.245411572410538,0.267953480412578,0.19382076376895,0.0777352371943937,0.289819972437552,0.303433761035065,0.237857442814033,0.202137673556263
"55V50",4,448,4,1,1.99,2.14,1.33,5.47,0.435864972723814,0.214086788774733,0.192201545311558,0.421661249937818,0.0304756154982961,0.0829918099682632,0.15359099288095,0.15500545213325,0.186808551554618,0.219472660767523,0.224526261396553,0.267750847155259,0.282874906322397,-0.0848306534227836,0.302914373820742,0.166114279387828,0.264413743644533,0.28997713795879,0.289627852844859,0.256040010616002,0.260468430041778,0.200631331713098,0.0710157515355954,0.273423026272579,0.291430437394919,0.229220899469516,0.19219702893066
