"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot22","sca_yld1","sca_yld2","sca_yld3","NDVI_131","NDVI_145","NDVI_154","NDVI_159","NDVI_162","NDVI_164","NDVI_175","NDVI_178","NDVI_181","NDVI_187","NDVI_189","NDVI_192","NDVI_201","NDVI_203","NDVI_210","NDVI_215","NDVI_223","NDVI_236","NDVI_238","NDVI_243","NDVI_259","NDVI_263"
"ALGONQUIN",4,423,4,26,1.67,0.66,0.52,2.85,0.198091366937417,0.214401392467877,0.102121198538912,0.537266131843502,0.579328127,0.537828029833182,0.467673879461377,0.44170168748831,0.37737892814409,0.475152532,0.471485483403033,0.543917446,0.505808678554323,0.485614074813132,0.380730171471133,0.370512778340964,0.394318341837453,0.381597336864615,0.417452085941439,0.465825990956728,0.450565424368611,0.470898208941891,0.452191959168387,0.407732529710155,0.318877853583165
"NY1615",4,424,4,25,2.01,0.6,0.54,3.15,0.238421345834855,0.194910356788979,0.106048936944255,0.528922506353091,0.536960255800433,0.528115229871348,0.484738394764889,0.443845432534184,0.394241998039466,0.545155779,0.504163452942828,0.568209201606414,0.527194247671287,0.515038785523853,0.425723807191287,0.389119070550679,0.384021111931523,0.391724827565435,0.41432219518044,0.457538609529833,0.435465633806486,0.452485029431581,0.42966688045081,0.38223342878702,0.319525962438249
"LIGHTNING_BOLT",4,425,4,24,1.7,NA,0.54,NA,0.201649894487191,NA,0.106048936944255,0.554628614,0.569318614238148,0.525472067172368,0.473538526,0.43345204151351,0.371831879163149,0.528150138260432,0.510672865320794,0.572701176,0.516215035464061,0.475073269423488,0.393888431854006,0.374817841,0.387110472740898,0.385652118912081,0.430684205959688,0.481538148664638,0.441416271568378,0.463133744626857,0.448549898390729,0.385850982891762,0.314310624360732
"VERNAL",4,426,4,23,1.42,NA,0.43,NA,0.168436970689301,NA,0.0844463757148695,0.520755045843657,0.562043232387294,0.516137111779018,0.489246650793813,0.453280893679982,0.42678685590078,0.444232471,0.439359330885007,0.481656459819516,0.477426853,0.363748959225215,0.325547656876352,0.327892969565542,0.391309509189897,0.36575721966015,0.398870166976284,0.41910510163117,0.399279921609154,0.422916738449366,0.426152598025512,0.385139740967962,0.320579822240315
"HI-GEST_360",4,427,4,22,1.43,NA,0.39,NA,0.169623146539225,NA,0.076590898904184,0.546826853649159,0.567662385709001,0.497199084013167,0.46780131534108,0.42247681500736,0.36340232807098,0.485893439558598,0.485512179128839,0.526712987617362,0.498730309855552,0.462012521980827,0.392737750592924,0.372245198216545,0.400090667869055,0.384332364,0.435986234202242,0.467202851570736,0.424346465536831,0.449651771902575,0.434558371293723,0.348443865369163,0.294833028020897
"SW4412Y",4,428,4,21,1.59,NA,0.38,NA,0.18860196013802,NA,0.0746270297015126,0.541404227,0.55417684054754,0.500741217817216,0.482470693736142,0.414498938242483,0.361920880632955,0.536753446036534,0.506417069414076,0.551609958884459,0.528727302009099,0.505712178796302,0.455970899088791,0.427514052740977,0.399130114832798,0.385612537668078,0.425502142112537,0.485741395157201,0.461268611674388,0.455284568188981,0.43121294,0.316592433589907,0.277146308023764
"FSG_415BR",4,429,4,20,1.67,NA,0.48,NA,0.198091366937417,NA,0.0942657217282265,0.543069621,0.572730299667037,0.508201421687897,0.477354923571442,0.420573414574689,0.390638075969424,0.510788774824705,0.508076176458795,0.567450176792028,0.537587186100434,0.555506494670526,0.489805993925274,0.435919545451792,0.381023629085682,0.374532153602182,0.425208043,0.494429426361115,0.473822002411358,0.478264198617944,0.454377946432287,0.324433279539739,0.296720827620726
"REBOUND_6XT",4,430,4,19,1.72,0.88,0.51,3.11,0.20402224618704,0.285868523290502,0.100157329336241,0.581398688121829,0.567095290946567,0.515588155781372,0.458119553612773,0.422415361576465,0.37003367,0.572346080526228,0.517634085993353,0.576622552617817,0.560533003541298,0.526917177189101,0.456513689066958,0.398064334777681,0.369310754604872,0.387364717930183,0.441218455899128,0.501432291666667,0.468539159961615,0.468536045429754,0.454732687595586,0.315585092560914,0.300480403038019
"NY1517",4,431,4,18,1.84,0.72,0.57,3.13,0.218256356386136,0.233892428146775,0.111940544552269,0.539896380936338,0.550346176206332,0.495899209643306,0.479758359870782,0.443900778791823,0.418209963411202,0.476214492207139,0.472153937961567,0.534847699784587,0.519192778708222,0.521831924669579,0.4538738416259,0.425340474815896,0.382897864845,0.376860676810894,0.419944469803569,0.474220957200084,0.473631507014196,0.470822002001738,0.47348767,0.34063218148386,0.33742886220232
"NY2003",4,432,4,17,1.67,0.79,0.53,2.99,0.198091366937417,0.256631969772155,0.104085067741583,0.54765896793916,0.539364881,0.508475263584753,0.467519862236312,0.410002659165022,0.406216718266254,0.488118124658857,0.465905515339782,0.550627647682513,0.544547982256074,0.541990692584023,0.470921486989159,0.436208132323222,0.386493286296387,0.37103911273001,0.425034822672238,0.477272164242041,0.466265304379669,0.47647377857749,0.445954522985665,0.299157268410246,0.285529547459122
"WL_358LH",4,433,4,16,1.49,0.79,0.42,2.69,0.176740201638773,0.256631969772155,0.0824825065121982,0.560655754963959,0.571777918714656,0.496956093061718,0.469779055132134,0.420256696113838,0.34128266584674,0.48868791373387,0.473426926406314,0.561994751411698,0.536005442049326,0.545167172462042,0.445699964623407,0.395196573120032,0.394518791717024,0.379567848235823,0.455772085583573,0.490998061401285,0.458421009209766,0.465197383775609,0.438883608237816,0.311951186869989,0.259472046
"SEEDWAY_9558",4,434,4,15,1.53,0.7,0.48,2.72,0.181484905038472,0.227395416253809,0.0942657217282265,0.546994003244531,0.564553538396491,0.507946821875547,0.473945544546032,0.430540828361713,0.36353754260875,0.496965733408748,0.470267452584306,0.552904834554326,0.558007522479402,0.538050726124685,0.42519106500292,0.382622678964282,0.382731449369402,0.37330863528207,0.444105348232483,0.507903884672148,0.4884089813677,0.51319190321706,0.471577305431977,0.361743745648473,0.308821625209462
"AMERISTAND_427_TQ",4,435,4,14,1.7,0.68,0.44,2.82,0.201649894487191,0.220898404360843,0.0864102449175409,0.594961131272212,0.578479731515248,0.49605362339583,0.472261451494392,0.433149100273423,0.352475842011446,0.518267414,0.494887761432012,0.564256705863162,0.54382704646057,0.531492252861688,0.421662302157972,0.362220066074834,0.375401358944877,0.392054896032487,0.448407210226267,0.512539749197093,0.46251539665102,0.492217224019448,0.462589553468446,0.329314280090173,0.283088235294118
"SW315_LH",4,436,4,13,1.71,0.47,0.51,2.7,0.202836070337116,0.1526797794847,0.100157329336241,0.580328871794512,0.564034406215316,0.499281045751634,0.46006154410491,0.458283171811324,0.391370267580245,0.467108197651184,0.463996386477122,0.543593507870484,0.534715599,0.496252859871046,0.380885335878773,0.339076534482432,0.373239827973955,0.346237881881564,0.408886669421867,0.443100490196078,0.439399939498941,0.463497150460696,0.45345778674194,0.384276127257001,0.315433882895719
"ALFABAR",4,437,4,12,1.94,0.77,0.6,3.32,0.230118114885383,0.250134957879189,0.117832152160283,0.550075955776859,0.571242535,0.494069621360304,0.447529947209871,0.448277945202818,0.371424211151765,0.505181624,0.47460202895064,0.544599567255334,0.519954160830105,0.497189613,0.393294879604452,0.349570130708879,0.365578335249668,0.345047053532562,0.422480372077146,0.484151249209361,0.465095532237812,0.490670708744445,0.46594914044049,0.404292551748344,0.332320238822172
"REGEN",4,438,4,11,1.68,0.83,0.64,3.15,0.199277542787342,0.269625993558087,0.125687628970969,0.510754016437741,0.553197373288938,0.514010940953835,0.439915622009746,0.442990809976576,0.336104950433124,0.512732108367972,0.483462825765456,0.541202824,0.524818759488335,0.505668301243269,0.42985648406902,0.370225015138371,0.3724582770854,0.363154319607015,0.426829956,0.487396759764914,0.478223237327706,0.499675070028011,0.467539078376449,0.387965232570068,0.333907450327523
"ONEIDA_ULTRA",4,439,4,10,1.49,0.68,0.54,2.72,0.176740201638773,0.220898404360843,0.106048936944255,0.476974061310481,0.546779636382855,0.529120589030422,0.403671814588761,0.427822245633053,0.295297602483008,0.465721232403218,0.466201178,0.522216425106867,0.495689447436089,0.488180932932479,0.40096218053785,0.339198342139967,0.396131207119705,0.370767286431315,0.43798171363263,0.473610847564832,0.447379711,0.470861891491552,0.435159159554233,0.358455202121748,0.304215223825379
"SW4107",4,440,4,9,1.69,0.81,0.5,3,0.200463718637266,0.263128981665121,0.0981934601335692,0.541243283540102,0.550114687384388,0.509213777968608,0.434695244397267,0.426370979214019,0.317981753499252,0.529892010222893,0.492696178675969,0.535344055180073,0.51567972434001,0.481025113040525,0.409040917530672,0.33462356212179,0.376044244483395,0.372907442546911,0.437324188958595,0.489897365196078,0.451704957468335,0.478756119605333,0.430686576000263,0.345597543720965,0.288837158059672
"NY1614",4,441,4,8,1.86,0.81,0.62,3.29,0.220628708085985,0.263128981665121,0.121759890565626,0.535429695085289,0.557562893,0.502563331902104,0.448324689307561,0.449706028670634,0.371108359133127,0.49117908915703,0.484357125503876,0.540482152590111,0.520273004,0.499888086864447,0.399946621116686,0.347683304061586,0.375263312566481,0.360147641650661,0.42709433500176,0.476447659709045,0.459785033080184,0.479843137254902,0.445050695,0.385393138478667,0.315619512857046
"SEEDWAY_9558_SBR",4,442,4,7,1.93,0.91,0.58,3.42,0.228931939035458,0.295614041129951,0.11390441375494,0.542825812773699,0.554413878759051,0.519098779075269,0.49015444530093,0.458369817331903,0.389108007350747,0.51541368149824,0.502455992621998,0.557703450377055,0.542473884953779,0.538090173388545,0.473896260756892,0.384604279359772,0.380402101248766,0.36852980858724,0.432491134836753,0.462620964334009,0.445080959969431,0.46460596,0.430510973,0.385663095876015,0.317811791844766
"GUARDSMAN_II",4,443,4,6,1.71,1.02,0.63,3.36,0.202836070337116,0.331347606541264,0.123723759768297,0.489991600983551,0.556212673748745,0.521107612550292,0.475592492196624,0.442844492283968,0.376183120140178,0.484992327593431,0.490949563994971,0.559181625391583,0.5399076606339,0.565418798338534,0.512596997804139,0.425137631688332,0.388125579339336,0.360585060713848,0.446464665517332,0.498505509,0.474035927207674,0.486526198187341,0.458211120064464,0.411208127050783,0.329306761550347
"FSG_421LH",4,444,4,5,1.83,0.96,0.69,3.48,0.217070180536212,0.311856570862366,0.135506974984326,0.523191462481664,0.583623751387347,0.530641031757391,0.450535906954733,0.408449878081566,0.318795634362198,0.539923424991298,0.514211499588408,0.573205812787557,0.555156206702998,0.544061276873334,0.482017282198456,0.435399506907228,0.377344202547254,0.352358704360494,0.435805615506676,0.470535789584651,0.451343903948561,0.487912528647823,0.447514911847092,0.410828707761223,0.309711839785859
"NY0651",4,445,4,4,1.55,0.86,0.66,3.07,0.183857256738321,0.279371511397536,0.129615367376311,0.503483533537757,0.584719227,0.525837825803476,0.460710157381273,0.421220136877021,0.322331781453152,0.499371150703871,0.516187143689426,0.557056569,0.54537543,0.551645725792728,0.471126210706339,0.433175940296306,0.389258057007117,0.363937833197795,0.444689241599583,0.509426370224814,0.485238465357354,0.523153699,0.482026015885806,0.438078261607673,0.355070890731431
"SW5210",4,446,4,3,1.95,0.96,0.78,3.68,0.231304290735307,0.311856570862366,0.153181797808368,0.567034211369788,0.567435124993394,0.521819251626036,0.452433014051465,0.431061974,0.325095958342421,0.557850091,0.533892462313928,0.563787651029554,0.551042562211501,0.541453263610268,0.461251849944632,0.410216936120551,0.376157588685278,0.366545335170742,0.436826074515828,0.497062878,0.484667758001554,0.522312143807587,0.468045958109271,0.44662670422324,0.355845172671145
"SW3407",4,447,4,2,2.04,1.03,0.82,3.89,0.241979873384629,0.334596112487747,0.161037274619054,0.574313936478465,0.583425955287775,0.520836315061304,0.463866356516861,0.436872440235584,0.321627419707915,0.543148514747779,0.548023058615964,0.575789806992041,0.543365669538525,0.553337540416359,0.468965517241379,0.411274571978407,0.371940200547839,0.374910504970894,0.428814320761385,0.498715876436782,0.493255000383559,0.532386045327222,0.479036634261548,0.434850333515075,0.337460207612457
"55V50",4,448,4,1,2.17,0.97,0.86,4,0.25740015943365,0.315105076808849,0.168892751429739,0.5439213107529,0.582528275461128,0.502713133915367,0.456828165998061,0.450246938879102,0.336436467,0.530869652882521,0.538878392689928,0.561609383170934,0.536869343342473,0.532932951386919,0.447530650992115,0.392029758046767,0.372156216360007,0.37131502177714,0.42420833405226,0.479618384988404,0.484829866101604,0.52597286,0.465352826061932,0.434938513129932,0.329320035280548
