"Germplasm","Rep","Plot","Row","Range","NDRE_125","NDRE_142","NDRE_145","NDRE_150","NDRE_152","NDRE_156","NDRE_164","NDRE_166","NDRE_172","NDRE_178","NDRE_184","NDRE_187","NDRE_193","NDRE_198","NDRE_213","NDRE_223","NDRE_228","NDRE_251","NDRE_255","NDRE_265","NDRE_277","NDRE_300","NDRE_306"
"ALGONQUIN",1,2111130,1,16,0.350374471,0.508430249,0.508808458,0.430976944,0.414076084,0.347960635,0.410005621,0.408648166,0.403873499,0.272893602,0.33651235,0.309519959,0.374196086,0.288255583,0.284348167,0.285968211,0.284981647,0.464535935,0.384064546,0.322024806,0.289450575,0.306011239,0.246702867
"SW315_LH",1,2111140,1,17,0.360400443,0.497473994,0.471169175,0.449151376,0.42473249,0.399952766,0.3851219,0.371610821,0.406083839,0.284752271,0.366521879,0.327026661,0.404652496,0.347490051,0.288394688,0.300599262,0.282341325,0.462243858,0.36463121,0.325598517,0.291740614,0.311392005,0.253712644
"NY0465",1,2111150,1,18,0.304706404,0.473033485,0.482371892,0.423214334,0.395789096,0.37013632,0.41717413,0.416606879,0.386660136,0.283162747,0.36140452,0.335009704,0.373332209,0.344237908,0.282301691,0.308112964,0.273638167,0.464088275,0.386063425,0.276326516,0.318017376,0.27133739,0.277543248
"HI-GEST_360",1,2111160,1,19,0.30408216,0.450759574,0.47876526,0.418657051,0.387196904,0.384458463,0.408425366,0.419743991,0.356094085,0.348591585,0.406585745,0.365088545,0.39436466,0.37364361,0.289872828,0.358670206,0.287759473,0.483386094,0.405163818,0.288421434,0.347902223,0.281641128,0.275137816
"N-R-GEE",1,2111170,1,20,0.295176262,0.444095198,0.474757663,0.400862415,0.366563541,0.364571762,0.419827154,0.440182479,0.378138995,0.3083423,0.403852107,0.352535196,0.398397197,0.383614272,0.297200138,0.315324492,0.280868269,0.442062323,0.404982767,0.283853593,0.299274986,0.257882958,0.278420757
"PLUSS_III",1,2111180,1,21,0.322096486,0.461171064,0.477100064,0.410293218,0.383515499,0.373262922,0.435006042,0.449977821,0.364121479,0.371523721,0.424971961,0.378925347,0.399249591,0.433054902,0.288187423,0.377843965,0.295676517,0.477938689,0.40591692,0.305939939,0.367319586,0.27051896,0.30722773
"SEEDWAY_9558_SBR",1,2111190,1,22,0.325477014,0.45745077,0.476501407,0.407082113,0.396889902,0.369294895,0.425042691,0.414250269,0.386079234,0.321726172,0.382917371,0.346079895,0.389801299,0.410713871,0.289724305,0.353214423,0.294745929,0.499093063,0.401970349,0.281897961,0.333456926,0.267638283,0.304970044
"NY1517",1,2111200,1,23,0.344153572,0.467429392,0.478565076,0.405669296,0.412914569,0.39209552,0.428635752,0.397878496,0.418786026,0.310698798,0.375650854,0.334774754,0.405655039,0.498197386,0.313094437,0.324004376,0.285474602,0.512744659,0.409596299,0.287303486,0.312072518,0.263804634,0.304224656
"SW5606",1,2111210,1,24,0.41749409,0.483878264,0.472564057,0.437518289,0.444866745,0.444620189,0.439587689,0.421244012,0.324998689,0.427568954,0.448639674,0.396096233,0.460010771,0.463333479,0.271700413,0.423665041,0.336505233,0.511290006,0.401937795,0.326768818,0.391562209,0.294071978,0.32145268
"EZRA",1,2111220,1,25,0.352256872,0.438722362,0.484591578,0.3969359,0.419270988,0.409380865,0.44607713,0.410264073,0.34327167,0.290724438,0.392640561,0.328235402,0.418930302,0.455571532,0.305577296,0.329170443,0.286275091,0.529732917,0.404384307,0.262475441,0.319418396,0.280317622,0.314439465
"FSG_421LH",1,2111230,1,26,0.418423457,0.483707253,0.466379933,0.44159402,0.448771435,0.460932933,0.418406459,0.384939087,0.330205714,0.364133061,0.437102453,0.359527183,0.454674764,0.445194044,0.263497556,0.384402634,0.325323515,0.526769263,0.423302541,0.2854877,0.334916296,0.331007413,0.311240125
"ONEIDA_VR",1,2111240,1,27,0.318373641,0.432821106,0.456375235,0.382221771,0.393907917,0.424054204,0.454716649,0.426507906,0.347411955,0.240349621,0.35571859,0.310732491,0.405253797,0.460532026,0.305752252,0.304669105,0.269077572,0.539648802,0.43073682,0.280207586,0.304340435,0.269836197,0.30550274
"PERSIST_III",1,2111250,1,28,0.347701119,0.471240405,0.478690726,0.404361996,0.408883614,0.4597168,0.467170685,0.445106262,0.327773656,0.279712922,0.370025634,0.344639012,0.410069637,0.452304866,0.299077278,0.328959028,0.258148348,0.556132197,0.442192185,0.312494531,0.342258283,0.26091185,0.310259136
"ONEIDA_ULTRA",1,2111260,1,29,0.333184275,0.464640222,0.479325663,0.381295047,0.390860745,0.454018319,0.456576201,0.427504018,0.338670363,0.288478058,0.352889771,0.349938266,0.405051813,0.4532558,0.318802178,0.303557305,0.266755384,0.553284975,0.42385445,0.296784253,0.306445262,0.230179042,0.288982004
"WL_349HQ",1,2111270,1,30,0.356131952,0.469499124,0.465811621,0.398174743,0.394126699,0.46298443,0.45629517,0.458280361,0.288132839,0.389239548,0.377831407,0.380702915,0.411695772,0.417059259,0.300629566,0.364507099,0.269304084,0.546839288,0.426409256,0.342606954,0.371234649,0.234313804,0.302623457
"FSG_415BR",1,2111280,1,31,0.33503294,0.483201503,0.482743014,0.413046503,0.401334551,0.473305162,0.469538849,0.429361344,0.358513446,0.318415663,0.342191099,0.356669552,0.418762275,0.43439114,0.352859965,0.313595265,0.28566946,0.569757081,0.447248442,0.314614993,0.341582929,0.250169888,0.28830489
"GUARDSMAN_II",1,2111290,1,32,0.335481563,0.465974943,0.477487092,0.405997482,0.38626338,0.440360214,0.487870184,0.410693865,0.377704228,0.333317772,0.347216606,0.371624751,0.428041507,0.443803564,0.345468776,0.312861983,0.288625302,0.568798472,0.439658965,0.300049043,0.325512097,0.331536903,0.306518755
"AMERISTAND_427_TQ",1,2111300,1,33,0.338901909,0.473023988,0.477984578,0.409485369,0.387652189,0.456958874,0.481816229,0.405886306,0.346140095,0.398974997,0.364220015,0.386445324,0.43119523,0.449664362,0.30168605,0.359920331,0.287705168,0.563909933,0.43232517,0.303305412,0.36548067,0.369785786,0.324164576
"LIGHTNING_BOLT",1,2111310,1,34,0.327456195,0.464838939,0.459371325,0.404345356,0.384429016,0.441877949,0.482087991,0.417299743,0.372698688,0.378883405,0.335720775,0.386600262,0.432619733,0.416128395,0.31769707,0.3553248,0.286821044,0.563617675,0.433390557,0.294266097,0.356786783,0.38564494,0.321984576
"VERNAL",1,2111320,1,35,0.32888463,0.461212512,0.46521789,0.392282323,0.3732909,0.438648714,0.46717145,0.39375933,0.420556955,0.295969202,0.308063941,0.353645369,0.4215513,0.445871169,0.349523649,0.308502053,0.288995127,0.572809489,0.44330036,0.332532,0.298523102,0.321868474,0.2800329
"REBOUND_6XT",1,2111330,1,36,0.351699714,0.482497596,0.46886188,0.414207648,0.376902917,0.43212512,0.446903376,0.408353257,0.354532286,0.440201562,0.365781286,0.416225184,0.439103577,0.432145994,0.304457763,0.438351006,0.315513922,0.553032153,0.424041129,0.320951256,0.422237349,0.423844555,0.321823216
"SEEDWAY_9558",1,2111340,1,37,0.320130487,0.46982814,0.473527621,0.396807579,0.359392896,0.457472528,0.459467833,0.405185149,0.413049176,0.264514102,0.303658444,0.326315538,0.44260496,0.46375742,0.345017616,0.38466164,0.290281747,0.565974091,0.460471192,0.323439119,0.334369549,0.398172938,0.313077961
"NY2003",1,2111350,1,38,0.378427461,0.507679944,0.457658969,0.434690142,0.399234474,0.466845103,0.472638,0.38731208,0.431200398,0.260118566,0.309126333,0.344260869,0.455592052,0.474970661,0.350728429,0.393429825,0.336495214,0.547101676,0.418415096,0.339451443,0.301939496,0.38070873,0.29055741
"LANDER",1,2111360,1,39,0.333912616,0.460173539,0.454310144,0.401614154,0.39065971,0.43437336,0.455519463,0.414411122,0.380463251,0.25224223,0.294657927,0.348267983,0.427096569,0.413841394,0.346160016,0.384918912,0.306646832,0.551080447,0.420398094,0.299067734,0.336739546,0.319725551,0.306230015
"NY1615",1,2111370,1,40,0.346070609,0.465129527,0.45830646,0.400254526,0.392068171,0.41007627,0.459531084,0.411324945,0.344939057,0.304149215,0.318242424,0.359940925,0.457099238,0.458297313,0.362742169,0.358923863,0.311758462,0.548219495,0.433566245,0.308837585,0.337598725,0.311357299,0.30896781
"55V50",1,2111380,1,41,0.402868169,0.481856458,0.437701249,0.417268693,0.397079084,0.437602768,0.458664219,0.421638836,0.317879146,0.41757251,0.360209603,0.40497738,0.458179332,0.477933914,0.326966849,0.425747247,0.35156642,0.540989441,0.41611834,0.299621043,0.380747619,0.294696748,0.316792517
"SW5210",1,2111390,1,42,0.377469957,0.489912556,0.461382226,0.421901871,0.426506115,0.474439454,0.450375448,0.402768724,0.315153121,0.447666622,0.351544132,0.415995718,0.472359919,0.460769354,0.309601161,0.446759813,0.390388759,0.559810511,0.418864977,0.303780552,0.408978574,0.325057768,0.3219393
"NY1614",1,2111400,1,43,0.335240275,0.48901674,0.454476378,0.394106829,0.382321464,0.439860856,0.469568101,0.415335705,0.362770155,0.398348525,0.309938602,0.3935218,0.46184831,0.493620734,0.35076493,0.381626978,0.321566885,0.578881864,0.432428305,0.308675524,0.328218257,0.287707758,0.313507763
"WL_358LH",1,2111410,1,44,0.370528558,0.481324468,0.455025965,0.419105251,0.393885657,0.426847495,0.45643132,0.400680582,0.311646299,0.50700621,0.365491576,0.428006664,0.455938783,0.492210312,0.324574007,0.448864889,0.356433824,0.547492916,0.413483685,0.331836849,0.379880022,0.304631793,0.307779729
"SW3407",1,2111420,1,45,0.372528595,0.484962414,0.459515387,0.416215147,0.396973523,0.481567332,0.465450959,0.432115949,0.314279456,0.51909386,0.372828679,0.452109204,0.483434534,0.489459695,0.293186114,0.449378651,0.354301993,0.54782889,0.402447918,0.34874987,0.429117563,0.293503132,0.326065211
"ALFABAR",1,2111430,1,46,0.364412547,0.488098271,0.460587937,0.405222462,0.36653498,0.441259555,0.492160079,0.453474225,0.33972625,0.382804677,0.314038986,0.437526238,0.459127905,0.529029173,0.333863921,0.397067932,0.301768975,0.576822001,0.458966012,0.296800472,0.37093378,0.296317961,0.333006467
"SW4107",1,2111440,1,47,0.381877846,0.484464681,0.474077598,0.414232289,0.35900926,0.429969593,0.4785761,0.450569975,0.39930102,0.406717354,0.341127595,0.476950226,0.463610335,0.515670007,0.3064354,0.438772886,0.312074128,0.563403704,0.443424702,0.338341018,0.414206689,0.304285301,0.3388849
"NY0651",1,2111450,1,48,0.372389822,0.494780283,0.463113066,0.406362858,0.339241598,0.418950036,0.443423019,0.42447549,0.365673267,0.324788286,0.318203888,0.460555935,0.451635267,0.519578794,0.331669138,0.386132399,0.304572356,0.575379062,0.456770395,0.305682712,0.361887823,0.290529498,0.323904899
"SW4412Y",1,2111460,1,49,0.371214887,0.466452424,0.449421293,0.410958356,0.327969393,0.444847545,0.408771535,0.420372549,0.375513867,0.367069643,0.351176586,0.48302846,0.47109361,0.504380585,0.308471787,0.435420642,0.346169036,0.558748712,0.463822229,0.351626348,0.421796068,0.328835588,0.335263904
"SW4602Z",1,2111470,1,50,0.331825719,0.466847239,0.462090459,0.429311927,0.356054349,0.436828054,0.391964046,0.386120058,0.362611917,0.355920294,0.350790255,0.468946135,0.461748824,0.49363303,0.291816812,0.430398149,0.35792111,0.557924597,0.488831445,0.332455424,0.410477406,0.319121382,0.325966363
"REGEN",1,2111480,1,51,0.34200737,0.481987103,0.446652969,0.391008725,0.308067475,0.428119691,0.37421453,0.384786528,0.348322585,0.290366369,0.306355126,0.430456047,0.46112683,0.521820915,0.342000558,0.359312265,0.31030341,0.562015819,0.499288849,0.306125274,0.377839753,0.2955107,0.335320526
"ALGONQUIN",2,2112010,2,1,0.380403601,0.446974076,0.461684933,0.424572315,0.457093692,0.470738563,0.406004662,0.390049336,0.406037422,0.218390319,0.31632991,0.27812132,0.40330959,0.416179085,0.337909641,0.412530541,0.332552011,0.414881149,0.326926236,0.33623769,0.325328163,0.26811008,0.285200166
"NY2003",2,2112020,2,2,0.360719852,0.429228298,0.458819658,0.457343347,0.478576931,0.478473236,0.40621132,0.396225174,0.444104104,0.25637618,0.335257777,0.302534655,0.420234807,0.430714383,0.340335636,0.387741845,0.377226791,0.437074822,0.304481193,0.349198692,0.302566647,0.307590133,0.290264659
"SW5210",2,2112030,2,3,0.41807178,0.449650962,0.457977885,0.435989482,0.460896483,0.466500809,0.417212112,0.425221472,0.374462462,0.308918086,0.382987522,0.360579138,0.491430024,0.392015999,0.393937199,0.413982541,0.415086888,0.527372596,0.336971916,0.312283733,0.429535307,0.286655187,0.300391442
"SW3407",2,2112040,2,4,0.426724088,0.459717028,0.478530677,0.433931034,0.467176163,0.475477242,0.419770183,0.428945288,0.385628088,0.349897292,0.393810599,0.367104072,0.518205089,0.363079739,0.389474973,0.400557653,0.424881807,0.495544772,0.332766157,0.323827945,0.434699435,0.28144761,0.304493327
"LIGHTNING_BOLT",2,2112050,2,5,0.349270085,0.415331395,0.437663026,0.405894346,0.445438372,0.459739473,0.389842301,0.403539207,0.393593847,0.27635217,0.359037663,0.338931056,0.564805163,0.390025708,0.370346854,0.370624533,0.417162961,0.490252304,0.34421379,0.293079594,0.386646497,0.306837121,0.318405185
"N-R-GEE",2,2112060,2,6,0.347100397,0.426221963,0.41601471,0.399796276,0.442928916,0.449151611,0.392914957,0.386611796,0.402105635,0.267118551,0.343909346,0.334332998,0.575018092,0.389127429,0.360890157,0.381375905,0.403620714,0.471962018,0.34007031,0.301372427,0.35967454,0.305014909,0.315727537
"SW5210",2,2112070,2,7,0.405458646,0.490783756,0.464570388,0.423728195,0.464257032,0.465117407,0.394543099,0.388500129,0.381055046,0.323140071,0.388656891,0.370925806,0.572413212,0.359159187,0.378261223,0.419879242,0.422747944,0.492282688,0.322710797,0.317207815,0.40894084,0.345553006,0.3269597
"NY2003",2,2112080,2,8,0.368992049,0.506685077,0.463335139,0.450416197,0.486108834,0.490528104,0.374580265,0.366474446,0.457737952,0.249258666,0.336810118,0.33124702,0.529618005,0.385562913,0.360203332,0.390000548,0.426668787,0.431714395,0.330732379,0.334179533,0.312561547,0.350824013,0.304007944
"LIGHTNING_BOLT",2,2112090,2,9,0.328696316,0.464460316,0.420233597,0.418228548,0.442700752,0.446028037,0.367574083,0.395845509,0.414193741,0.317999941,0.361114254,0.368605425,0.557393239,0.405030065,0.359505616,0.407147558,0.410403453,0.477957356,0.346698382,0.297378051,0.351083309,0.32272192,0.314830853
"SW3407",2,2112100,2,10,0.394220206,0.508391163,0.46704793,0.441170174,0.470040607,0.469082783,0.380591559,0.396640417,0.405475636,0.402348347,0.392506239,0.395646293,0.517039242,0.37544643,0.372244306,0.424158637,0.391616573,0.448595082,0.327706756,0.328545567,0.37732042,0.333734558,0.312138582
"N-R-GEE",2,2112110,2,11,0.334273069,0.472585161,0.414075216,0.412622042,0.440296509,0.451975848,0.359064282,0.395265831,0.44225978,0.302005098,0.336028294,0.338764395,0.471797581,0.393397676,0.361427153,0.430119534,0.366452496,0.450531485,0.359691409,0.281485607,0.336258619,0.326919228,0.320328008
"ALGONQUIN",2,2112120,2,12,0.375532929,0.478101699,0.425483033,0.420895049,0.452023468,0.448418197,0.35675263,0.395367211,0.459114194,0.255389267,0.331898798,0.336669951,0.366793822,0.362989688,0.324412711,0.415630837,0.341370313,0.445330655,0.362227279,0.307931903,0.304064206,0.314865595,0.295503555
"BORDER",1,2112121,2,13,0.396796053,0.478826981,0.44215463,0.439944834,0.456434416,0.474360408,0.375178305,0.410686757,0.419193021,0.357319372,0.396789973,0.409688405,0.397963542,0.475539552,0.269363432,0.388347955,0.321927127,0.492607745,0.382188326,0.299202665,0.369522768,0.335221705,0.310327953
"BORDER",1,2112122,2,14,0.387853127,0.477131471,0.451294655,0.441328027,0.458405461,0.482099496,0.363213279,0.425995889,0.415358032,0.362935841,0.408821344,0.415286935,0.444053443,0.502741176,0.294371098,0.376788298,0.323679258,0.555256204,0.426639127,0.284886194,0.354085461,0.310083307,0.299107772
"BORDER",1,2112123,2,15,0.375758906,0.462685669,0.449110756,0.431119525,0.446337985,0.464593878,0.367081673,0.418829538,0.410092264,0.362147674,0.411767926,0.40635406,0.440782628,0.491681481,0.316102806,0.388371241,0.342137696,0.507839135,0.435111715,0.275320971,0.360344466,0.31667566,0.300279483
"SW5606",2,2112130,2,16,0.40488226,0.498962668,0.465428112,0.429687627,0.441346246,0.479786497,0.384182016,0.41428126,0.404973744,0.374825189,0.413872733,0.394001652,0.463227637,0.432565287,0.309581365,0.395719833,0.404065898,0.522867393,0.407995503,0.29699382,0.375850942,0.328801288,0.293223493
"ONEIDA_VR",2,2112140,2,17,0.296569063,0.395189681,0.376854687,0.385759748,0.406835703,0.417869014,0.387425741,0.44212587,0.485260065,0.2298884,0.32429084,0.32133939,0.441005645,0.455524473,0.298619235,0.286018941,0.329613448,0.543553191,0.446591468,0.303561768,0.28487395,0.314686342,0.309309661
"LANDER",2,2112150,2,18,0.309151486,0.417436604,0.399442732,0.377126582,0.403985218,0.413321406,0.378386959,0.419192441,0.437333911,0.241884754,0.337447642,0.346020411,0.429809167,0.430890922,0.292732776,0.306003917,0.346090338,0.538926845,0.433655181,0.283787446,0.297277906,0.278334492,0.292618281
"WL_358LH",2,2112160,2,19,0.36383225,0.458620611,0.435641508,0.402929933,0.430982827,0.426433783,0.375896887,0.397492607,0.422874349,0.29607191,0.380621586,0.371196461,0.447416982,0.390169792,0.282863276,0.341859673,0.40156584,0.527070381,0.418907139,0.292509174,0.315768404,0.307387856,0.300629331
"SW4412Y",2,2112170,2,20,0.345349076,0.484908947,0.450315482,0.408026895,0.42718624,0.426790013,0.40463188,0.391898482,0.383545899,0.304961837,0.368037261,0.376874716,0.462246587,0.411737026,0.265845897,0.358922493,0.408429456,0.531989995,0.425878829,0.32261901,0.343141696,0.31365902,0.313987506
"GUARDSMAN_II",2,2112180,2,21,0.323158723,0.464150864,0.427280121,0.391715423,0.421182905,0.370341002,0.394850165,0.371179092,0.387961899,0.255018896,0.337305266,0.356329814,0.431304739,0.389692665,0.294795609,0.333688442,0.381932296,0.536145415,0.419855868,0.30022474,0.297880153,0.312026769,0.299401972
"SW315_LH",2,2112190,2,22,0.376656731,0.478787347,0.454572595,0.420897194,0.448395635,0.386122696,0.381843133,0.343192758,0.424115131,0.236148089,0.324320281,0.338184085,0.459293144,0.451715759,0.318039651,0.312834137,0.359262325,0.509037061,0.392954265,0.312469271,0.302237374,0.306831856,0.264668081
"SEEDWAY_9558",2,2112200,2,23,0.313470542,0.435960589,0.366245775,0.385089944,0.4188004,0.332369713,0.391765104,0.362509646,0.382651067,0.226531798,0.302601703,0.336409059,0.444452633,0.459633059,0.324172136,0.301142878,0.330153738,0.533426458,0.37973336,0.333238076,0.280789276,0.286547171,0.29649243
"LIGHTNING_BOLT",2,2112210,2,24,0.311464128,0.467050068,0.408100546,0.399415671,0.425134249,0.318020238,0.395895264,0.363670363,0.345627232,0.28870274,0.336464033,0.362203668,0.45454961,0.443931155,0.26656901,0.354175667,0.362224555,0.551226869,0.384493973,0.395525672,0.304144883,0.289928525,0.308744994
"PERSIST_III",2,2112220,2,25,0.295116044,0.464713717,0.41154302,0.410469987,0.444035477,0.323232735,0.387758231,0.369318153,0.377868221,0.256604271,0.32410616,0.340847565,0.449287009,0.454822387,0.304741652,0.336541609,0.344006133,0.546601758,0.379464036,0.349946265,0.309546836,0.295165333,0.313676801
"EZRA",2,2112230,2,26,0.300202076,0.488642501,0.422548423,0.410829885,0.426474501,0.314394511,0.396589494,0.37835014,0.376628103,0.25321373,0.332742568,0.342698892,0.45320839,0.466045316,0.300048859,0.348593718,0.350544367,0.544701724,0.365007174,0.32061375,0.293605512,0.291640274,0.306665398
"AMERISTAND_427_TQ",2,2112240,2,27,0.308487171,0.473234395,0.419903375,0.412707621,0.43605078,0.349777571,0.396290238,0.364729347,0.323315508,0.336972419,0.368457133,0.367138667,0.45003737,0.462414388,0.278487555,0.404317474,0.379684306,0.531658267,0.362550446,0.358980049,0.332793172,0.292907612,0.305553575
"REGEN",2,2112250,2,28,0.305448204,0.483468306,0.426076193,0.419364736,0.432580618,0.341061551,0.407711122,0.385191985,0.379666979,0.266253464,0.335824576,0.344670449,0.438879445,0.49336122,0.310438631,0.354154309,0.356484063,0.554022941,0.372336285,0.320206743,0.296415515,0.284237715,0.307927725
"REBOUND_6XT",2,2112260,2,29,0.323077313,0.492683273,0.435500469,0.427807227,0.437623929,0.355929097,0.390670691,0.347703632,0.299976126,0.370988247,0.383945604,0.39935642,0.452960269,0.481924183,0.337564307,0.404619066,0.38990321,0.548851467,0.347002609,0.403665814,0.368032641,0.288893645,0.303018612
"SW4107",2,2112270,2,30,0.289530171,0.500374331,0.427773153,0.434890268,0.440518934,0.364375083,0.405276687,0.365629032,0.323748944,0.329253331,0.370474832,0.377426201,0.445054504,0.468873698,0.323557789,0.397960456,0.39043653,0.545475417,0.347132993,0.372306181,0.352245874,0.277579258,0.309098611
"FSG_421LH",2,2112280,2,31,0.325850438,0.50574884,0.474413555,0.445039725,0.454207904,0.424017356,0.42031065,0.379846616,0.388266341,0.338315326,0.370978897,0.364536738,0.473118757,0.514613508,0.298116372,0.331449268,0.389572153,0.541833417,0.361834463,0.32105773,0.302963905,0.301247743,0.289420072
"55V50",2,2112290,2,32,0.30013211,0.505838305,0.442122322,0.440271355,0.446755824,0.386804516,0.432226516,0.377176792,0.338522849,0.34434233,0.353989535,0.367001168,0.438585913,0.45631358,0.291893113,0.337490946,0.364448007,0.541177252,0.339941604,0.340385107,0.328056228,0.268229726,0.298859461
"ONEIDA_ULTRA",2,2112300,2,33,0.299970449,0.467757787,0.395447817,0.399425888,0.410686144,0.354571643,0.429174228,0.369677956,0.386391953,0.28235383,0.316468212,0.345873495,0.424488309,0.469721714,0.30752927,0.310805716,0.323302754,0.549717943,0.33701974,0.317695032,0.298831922,0.264320972,0.300197646
"N-R-GEE",2,2112310,2,34,0.293462213,0.455151088,0.383044352,0.422118999,0.424989696,0.370383864,0.441345089,0.390660183,0.36236229,0.295702281,0.323466851,0.354184084,0.43665882,0.476415977,0.299433774,0.339570188,0.340641117,0.553798796,0.337104382,0.321933841,0.300279346,0.267352011,0.312201536
"FSG_415BR",2,2112320,2,35,0.294175155,0.488295841,0.42256439,0.435205822,0.440880657,0.384853842,0.423431242,0.399666696,0.376022225,0.311062944,0.32931613,0.370461733,0.448967439,0.478992738,0.286343165,0.37083256,0.348693488,0.563375981,0.335705569,0.330072846,0.311827038,0.259467271,0.309374901
"NY2003",2,2112330,2,36,0.327848613,0.50444306,0.449906948,0.454874078,0.464383241,0.394005056,0.431905206,0.424441493,0.415000883,0.288660946,0.333071819,0.354075391,0.442581286,0.503359834,0.306053876,0.293774869,0.35917956,0.536326978,0.342952503,0.332428109,0.283088586,0.257357182,0.260170147
