"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot22","sca_yld1","sca_yld2","sca_yld3","NDRE_131","NDRE_145","NDRE_154","NDRE_159","NDRE_162","NDRE_164","NDRE_175","NDRE_178","NDRE_181","NDRE_187","NDRE_189","NDRE_192","NDRE_201","NDRE_203","NDRE_210","NDRE_215","NDRE_223","NDRE_236","NDRE_238","NDRE_243","NDRE_259","NDRE_263"
"AMERISTAND_427_TQ",2,225,2,24,2.02,0.8,0.7,3.52,0.23960752168478,0.259880475718638,0.137470844186997,0.307044077793719,0.325326753342847,0.485465388101713,0.446977874237633,0.447069511,0.298535447352785,0.480695774026956,0.383851185,0.391617741600015,0.342022930684534,0.483932015429122,0.464861099772459,0.38280910294155,0.28609053866253,0.405379109818833,0.440807401008245,0.343886721797472,0.273266347950563,0.372656340921944,0.387655077717361,0.224233779773296,0.305453499379774
"REBOUND_6XT",2,226,2,23,1.7,0.72,0.58,2.99,0.201649894487191,0.233892428146775,0.11390441375494,0.332843780633599,0.347604777760161,0.431702685940556,0.446370245078226,0.427898330833209,0.326426839755209,0.510124303460701,0.389014135667499,0.388024439039134,0.3138739206492,0.458907381,0.453800262498509,0.335136120146751,0.277191693513726,0.362189015868282,0.455053031218028,0.364599048132184,0.267565642925067,0.343597557474015,0.358424027145105,0.205427268509188,0.321867969333062
"SW4602Z",2,227,2,22,1.68,0.77,0.49,2.94,0.199277542787342,0.250134957879189,0.0962295909308978,0.328076326178487,0.382193726547223,0.444009191673425,0.462669356673901,0.487144654760224,0.294872402355649,0.495298887470833,0.329466722331902,0.342186368063252,0.321314192415144,0.499001881369713,0.481364908512781,0.402952988424285,0.280303527522331,0.371604108309991,0.447561520054288,0.354508354417036,0.26818093000838,0.365575021435954,0.383681691854824,0.234004112892601,0.293442567338354
"NY1615",2,228,2,21,1.66,0.63,0.51,2.8,0.196905191087492,0.204655874628428,0.100157329336241,0.296580383734451,0.299386660324507,0.395735731437749,0.486975012748019,0.502511375607164,0.304810332426431,0.408141506067095,0.31137351608513,0.319581696147997,0.287367518574044,0.435172868568835,0.429051195582322,0.389341679840324,0.296637046125513,0.391652296880975,0.436114873063957,0.326191815627113,0.244743999811977,0.296509540965477,0.327490415774153,0.262624804523036,0.311204598376532
"GUARDSMAN_II",2,229,2,20,1.67,0.63,0.61,2.9,0.198091366937417,0.204655874628428,0.119796021362954,0.296803527723859,0.328282860313937,0.414963464545006,0.48263121384398,0.508104091678849,0.31073003552527,0.436942113918217,0.265090703669896,0.294342295273872,0.292986691136659,0.490776199809889,0.474358040429794,0.40850612101498,0.286524213025502,0.361634472124295,0.440876332317991,0.351090949820789,0.258608591439824,0.345508317222105,0.371554278666898,0.295234345829799,0.315034901307915
"SW4412Y",2,230,2,19,2.02,0.6,0.63,3.25,0.23960752168478,0.194910356788979,0.123723759768297,0.337253964235144,0.334979255853285,0.407982602611199,0.476321369820519,0.480068476680141,0.285591958302308,0.452171710030166,0.282635513004673,0.306530390477698,0.295307734789033,0.469985535197686,0.457716283908674,0.409071182,0.273266573849923,0.369970033886239,0.434216941999562,0.348506697937796,0.258034266,0.346537881089745,0.375164093034474,0.267004113413352,0.282703042371222
"FSG_415BR",2,231,2,18,1.75,1.15,0.66,3.57,0.207580773736814,0.373578183845543,0.129615367376311,0.314192700108322,0.315820516886,0.404094270311531,0.478863324096923,0.503594760797348,0.29265834818776,0.436379514412603,0.274648731139274,0.295825837063477,0.305763815370332,0.487707872445024,0.466309760799804,0.394124599122831,0.28954671002419,0.376128118363744,0.436681751553668,0.358255718954248,0.256201575632837,0.300215208801606,0.385150766188828,0.291861648916864,0.331985209308637
"LANDER",2,232,2,17,1.35,0.86,0.56,2.78,0.160133739739828,0.279371511397536,0.109976675349598,0.332102099567708,0.295149497191673,0.392243849689105,0.478634887,0.522549846620888,0.297023485630297,0.419316003645048,0.293123220658407,0.293847587764764,0.289994044753885,0.443294697886372,0.432576085841618,0.357612519653355,0.28443458317568,0.371007544,0.437811426938717,0.324254164031204,0.240137820832917,0.241808924025191,0.350129290932059,0.267158359904661,0.394514417531719
"SW5606",2,233,2,16,1.91,1.08,0.51,3.51,0.226559587335609,0.350838642220162,0.100157329336241,0.350331281540178,0.3599799164949,0.442085460299286,0.461764734,0.477799407349729,0.297381669463553,0.526334684514832,0.405250458176775,0.322747417640629,0.334464649815303,0.477662161778887,0.464982719894833,0.356858605866402,0.285794578475409,0.34339987926975,0.443807741784587,0.383609728913117,0.242151579757909,0.256557326000759,0.393090496472562,0.262214453,0.341332479162586
"VERNAL",2,234,2,15,1.28,0.82,0.66,2.77,0.151830508790356,0.266377487611604,0.129615367376311,0.419228298684371,0.327264150943396,0.383774151996565,0.479847239309389,0.527598061481422,0.294520061294055,0.360141324157868,0.316133483346424,0.339080214764974,0.284383355951391,0.388968730761883,0.375527142638843,0.323282156,0.279134598406714,0.389378744261104,0.431895123640854,0.307707877195543,0.208149672276742,0.264736015359655,0.348379963750206,0.31996231844662,0.345977372636069
"SW5210",2,235,2,14,2.04,1.32,0.72,4.08,0.241979873384629,0.428802784935753,0.14139858259234,0.328353658536585,0.340562470271127,0.422829858626338,0.480171952145949,0.504467209236598,0.303158895456109,0.474064516297972,0.400519031141868,0.317606435752149,0.322109106598905,0.461868134719303,0.439720169054063,0.380881420961581,0.277793067271285,0.368525559780313,0.440654945288091,0.329750623309669,0.250334854544165,0.284817927170868,0.378409183281156,0.30123923151711,0.295066075819895
"55V50",2,236,2,13,2.18,1.32,0.73,4.22,0.258586335283574,0.428802784935753,0.143362451795011,0.327095484417368,0.324344247132815,0.43938966,0.48357431314809,0.506332502503305,0.292949349539074,0.502273941367026,0.413814177180556,0.344682565955181,0.329445395744963,0.486534970786772,0.470689267777921,0.414125402079901,0.274709396654434,0.4055386805771,0.436681795,0.323123682268606,0.253814099641481,0.258961863874871,0.383420804169632,0.307899430454465,0.312644005699166
"N-R-GEE",2,237,2,12,1.54,1.04,0.57,3.15,0.182671080888397,0.33784461843423,0.111940544552269,0.313726076274604,0.297522990328207,0.414880810393906,0.485825507269065,0.517305693285036,0.292520374,0.418812714722641,0.303727801718546,0.332994262055201,0.296204927770857,0.458158494963004,0.442567252159751,0.418877070380076,0.265823879951372,0.418326556429023,0.435474082105961,0.282031941808982,0.226654769090038,0.250926665160302,0.38012940077992,0.305635829345681,0.317973539588846
"WL_358LH",2,238,2,11,1.59,0.9,0.54,3.03,0.18860196013802,0.292365535183468,0.106048936944255,0.321298174442191,0.331081998837271,0.46113146637406,0.467983158434481,0.485411085396797,0.293804922287894,0.475533795248869,0.333681948660614,0.344220555851408,0.322322918563361,0.479297721735151,0.453225654519307,0.403533361343098,0.280793624900183,0.402116993819074,0.437119615959019,0.300904591362407,0.23990204039097,0.252329895594601,0.386691272587466,0.299111129858153,0.326161155361146
"HI-GEST_360",2,239,2,10,1.54,0.99,0.57,3.11,0.182671080888397,0.321602088701815,0.111940544552269,0.309473458874064,0.340373791025844,0.411882066695291,0.470872973012751,0.49052433899392,0.280993604448556,0.424707404375026,0.29200861867663,0.323764614727711,0.295759291758738,0.447937702081797,0.426926192704049,0.399217520366898,0.296634819770434,0.406468808546355,0.43703537881455,0.309535367910605,0.256373960228515,0.287697145439482,0.378452970229188,0.299900380304567,0.308714989880525
"NY0651",2,240,2,9,1.79,1.07,0.55,3.4,0.212325477136513,0.347590136273679,0.108012806146926,0.314857793906659,0.345225939432377,0.382026938918309,0.474571494874022,0.510128874078994,0.285824614975769,0.414628634573488,0.262524206121761,0.274085455077553,0.277614705,0.425418845512462,0.415864518114281,0.36476201437222,0.283700130898547,0.406909642306573,0.428698146,0.287275899044963,0.248409965595451,0.302713715447767,0.358986114993943,0.300853250763031,0.303343643228657
"REGEN",2,241,2,8,2.02,1.16,0.72,3.9,0.23960752168478,0.376826689792026,0.14139858259234,0.309267109779122,0.371417869034406,0.393131211933273,0.481670363162298,0.516589372755137,0.308808205897989,0.417385071015586,0.257046369612443,0.286148332589703,0.318804095238267,0.441577561593586,0.427041742286751,0.355073114707947,0.293805393337759,0.42212352621657,0.432530881,0.291064331646637,0.245017773191148,0.28729602750191,0.35753051,0.312548384291437,0.27638700047493
"SW4107",2,242,2,7,2,1.2,0.68,3.88,0.237235169984931,0.389820713577958,0.133543105781654,0.327943638000394,0.38688243221817,0.442503061240717,0.477189525467394,0.478734554961682,0.296985240842277,0.44419466662468,0.305525246306871,0.33424471042033,0.380907280172608,0.470991217123301,0.463894732655526,0.347755022099459,0.274045475306216,0.390035239902413,0.437770164611815,0.311429890258491,0.255307520513188,0.253805829630187,0.343948407068789,0.306492881592124,0.272552819051496
"PERSIST_III",2,243,2,6,1.91,1.04,0.81,3.76,0.226559587335609,0.33784461843423,0.159073405416382,0.329601268976747,0.385873500343534,0.446544853139958,0.491168841629047,0.488219008322296,0.293415524,0.435966304256745,0.288709863832457,0.326341892274404,0.382418863527513,0.478557091066909,0.467452487560627,0.355810334911251,0.291128279,0.41959678,0.425294406866832,0.309827295681203,0.266739904790439,0.286736084958952,0.391313895421182,0.310484959925595,0.249236006833366
"LIGHTNING_BOLT",2,244,2,5,1.54,0.89,0.75,3.18,0.182671080888397,0.289117029236985,0.147290190200354,0.392887623967377,0.335217615,0.419954518709349,0.497878222829059,0.489689183051067,0.291710166682303,0.407351587577832,0.293827174,0.330721753,0.347426294064164,0.470869849868588,0.457615596681717,0.36447545669519,0.282760453210198,0.393747359526827,0.436955911690724,0.302703325954038,0.239981068089744,0.309693277310924,0.37991981106168,0.298459461866174,0.278076510848513
"SEEDWAY_9558",2,245,2,4,1.26,0.88,0.73,2.87,0.149458157090506,0.285868523290502,0.143362451795011,0.44448605601973,0.326165107552455,0.408014407709556,0.51621453939853,0.523613258164209,0.319193548791464,0.373988904983835,0.293453674023441,0.317529157491232,0.290674491804211,0.469186189422731,0.443140708829705,0.351505102066245,0.290512185602021,0.427619209096615,0.431027464272545,0.29718427780595,0.233003327558232,0.328510833270568,0.379143657462985,0.303133932509609,0.297445240582359
"ONEIDA_ULTRA",2,246,2,3,1.47,0.85,0.77,3.09,0.174367849938924,0.276123005451053,0.151217928605697,0.395638828255321,0.360861212409492,0.426771941542229,0.517858854612457,0.536778508264823,0.42349005066801,0.378943564605329,0.293980370928595,0.345939660424973,0.268946245941449,0.436059278757816,0.414589495454422,0.325356125356125,0.284617155423963,0.422217973415295,0.432072829131653,0.29781045751634,0.232370816489289,0.33152117697271,0.359721203549913,0.30901623337567,0.293818712259991
"SW315_LH",2,247,2,2,2,0.82,0.81,3.64,0.237235169984931,0.266377487611604,0.159073405416382,0.309347952476065,0.462151445483854,0.430436843025937,0.52492570981935,0.571684982,0.5004363136004,0.405941663524384,0.326813306821586,0.371816304207027,0.296477751356757,0.460419621078904,0.455249446848239,0.323632919848135,0.309383904,0.442984186267099,0.435190208795443,0.295588631465517,0.240710471831753,0.359317927170868,0.424773219091558,0.344752989502178,0.256201641902436
"ALFABAR",2,248,2,1,2.13,0.89,0.76,3.78,0.252655456033951,0.289117029236985,0.149254059403025,0.289145122420082,0.419534511917975,0.455460299285976,0.530599861224077,0.572258165481493,0.527515412251079,0.407794431875314,0.336497760417772,0.378162946118012,0.298470853494194,0.448170509766105,0.442142942369646,0.335089982857524,0.307194104389021,0.427874220656004,0.433679504458303,0.306731103731815,0.252117898905336,0.336636664909242,0.413380694743651,0.300679447325158,0.280530836556076
"55V50",3,313,3,36,2.2,0.89,0.52,3.6,0.260958686983424,0.289117029236985,0.102121198538912,0.362737244586979,0.4017816183077,0.434441741011084,0.477776814,0.495638842130844,0.382481647490104,0.327540273588068,0.324006929850011,0.427262527800663,0.342926387509247,0.338532018124223,0.316768609867348,0.368382415912771,0.411868175734667,0.409693442968585,0.444736291602251,0.416433823529412,0.252382482482917,0.269362029517765,0.324587184777253,0.251671324785724,0.261626569
"SW4107",3,314,3,35,2.01,1,0.46,3.46,0.238421345834855,0.324850594648298,0.0903379833228837,0.35524306847187,0.402276042492469,0.43698392252278,0.46479102062905,0.487711604010886,0.34454851924821,0.30554383423605,0.293556159381833,0.425929658387613,0.279160184101837,0.307277168054759,0.302056447645782,0.382382934148267,0.39616320726338,0.385704818471537,0.44107193056434,0.411343443627451,0.239158514221367,0.261921862138933,0.315621244576262,0.235453988250812,0.25229513535518
"ONEIDA_ULTRA",3,315,3,34,2.02,0.99,0.51,3.52,0.23960752168478,0.321602088701815,0.100157329336241,0.296835293179921,0.364313725490196,0.445778986371515,0.425102431988443,0.510177858697824,0.322945263004831,0.313172579395006,0.265878390331232,0.413494573335602,0.271393130268172,0.282882017319946,0.299049227890153,0.378456308895714,0.367457445727307,0.427519522466168,0.430787311,0.36104696520518,0.22497854238765,0.278440934588728,0.316652359573967,0.278824331368539,0.290996795499554
"SW5606",3,316,3,33,1.97,0.72,0.49,3.17,0.233676642435157,0.233892428146775,0.0962295909308978,0.383104997139937,0.430226864330638,0.464147384825788,0.428423176380969,0.488091223,0.310473436,0.336320858471594,0.342667284645122,0.473933250814395,0.318114945264017,0.322253357014645,0.326906515782356,0.314344197340367,0.353639179465042,0.391741281327937,0.436304485364273,0.407574320050601,0.263141539187462,0.320438671153276,0.334860081018709,0.278514171982234,0.299245255815978
"REBOUND_6XT",3,317,3,32,1.68,0.77,0.45,2.9,0.199277542787342,0.250134957879189,0.0883741141202123,0.335481399,0.399009037577295,0.426558211281268,0.433614725649582,0.483137458474403,0.318101885730369,0.305109926733006,0.299269865530718,0.456543463972327,0.333066061307963,0.330323259969369,0.318430422141196,0.291901248449639,0.367634140398181,0.384968266985713,0.429277214637538,0.416779575515551,0.265909445395244,0.314168054,0.329403087,0.266304744615824,0.290890568
"NY1615",3,318,3,31,2.13,0.8,0.49,3.42,0.252655456033951,0.259880475718638,0.0962295909308978,0.28659169550173,0.32786137096348,0.397048486872446,0.451439142548872,0.509280231461866,0.268876278295489,0.28242717760181,0.261240131803955,0.398726714,0.301064192264911,0.325412554124832,0.319516889706667,0.294488865466895,0.406493435462178,0.398417759,0.43409535,0.331905439595193,0.232428567499931,0.280275336417091,0.269392798215176,0.271537877095438,0.287082299
"SEEDWAY_9558_SBR",3,319,3,30,1.98,0.74,0.49,3.21,0.234862818285081,0.24038944003974,0.0962295909308978,0.276647926799881,0.33207969980445,0.386543421910532,0.437925920309535,0.516195693656669,0.272734292540696,0.291448093,0.275804728242795,0.390595959450577,0.350201402697829,0.322711533789505,0.30602553394583,0.312406937255101,0.414578718516695,0.391734066372777,0.441668599780296,0.339103041539892,0.23872704614436,0.274058249177948,0.270140056,0.248422983247956,0.287289232648077
"ALFABAR",3,320,3,29,2.17,0.85,0.53,3.55,0.25740015943365,0.276123005451053,0.104085067741583,0.291146346152043,0.351696131282702,0.415276147766487,0.423574358434407,0.519115706758987,0.317589767645495,0.277316491371709,0.293578802867231,0.432030421662181,0.316275883466081,0.325098795545219,0.324347469317609,0.318344381,0.402464964684999,0.388498601806587,0.445268553134073,0.371775560978702,0.276662946864728,0.341958614881032,0.300966042313087,0.25785462,0.316190072033253
"SW4412Y",3,321,3,28,2.07,0.92,0.5,3.49,0.245538400934403,0.298862547076434,0.0981934601335692,0.320146918164683,0.378606838962,0.438103302959464,0.395586547847754,0.506737993360994,0.300407775947612,0.321656742290933,0.349573783561301,0.446208686557569,0.336531618991646,0.348736220621325,0.346847296621221,0.36188457,0.388180795641099,0.357762450006373,0.447557693387009,0.405172491039426,0.285247728677357,0.344681838855726,0.288096718139311,0.23746190054382,0.305157803965093
"GUARDSMAN_II",3,322,3,27,2.11,0.96,0.55,3.63,0.250283104334102,0.311856570862366,0.108012806146926,0.311849865826297,0.358490169652767,0.409349108662118,0.385340713855041,0.513447741045675,0.314550318273326,0.294109529495559,0.316376075270719,0.430661063055024,0.309847669491653,0.328774209070131,0.329386017244519,0.356571585487248,0.391241606,0.389306354211009,0.444476311529729,0.373490058739013,0.264453167404114,0.315359844088426,0.298930860015239,0.243487303826532,0.309134050401515
"NY0651",3,323,3,26,2.08,1,0.52,3.6,0.246724576784328,0.324850594648298,0.102121198538912,0.319631520709671,0.354387515555107,0.424419120286621,0.35436328004266,0.51174195780137,0.291965682423794,0.296236013141873,0.288924033465184,0.413521753928186,0.318604122407509,0.324279242,0.314689554694516,0.362673423292353,0.396405126716895,0.381749144102085,0.444051634990914,0.367365672489012,0.247071500860705,0.270682836771072,0.309905640687648,0.214964829974612,0.323343239025714
"VERNAL",3,324,3,25,2.02,0.69,0.58,3.29,0.23960752168478,0.224146910307326,0.11390441375494,0.315845598470864,0.367331932773109,0.408659097053258,0.385104990665358,0.516429950086582,0.325720486599744,0.309848175381264,0.366790026488161,0.390279916713443,0.27961869598739,0.324756877369016,0.331379561539573,0.329655489964343,0.41155450642283,0.409482014,0.443305196145531,0.363383594278229,0.259620609150134,0.270532750872436,0.313405723073543,0.244341856467443,0.308352398398806
"SW5210",3,325,3,24,2.37,0.72,0.54,3.63,0.281123676432143,0.233892428146775,0.106048936944255,0.383443292601613,0.404457613233973,0.443519234133232,0.335854690164995,0.50371303410729,0.30005202183162,0.35746920563097,0.248896012152004,0.456144183,0.300601954594704,0.320362861853511,0.318494108436585,0.396383847626794,0.390032521904783,0.367536068763333,0.444962447638436,0.435874710099093,0.293347054626088,0.319418041224172,0.335881969226047,0.23795703073942,0.259983038197978
"EZRA",3,326,3,23,2.25,0.7,0.49,3.44,0.266889566233047,0.227395416253809,0.0962295909308978,0.313822544799843,0.335800301252576,0.368335798,0.333078429670922,0.520366405,0.327187290865309,0.28487687366167,0.284770958786498,0.3891098989143,0.280268527268378,0.312414440221605,0.310041091273704,0.387104828057321,0.393041664491332,0.407368000009467,0.43475008282883,0.357445709466582,0.240020726678506,0.258736440030558,0.292402813652387,0.211538595732028,0.314207389393049
"SEEDWAY_9558",3,327,3,22,1.75,NA,0.43,NA,0.207580773736814,NA,0.0844463757148695,0.28039157197302,0.333948787061995,0.385351684875085,0.304743914708069,0.513338710152475,0.309436032148106,0.319550476337807,0.290821486780686,0.37012870182245,0.32134123440053,0.346932633272243,0.327050429438349,0.398044736780585,0.392010045759389,0.387584144414542,0.440295162486987,0.367458349180189,0.26119291298124,0.257956365644849,0.322718734552645,0.221745422467184,0.326262758155426
"REGEN",3,328,3,21,1.95,NA,0.48,NA,0.231304290735307,NA,0.0942657217282265,0.306239626410105,0.337782622482955,0.387640220727383,0.294291320084821,0.510021362383121,0.293100401,0.287229239986593,0.261637218342167,0.392795775,0.285442097400424,0.338891955194203,0.328505684327751,0.386485206789955,0.383847955309929,0.396652871901449,0.435078676279255,0.359663714948345,0.273259400460561,0.279742411689388,0.341607108596863,0.238940208914947,0.326131487889273
"HI-GEST_360",3,329,3,20,1.73,NA,0.47,NA,0.205208422036965,NA,0.0923018525255551,0.325896109547506,0.424063606574705,0.423263362116947,0.342375199401315,0.508866088775397,0.291791099853019,0.29180532,0.258630705981418,0.415017075511439,0.282727856210729,0.329397347174164,0.322219760114999,0.387836608360008,0.379360274678784,0.356549142681999,0.438944196931001,0.404263992773834,0.277784116443425,0.312107970460912,0.340705442961498,0.271674522,0.292875771761992
"SW3407",3,330,3,19,1.8,NA,0.5,NA,0.213511652986438,NA,0.0981934601335692,0.382299950167395,0.455423603403626,0.431460490116566,0.399265691,0.495984368371018,0.291374550458142,0.344046683844478,0.329910628993568,0.432730537432418,0.266257671661021,0.339419596,0.349709870069518,0.34971188343428,0.364699307951181,0.36810160099855,0.438566938615155,0.408493042378242,0.300117673111911,0.338609625668449,0.302041192947767,0.27668664788838,0.276945518691906
"SW4602Z",3,331,3,18,1.85,0.91,0.47,3.23,0.219442532236061,0.295614041129951,0.0923018525255551,0.385668270177511,0.471762063315892,0.412207432851486,0.40857733240538,0.503095573444484,0.265813383274292,0.361191061006844,0.326611048605657,0.474126288475487,0.284021131208314,0.378267089345061,0.383173510676823,0.389268688630843,0.360702150091286,0.387378638441762,0.433341879556923,0.392527415060852,0.29828585158135,0.340208003816123,0.284513805522209,0.270960155767085,0.268093594263455
"PERSIST_III",3,332,3,17,1.82,0.9,0.5,3.21,0.215884004686287,0.292365535183468,0.0981934601335692,0.32899555717765,0.393010015326885,0.408988597872239,0.45736055493853,0.513170628,0.290027602909211,0.324644136500754,0.282916433745398,0.428952649044189,0.283208874804904,0.3516100364929,0.374100147158255,0.366564794795962,0.402138167299378,0.363475850838857,0.437547265427046,0.403479481978468,0.312410822452551,0.339774509803922,0.285653110559292,0.286224413543071,0.293409555831212
"SW315_LH",3,333,3,16,1.83,0.74,0.46,3.03,0.217070180536212,0.24038944003974,0.0903379833228837,0.321884640991739,0.388611595581629,0.424756770510313,0.452594622929142,0.519595374325189,0.303100472867859,0.30592778510977,0.26712331028887,0.404281869341816,0.287776481765589,0.36147175579001,0.372272286730428,0.381925943390048,0.396376595976553,0.369203939640372,0.438473440377973,0.37287871600253,0.264007659607727,0.312121965303407,0.276322541167807,0.277414345548593,0.278304633964312
"N-R-GEE",3,334,3,15,1.85,0.78,0.43,3.07,0.219442532236061,0.253383463825672,0.0844463757148695,0.282136181044426,0.346030865176259,0.407874624302276,0.447845673288658,0.518275231726492,0.299412341333414,0.296837737,0.32662567252331,0.424010132558039,0.2850486347456,0.350172419498175,0.364890301161566,0.359965849997159,0.414121525369372,0.371273415535722,0.430513543617753,0.395283315373563,0.269003194398007,0.318335592879918,0.281156407768587,0.264728430877835,0.280765723590474
"NY2003",3,335,3,14,1.93,0.82,0.53,3.28,0.228931939035458,0.266377487611604,0.104085067741583,0.382691709305128,0.40934966439406,0.473303277515386,0.449157723200941,0.516998807828887,0.321310774661482,0.307724908873806,0.387945646200258,0.416254071973786,0.275217823192288,0.340141599069715,0.362850704496595,0.363188601565639,0.426363088157396,0.39857731,0.438984016545686,0.407027725068522,0.262915456283643,0.307559205500382,0.279688423314531,0.270166426860761,0.254693127077821
"LIGHTNING_BOLT",3,336,3,13,2.25,1.13,0.61,3.98,0.266889566233047,0.367081171952577,0.119796021362954,0.329915675021802,0.365910496273981,0.438430100345085,0.459366618550673,0.499031758573263,0.314203708915783,0.33901754521664,0.367023655366152,0.440097967251496,0.290641730350542,0.355852279562132,0.385447137112558,0.371551740860724,0.411043737895818,0.332028388443566,0.438053773150234,0.464285940669371,0.313898984460298,0.31487067026753,0.307872796177294,0.297447642377271,0.247666536092794
"PLUSS_III",3,337,3,12,2.06,1.1,0.56,3.72,0.244352225084479,0.357335654113128,0.109976675349598,0.33832583504706,0.391581576026637,0.428604233258591,0.45164553493896,0.491711548028465,0.297546575208526,0.368320684804971,0.395281899599729,0.444460796307757,0.312506246610252,0.370025597027625,0.404237969341681,0.387688511714026,0.389300482573595,0.338754770889099,0.440904300970135,0.45285454699121,0.283869809826935,0.321738102023189,0.313605332543976,0.282411994357141,0.248251534242998
"NY1517",3,338,3,11,2.16,0.85,0.58,3.58,0.256213983583725,0.276123005451053,0.11390441375494,0.316785523391566,0.348574467522858,0.406993464052288,0.434469793460429,0.522975248458551,0.283940797902079,0.291594656024803,0.356956975019046,0.40056371949318,0.248546252912272,0.328008064363643,0.404218397084466,0.381151958,0.368098533948891,0.394501622871371,0.431590665,0.386048914189332,0.234626145431229,0.309535932824155,0.31909969467239,0.306255523216909,0.263635253409322
"NY1614",3,339,3,10,2.12,0.81,0.53,3.47,0.251469280184026,0.263128981665121,0.104085067741583,0.297772315525923,0.345656942022092,0.419253375316063,0.440517544053694,0.517713092634367,0.278903586953123,0.312603957181163,0.372035767,0.394408742209876,0.247791120493678,0.331593676806702,0.393908841427037,0.351053658570554,0.351387725501194,0.401362007168459,0.434264359199991,0.350879368449966,0.237366061800818,0.328126299446597,0.335851324788408,0.292548519686737,0.260928149806635
"NY0465",3,340,3,9,2.01,0.8,0.6,3.4,0.238421345834855,0.259880475718638,0.117832152160283,0.297467193535331,0.366394645679884,0.380350492183897,0.407468665964462,0.507714759383735,0.262154298401976,0.291567472813537,0.332929052771115,0.404834954714769,0.231898448472275,0.320956473235389,0.404200813452316,0.325001939525104,0.330537221,0.430365221030151,0.441213462,0.333898506300783,0.251190987947552,0.349744938881581,0.352600757950239,0.307571982129903,0.257420991926182
"ALGONQUIN",3,341,3,8,1.85,0.71,0.56,3.12,0.219442532236061,0.230643922200292,0.109976675349598,0.311703519284328,0.342000554938957,0.422266272283447,0.409212152563302,0.507362419543547,0.239820643767032,0.300040325959444,0.286262008713024,0.410104252124143,0.244682253667043,0.338176798447034,0.391173225989446,0.324087514,0.33615812152626,0.410141192091539,0.435869036256842,0.316922065162272,0.250999208275619,0.340946000267989,0.350760578203884,0.326677196,0.253930953624513
"FSG_415BR",3,342,3,7,2.06,0.85,0.64,3.54,0.244352225084479,0.276123005451053,0.125687628970969,0.314563520193903,0.377236668252207,0.450996453731533,0.397512082955476,0.488898431347102,0.256590299277606,0.319431483,0.361273743,0.449144465713861,0.235444110526003,0.358931675641506,0.420076745,0.338565114139793,0.349409179165517,0.386393436314793,0.431191802768466,0.34602440438541,0.298970216,0.373344178699424,0.362625693414621,0.32936343899895,0.24094755826859
"LANDER",3,343,3,6,1.72,0.76,0.56,3.04,0.20402224618704,0.246886451932706,0.109976675349598,0.311561688281243,0.342438560329792,0.464032409395226,0.409611341505249,0.483240008092005,0.239691203425596,0.292134557249024,0.315889712073931,0.42761182035819,0.235504903737072,0.337020203452644,0.387508399324286,0.329492939714127,0.344385015606193,0.369008403361345,0.44194754404494,0.348999314779675,0.262684452241072,0.377537258928083,0.352157631680123,0.29251748291806,0.281055566863424
"ONEIDA_VR",3,344,3,5,1.69,0.74,0.57,3,0.200463718637266,0.24038944003974,0.111940544552269,0.321803058861038,0.3327059880556,0.449579854650701,0.380942382823741,0.500460964348104,0.2528759924888,0.283214345567287,0.303732990850617,0.409275521174175,0.222852400637229,0.347071796359588,0.400202525763161,0.360482755557171,0.322402708,0.382031093919049,0.431938791036199,0.336219838150778,0.257915868790862,0.39410603421323,0.353745004851256,0.29976935931465,0.262101499423299
"WL_358LH",3,345,3,4,1.78,0.81,0.5,3.09,0.211139301286588,0.263128981665121,0.0981934601335692,0.326259677000498,0.411475873368215,0.473012101839925,0.378254800430398,0.488530392501531,0.269428776933421,0.324645314856712,0.36711234235063,0.472551363246577,0.250651922174368,0.391546903857176,0.43963015760377,0.338605033347907,0.333894397076885,0.340656272321268,0.44300957177042,0.390831752055661,0.247028717739403,0.416846426722378,0.379569612987421,0.278025186650232,0.301340389442974
"FSG_421LH",3,346,3,3,2.19,0.8,0.55,3.54,0.259772511133499,0.259880475718638,0.108012806146926,0.374792528202099,0.451232625125522,0.479336386622776,0.426934376730079,0.517166118929565,0.320993464052288,0.332690605622591,0.394598113514623,0.468461653563322,0.273164207,0.398714239794278,0.446427696732584,0.351172430330747,0.344584163,0.423385713907788,0.443283979824045,0.368824084051724,0.245590008351462,0.409330286062258,0.373146701817982,0.276981288890347,0.277206970468543
"AMERISTAND_427_TQ",3,347,3,2,2.21,0.87,0.61,3.69,0.262144862833348,0.282620017344019,0.119796021362954,0.310246800068315,0.385605676232757,0.451187761398152,0.486806171166428,0.512020189296924,0.409333719423072,0.338605428816826,0.355686817009975,0.43478068048452,0.272163761456037,0.347251175220479,0.411574216534057,0.367577034372287,0.35570718888942,0.385291218303967,0.43881170747869,0.377482737718743,0.258762015177371,0.413738634405926,0.333894215220335,0.234064207575575,0.277756876890601
"WL_349HQ",3,348,3,1,1.91,0.83,0.56,3.3,0.226559587335609,0.269625993558087,0.109976675349598,0.319628708,0.379365255536177,0.453701159295835,0.504922068338458,0.515643778762559,0.457707352159365,0.354665522525927,0.370454969,0.426615322950413,0.287496567170188,0.370875288645471,0.403313991337968,0.367344443,0.368320169452338,0.360237540373687,0.436517885842862,0.39341140551048,0.252778344673663,0.397761979442873,0.316273081781732,0.226740259219509,0.299069661160802
