"Germplasm","Rep","Plot","Row","Range","NDRE_73","NDRE_88","NDRE_95","NDRE_101","NDRE_107","NDRE_117","NDRE_131","NDRE_138","NDRE_145","NDRE_152","NDRE_160","NDRE_161","NDRE_165","NDRE_173","NDRE_179","NDRE_187","NDRE_192","NDRE_201","NDRE_206","NDRE_215","NDRE_223","NDRE_228","NDRE_237","NDRE_242","NDRE_257","NDRE_263","NDRE_270","NDRE_278","NDRE_283","NDRE_293","NDRE_299","NDRE_307"
"TMA_990",3,174,10,6,0.407067176,0.403771966,0.404806202,0.406960169,0.409547492,0.425993989,0.336673261,0.343143949,0.320027722,0.485046592,0.258942011,0.498586411,0.369633526,0.279790315,0.346871818,0.368466316,0.380955967,0.283107615,0.412203917,0.299779121,0.355407493,0.36173121,0.410523069,0.423563836,0.288472996,0.36876966,0.311465043,0.368445706,0.339947845,0.31548295,0.303307703,0.347571668
"NM1704PAR",3,175,10,5,0.447239,0.421632756,0.419100463,0.434159808,0.429648574,0.431662163,0.360681145,0.397824841,0.320398358,0.495882854,0.303940626,0.456817145,0.409928511,0.288734687,0.332511951,0.388409919,0.417692701,0.265956403,0.408350145,0.308757077,0.357457345,0.348516886,0.389351905,0.42075888,0.287678478,0.370483058,0.321086492,0.349091616,0.322116658,0.349037477,0.295786282,0.336198878
"MESQUITE",2,176,10,4,0.431786454,0.404935602,0.395266595,0.414167503,0.397410009,0.457223108,0.34193191,0.402248821,0.322700192,0.475199272,0.349045857,0.387140903,0.411869564,0.289290171,0.324293377,0.400181277,0.419186189,0.283832747,0.423870959,0.309745146,0.37036565,0.375667888,0.418083323,0.380953908,0.286911407,0.366682909,0.335844061,0.327874452,0.314148097,0.365517885,0.277081312,0.314422993
"TMA_990",2,177,10,3,0.422862634,0.405109642,0.392544054,0.402676238,0.399140196,0.433282988,0.338315798,0.381171733,0.311902099,0.48451387,0.314674806,0.368034656,0.366891617,0.26058209,0.333413531,0.379593041,0.391890545,0.281699901,0.418576237,0.292261385,0.348547865,0.380056258,0.407845134,0.417395983,0.311827578,0.365777962,0.332174458,0.36542055,0.310353038,0.327507164,0.274193077,0.331681423
"AMERISTAND_803T",1,178,10,2,0.432481815,0.402073893,0.405615603,0.418332477,0.401237577,0.434164793,0.362009742,0.406235239,0.327078521,0.475779545,0.392520397,0.3375513,0.393418287,0.308403799,0.342672866,0.401212209,0.408717529,0.313376241,0.431341949,0.332522533,0.357629573,0.377905501,0.401774075,0.404780326,0.330132566,0.381171057,0.319839926,0.386381072,0.291245628,0.363190441,0.284145938,0.329313361
"NUMEX_BILL_MELTON_FG2012",1,179,10,1,0.447264803,0.425024764,0.416767521,0.424121467,0.403949776,0.449435516,0.443707184,0.425102296,0.326968485,0.433499228,0.493929767,0.3375513,0.431747702,0.373949895,0.332586975,0.192131362,0.428216895,0.372116801,0.434675887,0.410064926,0.375211021,0.388863931,0.419120839,0.373863093,0.381613813,0.37486695,0.309646169,0.352152532,0.322651623,0.419462958,0.278715207,0.306185409
"NUMEX_BILL_MELTON_CA_2019",1,180,11,1,0.439112697,0.409083217,0.406600824,0.41200351,0.396796858,0.413436382,0.441282104,0.431500762,0.329354707,0.451357672,0.48183852,0.468125855,0.435167118,0.358426774,0.332747741,0.217177763,0.425767283,0.304642796,0.434355323,0.35270306,0.363018696,0.375071643,0.391221894,0.388795958,0.31322978,0.369868553,0.292472912,0.363574718,0.271450439,0.39541046,0.272529247,0.304163531
"NUMEX_BILL_MELTON_CA_2019",1,181,11,2,0.441184404,0.411753549,0.403580139,0.414947742,0.399290313,0.422267909,0.385471694,0.420128762,0.314807385,0.490002248,0.470362121,0.436593707,0.41802471,0.336717844,0.334736613,0.432226627,0.423117889,0.296594174,0.426111886,0.313478332,0.356467767,0.362428496,0.38922311,0.391419576,0.286820566,0.379989352,0.274393343,0.370922185,0.288760156,0.378582888,0.277136564,0.323649815
"NUMEX_BILL_MELTON_CA_2019",2,182,11,3,0.439721963,0.414441787,0.4024967,0.419067576,0.406059908,0.427945344,0.36669564,0.419132234,0.321065919,0.51086006,0.439057651,0.455357957,0.436696678,0.348020638,0.32896472,0.43603831,0.416616003,0.276085623,0.42950813,0.285416561,0.357542639,0.362421867,0.38494168,0.390261731,0.29246483,0.370122989,0.262336896,0.343727233,0.340177439,0.386182029,0.267323588,0.294496356
"NUMEX_BILL_MELTON_CA_2019",2,183,11,4,0.442721226,0.406202285,0.405297895,0.415789939,0.412242946,0.426111418,0.385793434,0.405517656,0.315597985,0.489254072,0.382762718,0.497218422,0.435674407,0.373287664,0.327220365,0.442290715,0.421923839,0.269834301,0.429976878,0.31507695,0.367709225,0.369151291,0.37367144,0.370051806,0.266227444,0.358117932,0.268705204,0.303199183,0.365415743,0.386398969,0.257484741,0.259739329
"NUMEX_BILL_MELTON_CA_2019",3,184,11,5,0.442904718,0.410921535,0.407741515,0.420365144,0.405243979,0.426456023,0.364191775,0.376040637,0.331554934,0.497029799,0.315826881,0.478499772,0.429545707,0.300266159,0.345996478,0.437944152,0.422301868,0.263333093,0.43584096,0.306463138,0.361497669,0.365219851,0.401095355,0.401455915,0.279829936,0.370656443,0.301196796,0.339561209,0.342006394,0.37192211,0.285388082,0.257502056
"NUMEX_BILL_MELTON_CA_2019",3,185,11,6,0.439777528,0.415905799,0.414047676,0.426930374,0.438664227,0.451953628,0.336337502,0.338368141,0.358821327,0.511067192,0.323337579,0.468992248,0.415626937,0.287497412,0.375981065,0.420722946,0.403567817,0.265520243,0.42986354,0.324572959,0.354994399,0.364041166,0.405795198,0.418730526,0.279374132,0.372264061,0.312752823,0.391733039,0.337667754,0.346699453,0.285819008,0.285209238
"NUMEX_BILL_MELTON_CA_2019",4,186,11,7,0.439600721,0.404297787,0.4036211,0.416255448,0.425513996,0.435528396,0.332793052,0.363964482,0.329273024,0.497554443,0.288208685,0.476174191,0.406967653,0.285931832,0.350298155,0.419546147,0.39001596,0.236212698,0.439398956,0.309003582,0.345459392,0.347908534,0.396552543,0.413846159,0.296779397,0.381031374,0.297998935,0.372095293,0.382336392,0.350020764,0.291388515,0.329309684
"NUMEX_BILL_MELTON_CA_2019",4,187,11,8,0.447859205,0.424682305,0.419622286,0.426790353,0.413237498,0.424261696,0.334635967,0.373181425,0.348248628,0.494042432,0.334465149,0.476014592,0.410244573,0.314504202,0.356007424,0.413976887,0.408883766,0.262166351,0.438106421,0.275266727,0.366949614,0.365646731,0.392667727,0.407484003,0.300756007,0.378724755,0.299761012,0.351152782,0.347783143,0.363639388,0.284484285,0.321446205
"NM170506PAR",4,188,12,8,0.44080219,0.409477296,0.411027882,0.423374615,0.42901918,0.425741002,0.340103645,0.360456315,0.335807213,0.495089552,0.289673238,0.436844505,0.390972557,0.298356943,0.353633022,0.45265531,0.40981962,0.276477425,0.450758496,0.288681102,0.343509105,0.342176472,0.413036521,0.434845734,0.30873527,0.37828375,0.331243409,0.34039572,0.350518416,0.364612029,0.292504264,0.336949879
"NUMEX_BILL_MELTON_FG2012",4,189,12,7,0.443115489,0.416483649,0.419949358,0.428184656,0.439065255,0.418692193,0.352340278,0.357928067,0.354620083,0.490924474,0.324690536,0.419151847,0.422499779,0.293989626,0.342815883,0.465090241,0.414405982,0.252818293,0.442353747,0.337129925,0.339798968,0.33938645,0.384950623,0.428831717,0.315132695,0.373975369,0.298901293,0.362285493,0.353026564,0.371061528,0.286883201,0.32228841
"AMERISTAND_803T",3,190,12,6,0.418809762,0.40417748,0.403277311,0.407779769,0.426291293,0.439734128,0.342369634,0.370012721,0.362353995,0.481276041,0.294402074,0.449498404,0.393244609,0.28636063,0.385228795,0.451294532,0.415316095,0.313567866,0.46690652,0.313303324,0.348181756,0.353136718,0.377376943,0.421836842,0.297900352,0.389089856,0.291332201,0.401264859,0.345273806,0.340203001,0.319269681,0.304152731
"NM1701PAR",3,191,12,5,0.440026656,0.403698097,0.405423337,0.423087159,0.420600191,0.436016131,0.388012683,0.361602165,0.332131046,0.498505896,0.300172472,0.449110807,0.414217015,0.310052139,0.341133969,0.4653886,0.417599052,0.257453327,0.431240437,0.331685171,0.349246139,0.356010051,0.384831406,0.378092438,0.273506497,0.364254071,0.302136274,0.339351993,0.345864863,0.367538395,0.289290618,0.255803709
"NM170506PAR",2,192,12,4,0.435560086,0.406706018,0.410961175,0.417863006,0.411558966,0.424507194,0.412441647,0.383169076,0.33340203,0.485564043,0.306885224,0.447765618,0.406266893,0.298017777,0.334941026,0.45877068,0.420161468,0.268378608,0.427195919,0.327194685,0.355624174,0.368824123,0.380940347,0.387926102,0.290850525,0.385401586,0.281990582,0.324471804,0.303537111,0.365898451,0.280397146,0.268304834
"NM1702PAR",2,193,12,3,0.448484575,0.413295024,0.417595005,0.420642502,0.418526061,0.438266645,0.418211804,0.445154889,0.316662411,0.47151257,0.399500701,0.431121751,0.420379204,0.395333664,0.313038818,0.460153078,0.421621399,0.284703443,0.423348743,0.312604828,0.352988416,0.359181571,0.411826448,0.385730149,0.310272138,0.364702138,0.282715172,0.312150498,0.325885546,0.3736255,0.276373205,0.296811475
"NM1713PAR",1,194,12,2,0.450193751,0.425799038,0.411328922,0.420600146,0.408860023,0.441155423,0.423948204,0.42136339,0.342467314,0.458798506,0.467592223,0.42747378,0.436352819,0.377762936,0.361589366,0.453450821,0.447173638,0.302206476,0.435890543,0.348277756,0.372266564,0.3844357,0.399243046,0.3661977,0.312560061,0.385318054,0.293195064,0.330123871,0.333673544,0.444031682,0.292952005,0.296041153
"NM1705PAR",1,195,12,1,0.433901988,0.417808741,0.412938937,0.417332271,0.406545133,0.442319434,0.415003494,0.35059335,0.363434493,0.492787202,0.391632341,0.440218878,0.384108614,0.318429324,0.364746351,0.323577177,0.424674998,0.292486524,0.459087386,0.376517119,0.350992858,0.372961013,0.398670812,0.412444568,0.356041904,0.379138987,0.372790536,0.370548541,0.252386353,0.378114556,0.279317246,0.315963526
"SW_9812",1,196,13,1,0.447289931,0.429612592,0.419432353,0.417942607,0.404648797,0.388848702,0.431293202,0.415168616,0.3367949,0.468835148,0.477973269,0.509302326,0.433255333,0.353479748,0.333228559,0.421590617,0.438366401,0.359355252,0.444200332,0.344027459,0.373936528,0.387535724,0.415771333,0.371391841,0.325169096,0.394455959,0.433946816,0.32810689,0.220532525,0.434602909,0.279896186,0.311719937
"NM1712PAR",1,197,13,2,0.423996404,0.4131227,0.407646733,0.416723491,0.406309379,0.412120324,0.413348023,0.342191317,0.355332579,0.47339633,0.404149637,0.500638395,0.383055068,0.328898869,0.319807229,0.457345965,0.412847865,0.293198327,0.444394732,0.323070228,0.33138075,0.347406484,0.400897389,0.409738707,0.314077341,0.378411341,0.3042042,0.332663198,0.24327644,0.354268048,0.286679565,0.323587286
"AFX_779",2,198,13,3,0.447465014,0.414050743,0.410794456,0.420263922,0.407504458,0.415722907,0.417575449,0.399227117,0.351007141,0.462560673,0.447213759,0.489147287,0.410423154,0.328308102,0.328146497,0.466451677,0.438908298,0.297612356,0.46368278,0.322473431,0.356466439,0.365309749,0.419298815,0.394280502,0.310488554,0.391788708,0.288105688,0.351295325,0.275181167,0.392780749,0.299141475,0.336341925
"SW_8421S",2,199,13,4,0.438176411,0.41204293,0.420181268,0.426668073,0.41666167,0.431541939,0.411174005,0.38249437,0.343051131,0.488902538,0.334550053,0.46495668,0.390186725,0.296325797,0.308750261,0.461977674,0.420289473,0.274188273,0.431471789,0.325795883,0.356027483,0.364274485,0.387028515,0.387397556,0.293953982,0.3882681,0.278986878,0.306700024,0.287922084,0.367238961,0.296630578,0.272134064
"SW_1011",3,200,13,5,0.440156588,0.423529241,0.414163961,0.425857457,0.409926237,0.404360367,0.366253481,0.381509344,0.358094619,0.466559349,0.270206362,0.442726858,0.393860637,0.322446934,0.319668964,0.455236427,0.415124069,0.267097962,0.441591332,0.309523231,0.3567868,0.383532714,0.372539121,0.365409909,0.284191987,0.380293576,0.32164806,0.32379672,0.304372629,0.352197606,0.291067169,0.257249119
"SW_9813",3,201,13,6,0.424732019,0.417925232,0.414945909,0.424607068,0.423728276,0.433180949,0.297260728,0.363345978,0.381126742,0.475686799,0.315047541,0.475421797,0.385934448,0.299919217,0.370554604,0.45857074,0.39983937,0.304163826,0.464439232,0.336298293,0.343882268,0.356601532,0.408111398,0.420759242,0.291971727,0.39037781,0.278957046,0.379773966,0.309832316,0.330285205,0.29879315,0.248858807
"SW_9812",4,202,13,7,0.412702938,0.414532014,0.421254462,0.425522964,0.439963013,0.436608828,0.32405922,0.336288069,0.388415242,0.487741124,0.282137106,0.511990083,0.368832031,0.320171313,0.367694642,0.444742351,0.392555518,0.312747741,0.471972035,0.327755501,0.333439295,0.335974463,0.417647814,0.432064729,0.310893171,0.409736968,0.311644634,0.360565539,0.312905361,0.329869493,0.304651666,0.301229845
