"","X","Germplasm","Rep","Plot","Row","Range","yld2","yld3","yld4","yld5","yld6","yld7","GNDVI_138","NDVI_138","GNDVI_145","NDVI_145","GNDVI_152","NDVI_152","GNDVI_160","NDVI_160","GNDVI_165","NDVI_165","GNDVI_173","NDVI_173","GNDVI_179","NDVI_179","GNDVI_187","NDVI_187","GNDVI_192","NDVI_192","GNDVI_201","NDVI_201","GNDVI_206","NDVI_206","GNDVI_215","NDVI_215","GNDVI_223","NDVI_223","GNDVI_228","NDVI_228","GNDVI_242","NDVI_242","GNDVI_257","NDVI_257","GNDVI_263","NDVI_263","GNDVI_278","NDVI_278","GNDVI_293","NDVI_293","GNDVI_299","NDVI_299","GNDVI_307","NDVI_307"
"11",11,"NUMEX_BILL_MELTON",3,110,2,6,4.65,3.74883212344444,2.7,3.4,3.8,2.65,0.0113383741374066,0.435672424,0.222640116485242,0.461167502,0.248563201135743,0.487413632,-0.0342756765546925,0.229346755,0.000893652955520684,0.397112138,0.157779709048852,0.323702384,0.184490657106122,0.396738611,0.0665295000049459,0.408452254,0.0382442175040371,0.420232611,0.129982099986906,0.302392818,0.167249448841402,0.395530106,0.0129120257133101,0.227534246,0.111431745776477,0.408214167,0.13643236053771,0.322109891,0.258517898905977,0.393619843,0.0376271206338065,0.317254565,0.151480635089283,0.373721339,0.325379139106831,0.458424841,0.18817884387082,0.345911637,0.130856554716449,0.413999531,0.278934432589318,0.434046178
"12",12,"NUMEX_BILL_MELTON",3,111,2,5,4.8,4.13858877077778,3.05,3.9,4.15,2.55,0.016265254117161,0.438049902,0.208122799617617,0.467923739,0.236920406021387,0.483345497,-0.0319296515286747,0.218602643,0.0105170632437148,0.387961048,0.151118828788216,0.342794577,0.180236708460387,0.396423061,0.0572656329393477,0.37327003,0.0368232847770825,0.425304011,0.129624281720242,0.319338238,0.154032390808271,0.411077629,0.00190972638033566,0.246569593,0.127361618743233,0.424392196,0.140576900453506,0.360488251,0.282542876514405,0.434147972,0.0564913973279416,0.307244041,0.172530440791574,0.401377824,0.328298675684984,0.468542813,0.187031920619999,0.369525401,0.122242192359366,0.422030597,0.264798951779569,0.447077289
"13",13,"NUMEX_BILL_MELTON",2,112,2,4,5.1,4.19483519411111,3.2,4.15,4.35,3.05,0.0348125431322697,0.427523926,0.237664396871219,0.463536499,0.26383366626605,0.49506121,-0.0291885351457576,0.257975023,0.0171933277545592,0.387212923,0.169415839322163,0.347826127,0.20131442743806,0.406979069,0.0581561805967187,0.388109413,0.0544450439681682,0.428170348,0.140549246732989,0.349826022,0.171005262331074,0.417088994,-0.00141981793559694,0.255121992,0.137337346581973,0.435347099,0.153373899208064,0.340714543,0.297094025505876,0.44032964,0.0533581806313357,0.310183319,0.168876275786752,0.418663243,0.326859589960446,0.470193019,0.19317104801658,0.3657832,0.126587405318192,0.422489426,0.277965203517286,0.447873102
"14",14,"NUMEX_BILL_MELTON",2,113,2,3,4.9,4.06166780622222,3.4,4.35,4.8,3.15,0.0404241520037214,0.412835036,0.235021549782076,0.443936664,0.275698343106227,0.472568428,-0.0303701434562589,0.304411495,0.0319394287835853,0.350665994,0.170680401296938,0.341881507,0.211732010098161,0.409877471,0.0744166179191704,0.453757835,0.0670944682713669,0.422960654,0.143594233115383,0.360267376,0.195913089320467,0.414530635,0.00624045743088225,0.272145003,0.150072247317879,0.439506015,0.1647341525034,0.365140392,0.305849192499253,0.459631904,0.0625120931464584,0.316351207,0.190492071379549,0.423466428,0.357321794835547,0.501704214,0.210406559315085,0.417120286,0.154264725075752,0.44047594,0.307897965005969,0.477747467
"15",15,"NUMEX_BILL_MELTON",1,114,2,2,5.15,4.67561825644444,3.1,4.3,4.45,3.35,0.0679635062996996,0.442971703,0.280303678401122,0.457205092,0.312295743764241,0.489937926,-0.0491167224777937,0.340793515,0.027234128806175,0.365807423,0.17479245142708,0.368254021,0.243545998012028,0.425632483,0.0694763417475469,0.441895656,0.0565067127549306,0.442323517,0.131140599527284,0.358177696,0.17753493601545,0.422759233,-0.02786736952701,0.331616411,0.119430952558546,0.441420594,0.142169313853865,0.36828601,0.301168477904242,0.455030578,0.0409046941686154,0.306821913,0.181913392890303,0.417394584,0.353442230592325,0.489627893,0.197985067433804,0.408485803,0.151423104073037,0.428788475,0.304304237272273,0.462973784
"16",16,"NUMEX_BILL_MELTON",1,115,2,1,5.9,5.17482203888889,3.5,4.55,4.7,3.4,0.110525984587287,0.424740824,0.323288628795224,0.501972396,0.358483209810986,0.524192198,-0.0484711186015642,0.417693987,0.0567361666425761,0.353178815,0.197177790792655,0.40152577,0.277140687377617,0.453699361,0.0603269934673462,0.363570701,0.0787465186666871,0.443595599,0.16929484409431,0.370992551,0.198895817005777,0.428560802,-0.0076914100175909,0.308502007,0.119339306905177,0.436466914,0.157860539443468,0.384358213,0.310835408724618,0.453906352,0.0464761503432908,0.357711885,0.194139330109824,0.42851468,0.344971042515623,0.484557683,0.206835748284961,0.40509215,0.181650267585634,0.438287497,0.318762172384123,0.487470212
"17",17,"AFX_779",1,116,3,1,5.7,5.54752962488889,3.75,4.3,4.75,3.25,0.118825136795765,0.438227197,0.344020551704917,0.516563116,0.343924901734333,0.522725695,-0.0610748538176327,0.521198638,0.0966243883298619,0.389750252,0.183447269529973,0.404035715,0.299387712823053,0.483077125,0.0622591468309771,0.335601948,0.0861381151299609,0.437411151,0.166447969385149,0.385964066,0.216500415960712,0.438115551,0.0060553838527729,0.279031561,0.14153565702785,0.443431829,0.186355733640425,0.376999003,0.267665360125737,0.42039857,0.0477693016592049,0.334095348,0.203018918286331,0.430050621,0.345109478301086,0.489085612,0.189716062197628,0.428105702,0.178987213749893,0.441228128,0.310743741772774,0.480824501
"18",18,"NM1703PAR",1,117,3,2,5.15,5.08179119244444,3.65,4.55,4.6,3.3,0.0859286602973367,0.423697101,0.310635490258587,0.513100536,0.314676082310207,0.508789144,-0.0546533866942695,0.442646789,0.103915634865319,0.385923623,0.169445652405343,0.379938104,0.267409617314084,0.4644665,0.0813765329196205,0.412371734,0.102646331770519,0.442182052,0.154986048065464,0.384514878,0.220609591109542,0.44052764,-0.00705774260705078,0.3279631,0.169241021401875,0.443253058,0.179402645524853,0.393677601,0.283433667840868,0.426422128,0.0447458807994859,0.336632999,0.190768754176945,0.450155784,0.37460891568142,0.518149962,0.214376251229125,0.454575485,0.168543681535585,0.437964596,0.314019296818826,0.490438041
"19",19,"SW_1011",2,118,3,3,5.35,4.85496419822222,3.55,4.15,4.1,3.35,0.067855078225065,0.408335393,0.279986085640325,0.479326857,0.28360066110293,0.491635514,-0.0194875658021699,0.363439605,0.0844493745731758,0.386995399,0.149406831076382,0.353075268,0.232234386028152,0.434441691,0.0718551102397736,0.417565752,0.0814951542687867,0.429070916,0.129834601611506,0.359608878,0.181403317733542,0.425814153,0.00141131091544515,0.297656404,0.148601234630096,0.438873361,0.139350971204125,0.371350856,0.247534331993286,0.411849485,0.0305916054168194,0.323500958,0.161042589715243,0.420988371,0.319313745600229,0.447303881,0.190145037351398,0.438725834,0.138500756138759,0.429439145,0.288376764089809,0.459288806
"20",20,"NM1715PAR",2,119,3,4,3.05,2.05091838211111,1.25,1.95,2.15,0.75,0.00256616399110106,0.442044067,0.189816521618765,0.422688641,0.171261735127744,0.412099465,-0.0349910350060161,0.346297401,0.00777355127180989,0.404932847,0.047788822613524,0.296965466,0.0843917215127003,0.374306779,0.041527544161652,0.333593884,0.0226218097278832,0.432694646,0.0456412534394238,0.369523953,0.0709518109738142,0.393188835,-0.00680122972249661,0.25894692,0.0657539851722196,0.437003448,0.0730168142245232,0.312295098,0.137250763194453,0.337343112,-0.0204106989255846,0.320202826,0.0878445934898674,0.390325113,0.242342234927365,0.360632315,0.0868507374898252,0.357147687,0.0316089767561448,0.382906385,0.161138447910821,0.355716167
"21",21,"NM1703PAR",3,120,3,5,5.15,4.71085543277778,3.9,4.75,4.85,3.35,0.0544306230620806,0.427059582,0.236417413198386,0.483808939,0.237791144382694,0.474898386,-0.0411812645725326,0.326250957,0.066825682770655,0.390557238,0.135185136330414,0.358122824,0.212409875747847,0.450805583,0.0554955079570263,0.341166454,0.0628599263671138,0.436593762,0.125998555137851,0.379973428,0.200841936892044,0.448130374,0.00951753698389709,0.272467732,0.163613270871006,0.450881484,0.164394753424492,0.389196452,0.288274611194907,0.462202006,0.0470040895196822,0.322256424,0.187021137817457,0.45251112,0.34545255438357,0.504415783,0.20491795214337,0.450079687,0.144672204266983,0.459707361,0.303557347052222,0.490933777
"22",22,"SW_9720",3,121,3,6,4.45,4.12806382144444,2.7,3.5,3.85,2.75,0.00405219978895504,0.445436508,0.20116877216143,0.448840673,0.219305571323925,0.474075999,-0.0295702890287776,0.268584122,0.0337733784889358,0.41654693,0.113895934711293,0.309173781,0.153600866082003,0.415952923,0.0554153368357262,0.341851316,0.0316770994229423,0.424441536,0.0977939971901302,0.308706836,0.149666643465596,0.410809325,0.0173064670559043,0.224948501,0.0989814657226941,0.418622038,0.110523509658886,0.337630914,0.207763880897925,0.381296813,0.0144985184875164,0.291255018,0.121862293864762,0.385867733,0.304150921389924,0.428488822,0.157580323199166,0.376864355,0.0994166746332169,0.401538217,0.239887724721561,0.405419332
"23",23,"NUMEX_BILL_MELTON",4,122,3,7,5.45,4.95441304322222,3.55,4.2,4.5,3.2,0.0560473818247816,0.427876469,0.268749122290426,0.501844061,0.287004431879869,0.522251205,-0.0332300510699343,0.310473206,0.0473830765725018,0.408262926,0.156275002463463,0.361948276,0.24827847963638,0.47994539,0.0327715658526797,0.317144621,0.0115558869504801,0.425244663,0.157705943606553,0.353174379,0.231346251629316,0.450231149,0.0107029006053313,0.212260672,0.173035083367556,0.430089362,0.155212584003241,0.381162472,0.298180349897251,0.44729106,0.0754755226299687,0.315570413,0.182313416989553,0.443536454,0.350760216279207,0.502243076,0.184866484640422,0.424071126,0.134638138996953,0.44155742,0.293514470717166,0.462918106
"24",24,"AMERISTAND_803T",4,123,3,8,5.3,5.13060314722222,3.95,4.9,4.9,3.65,0.0580397244711433,0.428402029,0.27146326687988,0.516750156,0.28664641175131,0.535877016,-0.0236255841209184,0.354163465,0.0747796119709509,0.413692452,0.169815708809084,0.360997598,0.261205370008854,0.479474315,0.0251613672633402,0.291245119,0.0193524985234133,0.423854638,0.179371105830856,0.374675743,0.230816537055991,0.459823619,0.0156982579896613,0.20766455,0.195946935773538,0.445908335,0.17187956807248,0.388152539,0.31653585479317,0.457969675,0.0964251374003284,0.332360949,0.19311731779177,0.460093843,0.356139004847129,0.516506414,0.213949431400202,0.448260086,0.155116444123034,0.461806689,0.290938872348977,0.470870786
"25",25,"NM1702PAR",4,124,4,8,4.8,4.33783351922222,3.5,4.15,4.6,2.8,0.0343275512347783,0.427769681,0.228904409241952,0.477768726,0.236176911848131,0.489533734,-0.0329791634639741,0.456071788,0.0797549067130968,0.421819438,0.096924280727924,0.391115545,0.212992099201242,0.444198106,0.0639578723683748,0.34661755,0.012031521691172,0.422856211,0.137169624217187,0.346259062,0.207651195671417,0.438860276,0.0314671546304217,0.201076752,0.16249963719167,0.422112967,0.131379289068202,0.357407501,0.266007889809197,0.427090027,0.0781968436608063,0.295854486,0.176438003781989,0.412543493,0.321383184763944,0.48811232,0.168324415717633,0.450140079,0.118665358907017,0.449602614,0.245092022807476,0.444737182
"26",26,"AFX_779",4,125,4,7,5.3,4.88853977922222,3.45,4.15,4.25,2.9,0.0702266787189752,0.433466352,0.272458225171057,0.495008673,0.285565826942329,0.50347008,-0.0342364048490731,0.431651075,0.0871963203701845,0.424706591,0.134524739361707,0.368368806,0.239553376526285,0.459200127,0.0640176047499387,0.350579814,0.0365520573972971,0.431352105,0.152220313255084,0.338701955,0.231652028712207,0.44449323,0.0220740087184025,0.24451603,0.174751242822115,0.432883921,0.143030117722304,0.350660047,0.255727148489888,0.394972139,0.0617541021537499,0.307577097,0.185890306409737,0.412034866,0.324791885294739,0.471804476,0.167265500169003,0.440070028,0.13842075207661,0.442533183,0.278779527476947,0.455371776
"27",27,"AFX_149092",3,126,4,6,6,5.79354103544444,4,4.15,4.65,3.9,0.0960256063873651,0.43828627,0.313594831665446,0.548092106,0.326996786535733,0.542014507,-0.0202409703218825,0.381372105,0.131182609966527,0.426941152,0.167673039964821,0.386608866,0.261471055903437,0.508661563,0.0797928191402978,0.38202716,0.101825209511533,0.429594847,0.16132310945997,0.373672345,0.261835741878764,0.472497544,0.0237157750212895,0.267011784,0.184410971182777,0.426380045,0.142207231287539,0.36999544,0.268277595797164,0.418069867,0.0511225181731497,0.315684669,0.209628308190546,0.442805013,0.348576445013944,0.502987064,0.230857235551982,0.450664789,0.177033642187234,0.47374663,0.32494285319447,0.503635535
"28",28,"NUMEX_BILL_MELTON",3,127,4,5,4.25,3.59956699677778,2.35,3.35,3.65,2.1,0.0186491995848792,0.440526995,0.198420878117297,0.446583218,0.215964362291648,0.446452681,-0.0666626569434106,0.391110668,0.0250765606368235,0.401230317,0.0619202206763834,0.337496781,0.160353384766673,0.402962926,0.0458724275191189,0.319604702,0.0150380906547743,0.429593596,0.0526487770027726,0.363322375,0.14194171483721,0.412550466,-0.0259522176169925,0.273319223,0.101455215162563,0.429284807,0.105640959591953,0.334687061,0.214311170819946,0.38360163,-0.00299724126399937,0.322928969,0.117923379574314,0.379555551,0.276707837642221,0.442185925,0.0975856151158743,0.390848294,0.0747583766124972,0.416793893,0.223767588937163,0.416835466
"29",29,"NUMEX_BILL_MELTON",2,128,4,4,5,4.44042595411111,3.35,4.5,4.95,3.3,0.0381126914187304,0.418479471,0.255034861494209,0.477345403,0.247447430065209,0.473488551,-0.0460271788685247,0.46404015,0.05540675845284,0.412749422,0.0904444966417652,0.355129904,0.194901070804315,0.430553754,0.0309642187856617,0.332196888,0.0376481129083228,0.432834571,0.109121559126268,0.393754908,0.196966876496498,0.443621214,0.00235413330086048,0.286316169,0.139459089519705,0.438254485,0.131818931527905,0.375628893,0.284097067873528,0.439571184,0.0474058114074457,0.320814117,0.195304522198707,0.432804782,0.344608939567242,0.507496453,0.178011498381056,0.441214325,0.140938589354655,0.451676673,0.289515529323647,0.481380936
"30",30,"AFX_149092",2,129,4,3,5.75,5.36625263422222,3.8,4.35,4.8,4.05,0.095246306026146,0.428836951,0.31804302654278,0.511434193,0.31864532901105,0.518160989,-0.0146274957406057,0.441369916,0.143309042671038,0.397064846,0.156519219517879,0.379686796,0.270829945432018,0.46554757,0.0842439900937009,0.434367195,0.1134060589239,0.438914322,0.155479206252054,0.389816894,0.241870916749372,0.455414671,0.0182517459456374,0.309128003,0.189368833939179,0.44685871,0.144188687516413,0.382781353,0.278195588242824,0.429260503,0.0547752397561517,0.34303067,0.214747690630854,0.442590798,0.344917968664771,0.502165999,0.235765569302357,0.474164279,0.181174993195491,0.471128186,0.317367450950731,0.505652933
"31",31,"TMA_990",1,130,4,2,6.15,6.24290404044444,4.75,5.55,5.55,4.8,0.0891623134782906,0.429997906,0.32939186330204,0.529485527,0.312368899491331,0.517343798,-0.0545447877333429,0.4916922,0.148036362121939,0.398387622,0.154316406587374,0.402250251,0.272164705386079,0.47276208,0.0931098564521572,0.438043577,0.125197977631562,0.445311422,0.182472950855388,0.396986849,0.25880510425788,0.467695056,0.0052113087371356,0.303768131,0.205044018926688,0.451288108,0.200949725289764,0.397673847,0.312109638077066,0.474633712,0.072860918391968,0.339302297,0.227266739204008,0.454993999,0.357112075223897,0.507447827,0.237862467366011,0.481408836,0.193673564022031,0.475137898,0.313815871540763,0.496122957
"32",32,"NM1704PAR",1,131,4,1,5.85,5.52151510888889,3.95,4.1,4.75,3.15,0.117234699647263,0.433346206,0.337254764413925,0.532859146,0.350635755673351,0.548689751,-0.0772813177081344,0.547383164,0.122748010789715,0.381764053,0.143103571156165,0.41415186,0.295726311183259,0.49327908,0.0741864866664556,0.390276276,0.0903000857241975,0.437731682,0.15898564557889,0.40710369,0.241683397721983,0.452121377,-0.0135433385423762,0.311911927,0.156872068870795,0.449769705,0.169095946476012,0.384737821,0.278650975814311,0.436601857,0.0344325549149517,0.376086345,0.200398894352106,0.428349224,0.323967306569788,0.491199332,0.171665957204986,0.44198609,0.164178793574333,0.444850054,0.289119150905106,0.482272635
"33",33,"NUMEX_BILL_MELTON",1,132,5,1,6.2,5.91450519888889,4.05,4.2,4.5,3.2,0.101600749366836,0.429762591,0.328215075280669,0.528209148,0.321409888399715,0.531083178,-0.0683141208754075,0.519278436,0.117513336342208,0.386592982,0.119055093341348,0.423822426,0.286122594830045,0.489254316,0.0779853442446913,0.349576155,0.0791647773694761,0.433406712,0.169045025488743,0.378983334,0.221163711916675,0.441172256,-0.0132989167305305,0.304017589,0.170601085256919,0.443888665,0.137848939127167,0.376843171,0.257377995594052,0.39379248,0.0271356152248639,0.41949573,0.176217906727399,0.406365646,0.327440631725153,0.458724322,0.155991988788025,0.417449854,0.157473888861087,0.422847914,0.255826547752231,0.439556081
"34",34,"NUMEX_BILL_MELTON",1,133,5,2,5.5,4.88959711044444,3.2,4.1,4.35,3.2,0.0607396302053297,0.431485658,0.2846124177952,0.478346086,0.258765573858647,0.479682367,-0.0697493309023613,0.55464666,0.102510137238754,0.396260551,0.0966983190628501,0.373601514,0.230075330150621,0.437678929,0.0825139477780605,0.359758288,0.0587081229455567,0.443034698,0.127023176052609,0.391729818,0.192999412963269,0.434573459,-0.0450004735559773,0.333724982,0.140705741060686,0.4486389,0.123793800484162,0.368599276,0.256857981162743,0.414129834,0.020960018801477,0.392406306,0.156873143263483,0.436748637,0.337909943528486,0.480557004,0.154347848970701,0.428901124,0.131982184667771,0.438104002,0.253103198949543,0.439182588
"35",35,"NUMEX_BILL_MELTON",2,134,5,3,4.55,4.35346583822222,3.2,3.95,4.2,2.9,0.0215951634787002,0.444308298,0.243484787140925,0.462674226,0.222083449039523,0.473534637,-0.0500950148350985,0.538676422,0.0878845629005156,0.41362207,0.0728643090326259,0.404912077,0.198043782135319,0.441173144,0.0760760264655739,0.344612315,0.0520141769236245,0.443144921,0.122953600719753,0.387594035,0.185907693609106,0.444649483,-0.0120104335571036,0.309741944,0.145235463247174,0.449908145,0.106976067951283,0.360162229,0.275090548262733,0.430473313,0.0423927788564909,0.340043755,0.171723390579154,0.444304522,0.334396805636852,0.490959178,0.166174663788301,0.438688142,0.126949736966934,0.442010234,0.250136607565692,0.449035328
"36",36,"NUMEX_BILL_MELTON",2,135,5,4,4.6,4.65365367411111,3.2,4.2,4.55,3.1,0.013779435799799,0.439739389,0.244532319937665,0.4679844,0.224309587346578,0.468106477,-0.0537280804389039,0.529459948,0.0808485567451097,0.412900658,0.0731270830140802,0.400789285,0.191360809849604,0.445927905,0.0426837573888554,0.326528215,0.0313724384190403,0.428104209,0.113366424432219,0.396063648,0.18722844046384,0.45027824,-0.00161721539659529,0.322534101,0.151088920907797,0.44413651,0.102444871369976,0.345905116,0.297601178777137,0.442709194,0.0579054571365965,0.328446763,0.194610124323995,0.446711062,0.343930157050428,0.505316458,0.173217344617559,0.394406437,0.127730501374491,0.425943296,0.242244787373141,0.428698245
"37",37,"NUMEX_BILL_MELTON",3,136,5,5,4.45,3.63197491077778,2.6,3.4,3.9,2.6,-0.00788702365574619,0.443549356,0.210777274676185,0.463255414,0.205270816186823,0.46464028,-0.0780056509275573,0.516309256,0.0334440085628457,0.392226827,0.0380263148999875,0.386489902,0.137380680221902,0.420178653,0.0468652866033569,0.289014898,0.00101807908236431,0.436055286,0.0529038468166732,0.373909428,0.113455775138811,0.409989721,-0.0468895499591527,0.289626098,0.102037387367846,0.439162049,0.0527571879467736,0.355971395,0.203780667929116,0.380352122,-0.00142698185828869,0.320127516,0.118720198316916,0.416000726,0.283321879992582,0.443963115,0.121621519396394,0.387909141,0.0845328579068363,0.411609484,0.205481005963289,0.397027252
