"Germplasm","Rep","Plot","Row","Range","NDVI_73","NDVI_88","NDVI_95","NDVI_101","NDVI_107","NDVI_117","NDVI_131","NDVI_138","NDVI_145","NDVI_152","NDVI_160","NDVI_161","NDVI_165","NDVI_173","NDVI_179","NDVI_187","NDVI_192","NDVI_201","NDVI_206","NDVI_215","NDVI_223","NDVI_228","NDVI_237","NDVI_242","NDVI_257","NDVI_263","NDVI_270","NDVI_278","NDVI_283","NDVI_293","NDVI_299","NDVI_307"
"SW_9812",2,215,15,4,0.459582149,0.462545458,0.465841352,0.469780249,0.506676338,0.515478235,0.320564925,0.435053939,0.531148425,0.519368179,0.445778532,0.573187415,0.408121724,0.446392782,0.487490045,0.452399563,0.445113372,0.377111802,0.461694635,0.214358174,0.444344989,0.448054051,0.462643599,0.462819551,0.326710951,0.461585833,0.457847856,0.526784487,0.410362404,0.453324262,0.448996426,0.52842079
"MESQUITE",3,216,15,5,0.452101599,0.455268578,0.452520031,0.457683055,0.489612376,0.48742084,0.270766041,0.427133486,0.493474455,0.504981845,0.426505108,0.573597811,0.405631939,0.417609681,0.46167219,0.434656939,0.441285311,0.350634839,0.452917155,0.258890709,0.437041338,0.435422285,0.451698438,0.452697528,0.322318466,0.437960396,0.469324372,0.474661157,0.393784927,0.437229665,0.420578561,0.473633757
"SW_8888",3,217,15,6,0.464191622,0.474835915,0.494029044,0.509457594,0.552858377,0.573097601,0.330251276,0.479962549,0.5577483,0.573117925,0.447700577,0.571409029,0.425924332,0.463921017,0.519687117,0.441805119,0.456379577,0.40608983,0.5087184,0.30369711,0.472916933,0.470102772,0.504480487,0.48598358,0.340187238,0.48672983,0.501975279,0.550336388,0.40190681,0.466964286,0.483052413,0.517953731
"NM1705PAR",4,218,15,7,0.44956225,0.456457867,0.454594803,0.459043153,0.500433573,0.518218035,0.361805614,0.426554862,0.5125153,0.528016392,0.334619727,0.584017328,0.405998648,0.448087864,0.507891921,0.414866001,0.448716966,0.389703053,0.524370543,0.288658308,0.467081328,0.453040445,0.502532939,0.506443261,0.342507851,0.4913286,0.486794116,0.525399915,0.393220522,0.451259549,0.439170418,0.451305448
"SW_1011",4,219,15,8,0.443808988,0.450279769,0.453272382,0.460801577,0.504307661,0.528379932,0.361324409,0.433616087,0.505758537,0.519555063,0.371799248,0.589580483,0.413270861,0.433974543,0.496446548,0.413873875,0.449546808,0.389735402,0.516348031,0.281823208,0.476398416,0.463985858,0.50217754,0.488507203,0.348306014,0.475111367,0.514596222,0.491706829,0.396097767,0.425225681,0.440170524,0.430341352
"NM1715PAR",4,220,16,8,0.461186628,0.464331198,0.472509257,0.471184607,0.493192752,0.540211317,0.273423479,0.44708742,0.481010019,0.494002601,0.39764296,0.581668947,0.411628999,0.41902439,0.455956915,0.428430356,0.442499297,0.335176223,0.457065951,0.244458008,0.365692332,0.365588977,0.48324047,0.421044321,0.281285483,0.425541629,0.494506298,0.478897829,0.388511935,0.440642165,0.416781328,0.433821265
"MESQUITE",4,221,16,7,0.451323514,0.451758081,0.452062288,0.454227107,0.486018437,0.536672981,0.32677558,0.431619363,0.501664519,0.521682547,0.426367466,0.57127223,0.399934641,0.419298992,0.479473576,0.422442035,0.44421439,0.370089123,0.486371074,0.273544906,0.403678607,0.393726658,0.465765784,0.49421728,0.327308369,0.450422927,0.457417427,0.507357616,0.412148641,0.439107344,0.450384636,0.454831704
"NM1712PAR",3,222,16,6,0.469263886,0.474925198,0.482756045,0.489465304,0.53191221,0.540393554,0.287942833,0.450282687,0.507968169,0.547123723,0.451962762,0.572663019,0.410634465,0.426837048,0.488160447,0.438470806,0.448743616,0.347679805,0.465579724,0.304464583,0.427640596,0.408956294,0.478060772,0.435075649,0.323701788,0.434063535,0.502199604,0.527001358,0.411650954,0.450882031,0.440687891,0.482574871
"NUMEX_BILL_MELTON_CA_2019",3,223,16,5,0.465506706,0.467373103,0.468440973,0.481422819,0.518770429,0.545144344,0.248247873,0.423962968,0.53079319,0.542854993,0.467962607,0.582421341,0.400471181,0.376531055,0.475862451,0.434591369,0.440118495,0.364605543,0.468211144,0.253455721,0.430139883,0.423517214,0.469699457,0.506522249,0.323477445,0.443087165,0.471528827,0.519629659,0.418858439,0.44447094,0.426319155,0.497594489
"NM1704PAR",2,224,16,4,0.453311931,0.474049129,0.478900723,0.485562606,0.525131007,0.533982943,0.281577254,0.437986019,0.533091174,0.534885486,0.468041697,0.578841769,0.410144889,0.39129695,0.497749657,0.448199519,0.443388422,0.383519507,0.471927674,0.211111959,0.438522834,0.44674931,0.482297356,0.461355567,0.304465606,0.452098211,0.457589991,0.550190325,0.441733571,0.446778711,0.441133415,0.528498962
"NM1701PAR",2,225,16,3,0.456997499,0.457720588,0.461820489,0.471488034,0.509966131,0.555247671,0.306515194,0.427292388,0.50948496,0.531755431,0.475457769,0.582786138,0.409138797,0.441135012,0.487161122,0.436103993,0.44891319,0.373823502,0.458280974,0.188806283,0.43158398,0.43696404,0.453309456,0.462327544,0.331102149,0.448010792,0.429018563,0.545369669,0.444940912,0.453259281,0.43066167,0.492685107
"NM1702PAR",1,226,16,2,0.454508937,0.458417092,0.459534395,0.474264286,0.508468775,0.521186068,0.295447444,0.433354101,0.495712253,0.528959134,0.524452631,0.589261286,0.403785713,0.443052157,0.4794004,0.331630143,0.441211517,0.35859639,0.466265018,0.202945556,0.427423096,0.438621338,0.493240973,0.461820863,0.344453337,0.440326456,0.44697788,0.548597934,0.436643289,0.443965839,0.435346228,0.489378911
"SW_9813",1,227,16,1,0.446144896,0.465727831,0.459609864,0.47388773,0.509448175,0.510329604,0.400412003,0.436536772,0.52353083,0.521474307,0.508482581,0.590674875,0.400625432,0.454727339,0.498486817,0.414593624,0.441847473,0.385058605,0.480013229,0.215420558,0.442155058,0.458410693,0.443903163,0.47893998,0.332001779,0.444370155,0.436248723,0.548520472,0.42895397,0.448786718,0.44615133,0.51088746
"NUMEX_BILL_MELTON_CA_2019",1,228,17,1,0.456533421,0.460010058,0.457398581,0.475711283,0.521695738,0.547732848,0.40507911,0.421178324,0.518748173,0.521429684,0.550166488,0.588349293,0.410865932,0.39105178,0.488794277,0.420283403,0.415896007,0.35832682,0.479707213,0.188772939,0.424816371,0.427312699,0.468502548,0.517565268,0.310934256,0.438761268,0.447615857,0.569426482,0.424225337,0.435848135,0.429062146,0.511259006
"NUMEX_BILL_MELTON_CA_2019",1,229,17,2,0.447711976,0.465340425,0.46580669,0.491220667,0.53759357,0.574149808,0.314333114,0.428030256,0.518572195,0.549535056,0.569700296,0.596830825,0.413377615,0.410316558,0.493742945,0.374658387,0.428559504,0.370680444,0.478203955,0.187170927,0.435786528,0.429847556,0.47340086,0.495983689,0.323151567,0.453789015,0.4351785,0.602341988,0.420920586,0.451661939,0.47514067,0.524287045
"NUMEX_BILL_MELTON_CA_2019",2,230,17,3,0.451021623,0.472790386,0.465600349,0.493878683,0.538359693,0.581950682,0.263239122,0.433545695,0.53040477,0.549148227,0.501091862,0.592339261,0.409249762,0.398432985,0.481895406,0.462179424,0.443958842,0.349893839,0.449198519,0.180330932,0.412391783,0.416283795,0.435282331,0.433116034,0.330302158,0.413988028,0.446741633,0.534334272,0.410043968,0.45165107,0.437445418,0.492864459
"NUMEX_BILL_MELTON_CA_2019",2,231,17,4,0.444455963,0.479365594,0.46973003,0.492485946,0.534970413,0.549146735,0.223194264,0.436445919,0.509803121,0.535356423,0.456871449,0.579297766,0.415257807,0.402177346,0.49082639,0.466969186,0.445165029,0.379402063,0.472978535,0.178972691,0.427124566,0.436395553,0.475724442,0.492901939,0.305567174,0.448554351,0.462281435,0.570314074,0.418278182,0.438400974,0.428743941,0.53288
"NUMEX_BILL_MELTON_CA_2019",3,232,17,5,0.433133105,0.479919431,0.483076876,0.509526744,0.557977865,0.593162301,0.260426266,0.419540561,0.538139597,0.577965019,0.475609219,0.583424533,0.39181501,0.404636913,0.513580989,0.449175675,0.43274393,0.414600981,0.493829201,0.274654482,0.445164634,0.432436028,0.526100703,0.579632931,0.335162781,0.478251763,0.488360013,0.578685617,0.392028652,0.446023205,0.439223632,0.523340928
"NUMEX_BILL_MELTON_CA_2019",3,233,17,6,0.437396026,0.494675468,0.512010455,0.539140081,0.589760862,0.63479605,0.247387161,0.439608907,0.583321521,0.5977506,0.458972023,0.581737346,0.415486331,0.433726778,0.559904908,0.449965684,0.441045458,0.461965663,0.530546258,0.330020698,0.459774298,0.453861696,0.543475055,0.567960632,0.35009825,0.517571082,0.479079258,0.593374989,0.397097699,0.473213955,0.49885875,0.567114291
"NUMEX_BILL_MELTON_CA_2019",4,234,17,7,0.45909873,0.458419778,0.445822375,0.467000482,0.500768575,0.526556041,0.260799129,0.429163274,0.501774195,0.536384142,0.448524468,0.590538076,0.401695847,0.384623757,0.48884066,0.452933145,0.439541693,0.391344166,0.487885171,0.296560974,0.418444068,0.401875517,0.48418121,0.521068748,0.324183905,0.46635804,0.482164346,0.502614792,0.38041219,0.44045741,0.436666353,0.505971194
"NUMEX_BILL_MELTON_CA_2019",4,235,17,8,0.459926155,0.455856571,0.458599277,0.467840482,0.511514152,0.539268165,0.267017182,0.432901451,0.515833423,0.536378641,0.444081323,0.607159143,0.412053244,0.392689421,0.496566456,0.443123146,0.445578105,0.381115971,0.481527855,0.264040985,0.445014549,0.417424873,0.496385866,0.511746953,0.323074895,0.462771842,0.471891886,0.508050418,0.40097116,0.428160332,0.42917228,0.492972458
"SW_9720",4,236,18,8,0.426332959,0.460313341,0.45654056,0.4761955,0.512397796,0.573671272,0.256358186,0.4411533,0.531754938,0.544172404,0.4969561,0.578248974,0.421279912,0.391052496,0.50611186,0.475723676,0.450445201,0.381742772,0.487373179,0.281739378,0.424167643,0.38655355,0.495933311,0.55604557,0.31754142,0.43517537,0.507906448,0.48845017,0.38295933,0.452059789,0.446201593,0.499656654
"NM1701PAR",4,237,18,7,0.437308673,0.484598005,0.481461794,0.508108297,0.542978939,0.618916764,0.266987059,0.456234474,0.556050548,0.569689629,0.470391784,0.544049248,0.415367918,0.409741805,0.515589166,0.462645128,0.437187824,0.421151376,0.504750701,0.296883674,0.404607367,0.401632767,0.542860175,0.571702861,0.326938294,0.468980085,0.478889293,0.520720213,0.340652306,0.465456872,0.463372823,0.543889427
"NUMEX_BILL_MELTON_FG2012",3,238,18,6,0.441607806,0.522494782,0.525240597,0.557664194,0.601334574,0.585326868,0.259129393,0.500415564,0.604502955,0.630670155,0.438732232,0.54619243,0.41340158,0.458129897,0.561952196,0.463046118,0.448711592,0.471836847,0.5347435,0.303597737,0.427592864,0.425849348,0.44558239,0.582926105,0.319870406,0.491495126,0.491376864,0.590315818,0.351529205,0.472980791,0.497370653,0.587856411
"SW_9812",3,239,18,5,0.433774932,0.499060801,0.498703016,0.531996573,0.57398314,0.586723747,0.230926513,0.479643303,0.608156628,0.620220631,0.396234207,0.552120383,0.394962538,0.485335715,0.567066965,0.435615026,0.442602794,0.504509379,0.545075868,0.266413292,0.483469335,0.475161897,0.560889939,0.616884057,0.36798976,0.533685738,0.493608642,0.603989396,0.352803559,0.491452075,0.501168783,0.567272188
"NM1705PAR",2,240,18,4,0.427849413,0.488044813,0.483894331,0.515634575,0.559135577,0.612939156,0.230132665,0.461894807,0.585851794,0.606620315,0.374857289,0.530620155,0.408722323,0.479086745,0.557928047,0.439733277,0.443362511,0.478374827,0.538657373,0.229027934,0.470942043,0.468341015,0.563173468,0.572192332,0.324080265,0.49999621,0.483680018,0.605123398,0.351830447,0.47595061,0.482291776,0.594731002
"NM1713PAR",2,241,18,3,0.471040009,0.483327326,0.47181284,0.50012148,0.536874808,0.638920348,0.243089901,0.441402834,0.542947985,0.551671508,0.453863752,0.493593251,0.41652532,0.393330108,0.470519889,0.465001173,0.443971802,0.354080763,0.429588585,0.188897084,0.407383368,0.397078433,0.55011118,0.431140675,0.29526672,0.41873131,0.494139982,0.506923626,0.351653323,0.46730851,0.409309614,0.490818607
"SW_8888",1,242,18,2,0.443319899,0.487889273,0.484714061,0.524444941,0.573128241,0.567127045,0.325441469,0.464278275,0.584191734,0.600560826,0.503759938,0.481440948,0.420846961,0.483945481,0.551805655,0.452525219,0.452682634,0.429148996,0.529471132,0.218513081,0.46420281,0.461945134,0.521887825,0.555323319,0.323629427,0.489051077,0.445317477,0.615282439,0.367977414,0.455770836,0.463329213,0.553609927
"MESQUITE",1,243,18,1,0.446201285,0.468704688,0.456725909,0.483809104,0.527392985,0.545815001,0.402848999,0.448603044,0.545834448,0.555524086,0.503745899,0.483492932,0.400431298,0.432995082,0.507402643,0.438049845,0.425788457,0.387700324,0.491478715,0.205711961,0.437465677,0.420503227,0.495107408,0.540914621,0.29694801,0.449077108,0.448485002,0.567810744,0.391237092,0.45623684,0.442691362,0.527299123
