"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot22","sca_yld1","sca_yld2","sca_yld3","NDVI_133","NDVI_159","NDVI_164","NDVI_168","NDVI_171","NDVI_175","NDVI_178","NDVI_181","NDVI_187","NDVI_189","NDVI_192","NDVI_194","NDVI_196","NDVI_207","NDVI_223","NDVI_231","NDVI_236","NDVI_238","NDVI_243","NDVI_245","NDVI_252","NDVI_258","NDVI_259"
"FSG_421LH",1,123,1,26,1.61,1.68,1.14,4.43,0.367076146999717,0.217421996925012,0.175427404609869,0.529252678772504,0.494727447412869,0.473097526990893,0.272928280430259,0.358383132545456,0.405589549735752,0.400715318639838,0.517549563361783,0.515943134045762,0.560059902925808,0.49035816151474,0.573638730387418,0.482032556513692,0.358000408496732,0.446498037399865,0.465440519185797,0.455341404238463,0.507179417989315,0.333341305871007,0.49506487556305,0.407360182541512,0.420826135384486,0.323055306681496
"ONEIDA_VR",1,124,1,27,2.01,1.87,1.49,5.36,0.458275189732566,0.242011389434389,0.229286695498864,0.53865204782364,0.509404236002701,0.471496372249205,0.2941344998388,0.354813352402272,0.405935625111303,0.411452532148167,0.53219819739159,0.52818953379224,0.575415127543909,0.499381939522797,0.585590114392026,0.496278107807412,0.437950513538749,0.466388788370213,0.498869055032034,0.469491763865996,0.515508400614509,0.363355587055915,0.50621702775403,0.426916006076835,0.439399785637728,0.351348340241074
"PERSIST_III",1,125,1,28,2.2,1.94,1.4,5.54,0.501594735030669,0.251070639306264,0.21543716355598,0.557088075016294,0.496305276612182,0.469255470304064,0.294447668454527,0.351031583519484,0.42568163814226,0.435206189508209,0.553019816754708,0.542219180225282,0.584775364028222,0.51785921024341,0.591774405540495,0.503354969221287,0.413254843604108,0.494726120113117,0.508795715886919,0.482240676388349,0.520422462849153,0.364256437038092,0.523920387013366,0.439348809164908,0.442068943706515,0.354538322116177
"ONEIDA_ULTRA",1,126,1,29,1.73,1.59,1.24,4.56,0.394435859819572,0.205774389946887,0.190815773435296,0.507865281314241,0.500689960379977,0.4755249745158,0.271274070166183,0.322010892094681,0.386104407312565,0.38049619688893,0.523090441363426,0.522478358364622,0.569670569649661,0.49507412000945,0.577286675798151,0.487222924775167,0.414300449346405,0.485570134486543,0.510061023703765,0.460632644276701,0.511167755991285,0.345865653229277,0.513152999696948,0.421105031836203,0.423322825378812,0.338378344050171
"WL_349HQ",1,127,1,30,1.76,1.76,1.18,4.71,0.401275788024535,0.227775425350013,0.18158275214004,0.545155626316176,0.493812070282658,0.456339269652815,0.308372314546147,0.369292292338877,0.462236780749503,0.4658234521193,0.570438863521055,0.539168231122236,0.583517688519082,0.502714215047264,0.57787058405204,0.489519857917139,0.394171455308447,0.528137336806067,0.524983879225649,0.452593709848612,0.510246096909661,0.341129596848155,0.523211030142607,0.424019223607441,0.384699997898409,0.325203112919376
"FSG_415BR",1,128,1,31,1.92,1.78,1.35,5.04,0.437755405117675,0.230363782456263,0.207742979143266,0.540708651461606,0.488041540726963,0.450845480340063,0.324995750168528,0.357131241209564,0.424124064506895,0.429853256622214,0.538373324976871,0.530671542553191,0.57516301744905,0.503081148121899,0.577409117046754,0.502746887501426,0.409059964030355,0.510394822469126,0.528004068246918,0.452379947971595,0.509126970935966,0.359080882823939,0.519175163862071,0.430453339008199,0.426448101212618,0.344183427047289
"GUARDSMAN_II",1,129,1,32,1.79,1.77,1.36,4.93,0.408115716229499,0.229069603903138,0.209281816025809,0.514198029561656,0.498668640254318,0.451733675121425,0.314951786394677,0.362063564855118,0.404730136305366,0.414963449608778,0.53151927132409,0.521343085106383,0.565129141111421,0.492871288007957,0.564872205812469,0.498324497400369,0.402590837975757,0.51426191405718,0.533960694369491,0.454685410126928,0.508483595096413,0.371502084996895,0.508807716635041,0.423720938480909,0.401968664779502,0.333575040876079
"AMERISTAND_427_TQ",1,130,1,33,1.66,1.78,1.17,4.6,0.378476027341323,0.230363782456263,0.180043915257497,0.53141436105822,0.490605605439365,0.439171163878395,0.317784811981594,0.387021402524009,0.461808027504228,0.464105149926045,0.566579105909061,0.543406862745098,0.575472825659611,0.507369534159045,0.578093306288032,0.516987552438987,0.386863183752248,0.542489616793022,0.561579420759129,0.456723393980116,0.509628979286574,0.362573516253652,0.51900260903793,0.416325997387197,0.389948511022844,0.322499896800826
"LIGHTNING_BOLT",1,131,1,34,1.99,1.96,1.41,5.36,0.453715237595923,0.253658996412514,0.216976000438522,0.576376949298522,0.495703927239197,0.461169574863585,0.316177496409625,0.377041749575094,0.456842173136088,0.474943109199165,0.564443399886591,0.543110528785982,0.57880395641669,0.503722648479682,0.565354869969531,0.498699851878676,0.407517217177699,0.542855504775009,0.549639807934465,0.469527121389867,0.516315806587975,0.371671711862903,0.513688283662611,0.427213818297895,0.411603303700902,0.345654334131843
"VERNAL",1,132,1,35,1.78,1.51,1.2,4.49,0.405835740161178,0.195420961521886,0.184660425905125,0.551296611347086,0.499372115996157,0.458568915678594,0.29872197309417,0.359466782493588,0.364635415707154,0.371796177788524,0.505659951242129,0.530994472256988,0.563562294039015,0.491379973676217,0.559096448029648,0.504055961761253,0.432813820531941,0.517934765612784,0.553002476925844,0.472783795371485,0.507916594154864,0.373073539562309,0.513388208881568,0.432540980214817,0.4296639556144,0.3396578668232
"REBOUND_6XT",1,133,1,36,1.7,1.82,1.21,4.74,0.387595931614608,0.235540496668763,0.186199262787668,0.60668738045815,0.479431140044951,0.440311656772801,0.338187520150063,0.409512187538863,0.509056575965808,0.506559033120618,0.577560062076581,0.56265931372549,0.584264647802249,0.504190347636639,0.563896892949897,0.530058923269321,0.375720489538097,0.559547114965072,0.566953242835596,0.470219665235361,0.517026679741209,0.357052500849681,0.521643693896105,0.419959684808503,0.373783914423218,0.312029354728317
"SEEDWAY_9558",1,134,1,37,2.08,1.87,1.54,5.49,0.474235022210814,0.242011389434389,0.236980879911578,0.586515208828517,0.503981355388005,0.458550698566889,0.279987983235148,0.380575980392157,0.431058442794594,0.463750273539562,0.557373506229341,0.567493481435127,0.5846013739072,0.517151631737032,0.565034491540953,0.565697591079525,0.430916933514644,0.533383722373036,0.559541561155161,0.494311520788933,0.511366695932104,0.388198804425985,0.507691960158753,0.437852063345688,0.40854100780097,0.335817099309359
"NY2003",1,135,1,38,1.79,1.65,1.19,4.63,0.408115716229499,0.213539461265637,0.183121589022583,0.546561679987604,0.499018562189918,0.474435450020987,0.254360327090477,0.374285951166936,0.382017034812672,0.38878685533646,0.509467252957629,0.539141635377555,0.565323354277912,0.481871181443592,0.54964913777306,0.555817282665279,0.380773054934129,0.506832738411686,0.541219505445086,0.453772275291883,0.502255389718076,0.349509596682364,0.500356651199379,0.420730638954406,0.406693987348423,0.309927373664398
"LANDER",1,136,1,39,1.97,1.88,1.42,5.27,0.449155285459281,0.243305567987514,0.218514837321065,0.570271506241425,0.477294916457719,0.46323581759172,0.280473343298455,0.39440424112683,0.44306553953502,0.454919014478717,0.557836123795028,0.545700224238632,0.590413878821671,0.504943096381792,0.570328267533847,0.576519735436834,0.36630258367329,0.551870764254665,0.571710047462881,0.464328003555518,0.507579487600645,0.345762711864407,0.52607057711422,0.453020033458062,0.380242733749448,0.337657578868652
"NY1615",1,137,1,40,2.18,1.91,1.37,5.46,0.497034782894027,0.247188103646889,0.210820652908352,0.567330800253684,0.498385142374912,0.474306438482717,0.283942231601161,0.388177387762716,0.439815879259639,0.420790616034157,0.547939606048369,0.523034652690864,0.580338687425389,0.493752220090935,0.553411250320523,0.560361058470604,0.399880978491322,0.544434169201971,0.556053385362614,0.474366291549313,0.497355225705613,0.355765206270832,0.500663441555282,0.426510489634503,0.358878170775277,0.313894638737848
"55V50",1,138,1,41,2.19,2.02,1.27,5.47,0.499314758962348,0.261424067731265,0.195432284082924,0.578887799772913,0.466171150058618,0.437069466930503,0.291232304581025,0.396516570524778,0.454029988103867,0.45280518407681,0.569961815544975,0.526978645181477,0.593539895223492,0.499896793054571,0.564834631886915,0.568904191036123,0.383327923264757,0.556565358732541,0.559391700222785,0.465408937089024,0.491293597372614,0.346166187755705,0.508175553099652,0.427060596924932,0.344461311406283,0.306621576565849
"SW5210",1,139,1,42,2.14,1.91,1.26,5.31,0.487914878620742,0.247188103646889,0.193893447200382,0.591247388312409,0.495664109979463,0.466908362124407,0.281407866584601,0.399083079961943,0.486296824671317,0.476654354090702,0.573904557256693,0.528617412390488,0.592678833108161,0.511740197957873,0.561004476856919,0.569039027288669,0.378399350791771,0.554224241530743,0.544373088685015,0.464507429752528,0.47502700204661,0.329540780530668,0.523452163914269,0.460863606086256,0.382043376836265,0.345862200083653
"NY1614",1,140,1,43,2.16,1.87,1.34,5.38,0.492474830757384,0.242011389434389,0.206204142260723,0.562782027833798,0.503172880922242,0.464946333273371,0.274368826753422,0.391390996144758,0.44323470488519,0.419155334421645,0.538852694395836,0.520598273884022,0.583022749976768,0.493884213323884,0.551732668575003,0.558042489201237,0.424722222222222,0.532386987824918,0.541166922661796,0.481981291534997,0.478144062863985,0.36469254368414,0.495710936710801,0.422618714051795,0.372884433516172,0.304743146127229
"WL_358LH",1,141,1,44,1.65,1.68,1.07,4.4,0.376196051273002,0.217421996925012,0.16465554643207,0.581481523210063,0.46941664632658,0.455496941896024,0.258843313109997,0.403456192603624,0.485747007854191,0.448674169981324,0.561210642552303,0.524905350438048,0.58480538697433,0.500238764319469,0.542429254293195,0.551834343836441,0.374005310457516,0.542006233647101,0.542018625375344,0.451682956959332,0.469278264774646,0.33449507863409,0.503368816509234,0.424404050435369,0.34780341718681,0.287388747354145
"SW3407",1,142,1,45,1.87,1.73,1.17,4.78,0.426355524776069,0.223892889690638,0.180043915257497,0.57982498259734,0.491612564758345,0.457517051292605,0.26636698027492,0.405489444720806,0.512682614542842,0.472329265173866,0.57396215716119,0.53250664893617,0.58793820991758,0.522132205291755,0.553655696890422,0.568759603366805,0.409966444911298,0.547709588886059,0.550763120615219,0.473119760454277,0.497864793678665,0.350374517473221,0.503271507114012,0.42411155840087,0.356048568554868,0.311364293085655
"ALFABAR",1,143,1,46,2.03,1.93,1.24,5.2,0.462835141869208,0.249776460753139,0.190815773435296,0.583514281036342,0.47636860629188,0.45437729019907,0.295184940941997,0.392360723297758,0.469549965304004,0.427572685141889,0.564296525627795,0.527255293074677,0.583734957253043,0.533903631232418,0.536741023036808,0.566737507576397,0.391485615079365,0.537606196120128,0.546181659678691,0.465487402938383,0.509650960881865,0.368826702396581,0.513226836720288,0.449076001820686,0.395241367715361,0.330346907993967
"SW4107",1,144,1,47,1.74,1.85,1.2,4.79,0.396715835887893,0.239423032328138,0.184660425905125,0.581977872250733,0.473244280737569,0.458768063800444,0.285527418740291,0.406502870704307,0.519242802685787,0.466270427176295,0.571974811233474,0.528315602836879,0.588678061089547,0.558581089062131,0.542577241081728,0.572546373220068,0.407040546270708,0.549644014969092,0.550383854318015,0.458858384688875,0.517357402689161,0.392666946370541,0.490540310416971,0.416477800043744,0.365700145009772,0.311059102373981
"NY0651",1,145,1,48,1.72,1.81,1.11,4.63,0.39215588375125,0.234246318115638,0.170810893962241,0.559066361291933,0.478489683093264,0.464388529111951,0.259919253202028,0.393209233060313,0.484931770369242,0.44641599037703,0.568253838181043,0.526057441593659,0.580035690223957,0.552718049109069,0.528366602844812,0.563604918802503,0.374279071807694,0.538681224749336,0.545123777104349,0.418686627961911,0.527224690240542,0.376514146148101,0.50789196571929,0.444223147202806,0.383321564424269,0.319330266043069
"SW4412Y",1,146,1,49,2.01,1.99,1.27,5.27,0.458275189732566,0.25754153207189,0.195432284082924,0.571941406693528,0.493200793712303,0.467077361188605,0.276303086256924,0.400097417402479,0.498544608958881,0.456814892152908,0.566908511688428,0.523011446599917,0.583720843787752,0.567530858729034,0.546976360637713,0.579612717028508,0.41399701715138,0.546132452054753,0.545133325030789,0.431489040810728,0.525386661463922,0.395236255421709,0.496037596179911,0.430313477214823,0.356545013704406,0.310267285861713
"SW4602Z",1,147,1,50,1.47,1.82,1.04,4.33,0.33515648204322,0.235540496668763,0.160039035784442,0.533744096224407,0.48097513928716,0.459339226155756,0.235711040769073,0.393240671796145,0.470354775612466,0.41587720938932,0.541254513982153,0.507845614309554,0.573083356565375,0.554866927984291,0.542271394539124,0.573069349851834,0.373084177742685,0.526333063794364,0.535480233024755,0.41455756661639,0.530259942119468,0.393783276022273,0.481427910565576,0.407224695123753,0.359244267910808,0.290689760066923
"REGEN",1,148,1,51,2.28,2.11,1.33,5.72,0.519834543577239,0.27307167470939,0.204665305378181,0.583736368837262,0.507464364753367,0.464718474545782,0.256846478501715,0.387236416190949,0.473064853877661,0.42348709552397,0.550482436505805,0.513594336670839,0.570020658646251,0.552691353649894,0.546859887626839,0.574682048769534,0.36739848810516,0.538802740660326,0.545702187720536,0.430419418168838,0.543085747731929,0.417978566191071,0.51028786204308,0.456057032399936,0.372742996448311,0.303346768571682
"SW5606",2,213,2,16,1.94,1.86,1.28,5.07,0.442315357254317,0.240717210881264,0.196971120965467,0.587245325251342,0.47486594110635,0.475246896923907,0.317120372812802,0.362471689625217,0.51104560834669,0.480067594572616,0.547408504210227,0.548233468919483,0.569408337979742,0.460009524559489,0.573532571262472,0.548510678563848,0.305050186741363,0.447788365745022,0.437882020839387,0.392829751568662,0.439148030318733,0.353802057221356,0.397921054277791,0.350256846784538,0.434831752055661,0.347859585615623
"ONEIDA_VR",2,214,2,17,2.29,1.95,1.53,5.77,0.52211451964556,0.252364817859389,0.235442043029035,0.57270525141679,0.484142238362187,0.488126011872639,0.319736656994636,0.331893835758405,0.428585508741549,0.415468091366144,0.510801812715933,0.532504171881519,0.553111449464948,0.49883164014398,0.546469217057452,0.526393269436874,0.370579919467787,0.432787107400111,0.438817164127472,0.4135815642435,0.456728150157114,0.398037331693506,0.37767218549951,0.363799322562911,0.444475547989828,0.342448635562822
"LANDER",2,215,2,18,2.18,1.95,1.41,5.54,0.497034782894027,0.252364817859389,0.216976000438522,0.593380052653124,0.458851265893004,0.479784901588142,0.327886807936927,0.335725366095805,0.452485953175713,0.431148971623072,0.525057450681947,0.530423445974134,0.551690276228975,0.475806193963529,0.530104010666464,0.51625197725621,0.350148265122604,0.460330713891085,0.448513706117592,0.402774844008637,0.459531524394269,0.364891870119046,0.412417591957719,0.365433802100883,0.4312760859971,0.337159257085187
"WL_358LH",2,216,2,19,1.82,1.88,1.18,4.88,0.414955644434463,0.243305567987514,0.18158275214004,0.580643655023141,0.44487217812026,0.45353735683876,0.279672030247076,0.344667170494804,0.468288418891613,0.444317154524767,0.536187014851707,0.525372210054234,0.551519661455541,0.482077057876291,0.517772849675273,0.497303825664869,0.285251568188797,0.454007567939456,0.447585204865291,0.368786799620133,0.459154944233083,0.319898505541576,0.430667750971356,0.362507463039482,0.406277452031188,0.318275599832693
"SW4412Y",2,217,2,20,2.36,2.11,1.51,5.98,0.538074352123809,0.27307167470939,0.23236436926395,0.600142905050074,0.493784637262898,0.484193799844097,0.332097951288139,0.36498213473153,0.487848246590057,0.46064181813017,0.531516996448503,0.521669274092616,0.550526496143481,0.489341417959419,0.514273031720689,0.513498006480537,0.335444722258777,0.456493074155114,0.449728761917611,0.400356671670989,0.479780580915676,0.374905969920925,0.402224997300395,0.355948119642457,0.437380067202676,0.323705390172263
"GUARDSMAN_II",2,218,2,21,2.16,2.06,1.56,5.78,0.492474830757384,0.266600781943765,0.240058553676663,0.586578190798986,0.467061634159511,0.468315310868817,0.30310516134705,0.352029298006122,0.452454250674448,0.450043220049937,0.505946369415346,0.506834454526491,0.535019479173368,0.471021745050677,0.504378747954225,0.509391118253124,0.315279642058166,0.439617314230317,0.443673045788534,0.413987286540856,0.471500613009888,0.388402441956067,0.412233354880414,0.370274344287006,0.454615644107105,0.341997160855292
"SW315_LH",2,219,2,22,2.08,1.66,1.36,5.1,0.474235022210814,0.214833639818762,0.209281816025809,0.530883058665447,0.48518739950965,0.480924626731426,0.312829215393183,0.333775468432616,0.370975725084898,0.338497496618656,0.424157884850407,0.495880397371715,0.524847133166063,0.498022236002835,0.50008017904329,0.507057877278993,0.335466070096943,0.393050808840283,0.428767902362074,0.371757286887627,0.476429356485546,0.347908512063829,0.428576566616526,0.372275443792229,0.467476409642099,0.330625879311
"SEEDWAY_9558",2,220,2,23,2.33,2.11,1.75,6.18,0.531234423918845,0.27307167470939,0.269296454444975,0.584428899691175,0.478221314931103,0.483714605419216,0.304752483953223,0.335863039836188,0.413396031760653,0.406480185189579,0.487367714208971,0.516769529620359,0.54177832566676,0.489532710561412,0.521936550965858,0.516207549892286,0.370668070360135,0.449405599560398,0.469508350976241,0.400162840064801,0.483788898644035,0.403045915045211,0.412477401690824,0.361645711042934,0.455443750919446,0.339273742585269
"LIGHTNING_BOLT",2,221,2,24,1.94,2.1,1.35,5.39,0.442315357254317,0.271777496156265,0.207742979143266,0.612727000132362,0.45948794976928,0.471670714157223,0.300959436091327,0.352742973510757,0.475624067353218,0.453424407872298,0.523343032799117,0.529065498539841,0.546117961584926,0.488864133002599,0.517094821454639,0.5200216135387,0.357459461040195,0.457638600363059,0.459602999986162,0.39986001896743,0.474962913558485,0.369128662278624,0.423501782847134,0.334781842794398,0.428296870731143,0.334305501309836
"PERSIST_III",2,222,2,25,2.1,2.04,1.49,5.63,0.478794974347457,0.264012424837515,0.229286695498864,0.600709111747204,0.47051380938849,0.494940996993763,0.34184003048155,0.351699010300323,0.449325577396634,0.417324214143728,0.511904398677854,0.528909704839383,0.54425399010315,0.504828361833193,0.517699348511561,0.524257305733329,0.341857115702358,0.442119856980538,0.464403254597534,0.400055152526833,0.478877849713831,0.35325606889738,0.437891409665603,0.373731874419952,0.448946658233186,0.377617273153605
"EZRA",2,223,2,26,2.11,2,1.57,5.67,0.481074950415778,0.258835710625015,0.241597390559206,0.60419935579416,0.479868071071391,0.487374078071596,0.371582402766787,0.348229299200571,0.422741705495391,0.403174584619221,0.502966842749276,0.524015827075511,0.53577491368403,0.493842723836523,0.503754468681184,0.515707886676635,0.34176572940884,0.443262243931374,0.456982301742151,0.403995875225574,0.484177153448444,0.372448941911981,0.403066172705641,0.343707426895992,0.436193178235925,0.316659188562303
"AMERISTAND_427_TQ",2,224,2,27,1.72,1.76,1.22,4.71,0.39215588375125,0.227775425350013,0.187738099670211,0.60469283799838,0.460346738607608,0.470474814089841,0.340299100208095,0.376398842764954,0.48285371757996,0.452012460221415,0.528321592557694,0.527346944096788,0.538915557336679,0.515619967793881,0.492467430652874,0.510420646672651,0.30682282756503,0.462627305042166,0.459997647612327,0.394383693648399,0.481134718564042,0.34285208336208,0.420021840678002,0.363562515147753,0.419212744047244,0.322821279246993
"REGEN",2,225,2,28,2.24,1.94,1.64,5.82,0.510714639303954,0.251070639306264,0.252369248737005,0.589218377768013,0.472197926162121,0.469393326137795,0.348297869222427,0.349951809476433,0.41283874353446,0.408066527633494,0.505669672903486,0.523865900083438,0.531049159000093,0.50860648476258,0.487222833058457,0.513149299282441,0.347481978622918,0.437724733699966,0.457274828068136,0.397021063645876,0.476126637870519,0.380804826638753,0.419658930569747,0.379058445205034,0.446408381144526,0.324076018099548
"REBOUND_6XT",2,226,2,29,1.69,1.66,1.21,4.56,0.385315955546287,0.214833639818762,0.186199262787668,0.592621677413863,0.457123420294776,0.443528663944601,0.323312963451449,0.398992590179532,0.503441260343711,0.465425362894728,0.5422593786373,0.533706847100542,0.538833373989406,0.497347581007712,0.485978357761606,0.506397885561817,0.322728282961208,0.47060044645184,0.469102910041928,0.381662904676416,0.4681011293591,0.339573117382546,0.421342035573535,0.348300200393694,0.378307189542484,0.286623445758394
"SW4107",2,227,2,30,1.99,1.89,1.3,5.18,0.453715237595923,0.244599746540639,0.200048794730553,0.611776598528066,0.444321918490716,0.455496642081909,0.321834022099124,0.3830938057041,0.49627033400269,0.469565922375404,0.536006169135614,0.525074050896955,0.53066615198759,0.48727143869596,0.487359639311735,0.517955868926415,0.300761700513539,0.459682629032474,0.449680490403642,0.392409388527854,0.467760803824017,0.351724418580992,0.428462138829177,0.378863608150526,0.396890906416157,0.332833567816267
"FSG_421LH",2,228,2,31,1.6,1.62,1.13,4.34,0.364796170931396,0.209656925606262,0.173888567727326,0.56505981091608,0.462090763628474,0.466442405708461,0.287582578621882,0.339714043651287,0.372913788127215,0.386535973689953,0.469100372414412,0.516390540258657,0.519529211611732,0.510176304821445,0.472320887803878,0.489921085787143,0.308617968020542,0.415512488887102,0.435537105456156,0.355916188024031,0.465163134614115,0.332124412853654,0.423945930729612,0.371675090295389,0.420698148498413,0.286763121538208
"55V50",2,229,2,32,2.06,2.09,1.4,5.55,0.469675070074172,0.27048331760314,0.21543716355598,0.599911012320783,0.449797327802443,0.456659616877818,0.324515958849908,0.353178776784976,0.420254171195569,0.426217868300246,0.490738950070135,0.52389445139758,0.529544187343184,0.515068078101388,0.482581625752114,0.514141046840392,0.342207778944911,0.445099249763187,0.454768309273251,0.393640521709308,0.470478082533748,0.351280248445894,0.42346007882061,0.373029078713521,0.405231721068587,0.301226651186791
"ONEIDA_ULTRA",2,230,2,33,1.74,1.74,1.37,4.85,0.396715835887893,0.225187068243763,0.210820652908352,0.568656809110053,0.450588333708538,0.462718564490016,0.322063952636361,0.351194359675892,0.376910429063577,0.389790565011026,0.463160138197155,0.516322877555277,0.521834687940068,0.505604101543999,0.47696125823839,0.505593746563449,0.350459558823529,0.431332490465617,0.450558069381599,0.397404051750988,0.472088789642773,0.382109778777411,0.415593830584343,0.368925499654188,0.425946869070209,0.308450004436164
"N-R-GEE",2,231,2,34,1.75,1.83,1.31,4.89,0.398995811956214,0.236834675221888,0.201587631613095,0.579766602869193,0.472751015206258,0.474543832823649,0.301736569067089,0.368547044345164,0.458477572019311,0.426576980982751,0.483754056924066,0.519265618481435,0.521960522953257,0.530829349142602,0.482183132033581,0.501195978246692,0.320369105975724,0.448551712019204,0.456330551980849,0.383573365808933,0.468189512283988,0.348836031587776,0.449440396019255,0.396854114573173,0.415902318054767,0.30903494429446
"FSG_415BR",2,232,2,35,1.99,1.97,1.48,5.44,0.453715237595923,0.254953174965639,0.227747858616321,0.602519655205077,0.46633636326731,0.467923337530731,0.321954043201735,0.37101534324089,0.469163623380441,0.438440126978189,0.496466111558779,0.523984277221527,0.526016026534566,0.546642778488207,0.493500755119966,0.515675429463821,0.358161015338276,0.44707371518517,0.454351225317226,0.409289930899408,0.470387019152603,0.37138968581783,0.446117702664192,0.393377668221343,0.433174032742786,0.344809561833783
