,Germplasm,Rep,Row,Range,Plot,yld1,yld2,yld3,tot22,GNDVI_131,NDRE_131,NDVI_131,GNDVI_145,NDRE_145,NDVI_145,GNDVI_154,NDRE_154,NDVI_154,GNDVI_159,NDRE_159,NDVI_159,GNDVI_162,NDRE_162,NDVI_162,GNDVI_164,NDRE_164,NDVI_164,GNDVI_175,NDRE_175,NDVI_175,GNDVI_178,NDRE_178,NDVI_178,GNDVI_181,NDRE_181,NDVI_181,GNDVI_187,NDRE_187,NDVI_187,GNDVI_189,NDRE_189,NDVI_189,GNDVI_192,NDRE_192,NDVI_192,GNDVI_201,NDRE_201,NDVI_201,GNDVI_203,NDRE_203,NDVI_203,GNDVI_210,NDRE_210,NDVI_210,GNDVI_215,NDRE_215,NDVI_215,GNDVI_223,NDRE_223,NDVI_223,GNDVI_236,NDRE_236,NDVI_236,GNDVI_238,NDRE_238,NDVI_238,GNDVI_243,NDRE_243,NDVI_243,GNDVI_259,NDRE_259,NDVI_259,GNDVI_263,NDRE_263,NDVI_263
52,NY1615,2,2,21,228,1.66,0.63,0.51,2.8,0.221987336,0.296580384,0.489412209,0.239774161,0.29938666,0.536915993,0.171751922,0.395735731,0.522908417,0.013268036,0.486975013,0.444892993,0.014923865,0.502511376,0.449784081,0.059393272,0.304810332,0.36927254,0.284651192,0.408141506,0.542754912,0.134783896,0.311373516,0.477442017,0.223754834,0.319581696,0.52423622,0.213188285,0.287367519,0.491635108,0.310776475,0.435172869,0.539829259,0.312480282,0.429051196,0.527019553,0.212647252,0.38934168,0.385049133,0.059775445,0.296637046,0.391705269,0.064565862,0.391652297,0.351705255,0.191710739,0.436114873,0.438085717,0.267856681,0.326191816,0.522196427,0.1954392,0.244744,0.43522717,0.228919012,0.296509541,0.476221032,0.2072821,0.327490416,0.457002801,0.201543257,0.262624805,0.329650789,0.101847902,0.311204598,0.350950469
53,GUARDSMAN_II,2,2,20,229,1.67,0.63,0.61,2.9,0.274649315,0.296803528,0.527153839,0.264141266,0.32828286,0.553895275,0.180533893,0.414963465,0.516175473,0.025054584,0.482631214,0.428533669,0.02541329,0.508104092,0.439977683,0.073029508,0.310730036,0.386333551,0.320246997,0.436942114,0.563517445,0.185066638,0.265090704,0.513677137,0.268122656,0.294342295,0.56137514,0.247927854,0.292986691,0.517155135,0.358027061,0.4907762,0.575334286,0.360724811,0.47435804,0.564985755,0.25125814,0.408506121,0.403426476,0.069518049,0.286524213,0.371104388,0.083268419,0.361634472,0.35546254,0.236402516,0.440876332,0.435567597,0.306896724,0.35109095,0.551193469,0.216435758,0.258608591,0.456341683,0.242325545,0.345508317,0.50039254,0.224943896,0.371554279,0.485506755,0.213505573,0.295234346,0.359372245,0.103541352,0.315034901,0.342322528
54,SW4412Y,2,2,19,230,2.02,0.6,0.63,3.25,0.287380735,0.337253964,0.512195005,0.27368821,0.334979256,0.546086359,0.189896412,0.407982603,0.505580205,0.022278438,0.47632137,0.431182799,0.01809998,0.480068477,0.437622096,0.089465854,0.285591958,0.403755349,0.336100472,0.45217171,0.547520346,0.198882808,0.282635513,0.493982022,0.262420919,0.30653039,0.540960698,0.252236641,0.295307735,0.492248625,0.365889512,0.469985535,0.559936397,0.360466632,0.457716284,0.542604722,0.244040381,0.409071182,0.403530528,0.069910754,0.273266574,0.389637096,0.075276859,0.369970034,0.382864121,0.247866282,0.434216942,0.448312631,0.309210816,0.348506698,0.530373141,0.217723725,0.258034266,0.437104518,0.247743955,0.346537881,0.483437729,0.231559802,0.375164093,0.461805544,0.212450308,0.267004113,0.332201116,0.115732759,0.282703042,0.341206802
55,FSG_415BR,2,2,18,231,1.75,1.15,0.66,3.57,0.258443601,0.3141927,0.510366819,0.266700114,0.315820517,0.549673511,0.172535487,0.40409427,0.512315729,0.023452318,0.478863324,0.425148311,0.010481116,0.503594761,0.415799702,0.079739395,0.292658348,0.408428683,0.319908251,0.436379514,0.549278977,0.193281337,0.274648731,0.513386781,0.256456095,0.295825837,0.558940831,0.253825133,0.305763815,0.508965869,0.358210567,0.487707872,0.570889585,0.355835379,0.466309761,0.558802178,0.243669683,0.394124599,0.399510534,0.053820248,0.28954671,0.376234533,0.0612704,0.376128118,0.359117539,0.227581164,0.436681752,0.433828173,0.306443224,0.358255719,0.536607105,0.197160395,0.256201576,0.430160212,0.211675376,0.300215209,0.481498397,0.223723159,0.385150766,0.478473664,0.212227388,0.291861649,0.369830074,0.106413157,0.331985209,0.361662528
56,LANDER,2,2,17,232,1.35,0.86,0.56,2.78,0.159495767,0.3321021,0.435497487,0.212488906,0.295149497,0.529980964,0.159350205,0.39224385,0.525320357,0.022377546,0.478634887,0.421835045,-0.000535869,0.522549847,0.409298299,0.066455627,0.297023486,0.395379179,0.283717609,0.419316004,0.53999039,0.15775861,0.293123221,0.506320481,0.214995599,0.293847588,0.535049838,0.23119445,0.289994045,0.497448258,0.313576737,0.443294698,0.540061279,0.304123362,0.432576086,0.521504573,0.186051393,0.35761252,0.359367233,0.053949307,0.284434583,0.383661437,0.061723406,0.371007544,0.343605294,0.197158071,0.437811427,0.424707005,0.280711623,0.324254164,0.519241514,0.172517508,0.240137821,0.426562715,0.162022224,0.241808924,0.464703841,0.188381364,0.350129291,0.460374471,0.188876188,0.26715836,0.361054271,0.074300328,0.394514418,0.343329398
57,SW5606,2,2,16,233,1.91,1.08,0.51,3.51,0.284383332,0.350331282,0.526035196,0.274273616,0.359979916,0.5653874,0.184384899,0.44208546,0.515663693,0.037942056,0.461764734,0.412565718,0.037861135,0.477799407,0.410062459,0.117630954,0.297381669,0.385704513,0.375492473,0.526334685,0.584227444,0.256746456,0.405250458,0.559853926,0.303745362,0.322747418,0.592707317,0.282215608,0.33446465,0.521208789,0.357501642,0.477662162,0.562545262,0.369180322,0.46498272,0.56821141,0.227492452,0.356858606,0.376120369,0.059556092,0.285794578,0.375469046,0.096608517,0.343399879,0.36703511,0.24845254,0.443807742,0.462067837,0.353560419,0.383609729,0.571573382,0.188506749,0.24215158,0.43135793,0.183825793,0.256557326,0.464892153,0.223147714,0.393090496,0.479919968,0.205838819,0.262214453,0.338601252,0.110618221,0.341332479,0.319480398
58,VERNAL,2,2,15,234,1.28,0.82,0.66,2.77,0.063685265,0.419228299,0.378562185,0.135311992,0.327264151,0.447225966,0.15734736,0.383774152,0.505150518,0.021749623,0.479847239,0.420705052,-0.027503151,0.527598061,0.466981822,0.043890896,0.294520061,0.436456328,0.180363243,0.360141324,0.440570927,0.090050282,0.316133483,0.412122638,0.144892042,0.339080215,0.448302225,0.207959348,0.284383356,0.456958428,0.276885726,0.388968731,0.491470364,0.269978381,0.375527143,0.47462483,0.158151308,0.323282156,0.3349059,0.063083841,0.279134598,0.403267465,0.039640742,0.389378744,0.379982227,0.161879911,0.431895124,0.404134665,0.23271048,0.307707877,0.446592257,0.170633587,0.208149672,0.412345584,0.144408332,0.264736015,0.433346355,0.190541606,0.348379964,0.448939419,0.206680341,0.319962318,0.380141155,0.103830552,0.345977373,0.386045461
59,SW5210,2,2,14,235,2.04,1.32,0.72,4.08,0.257764625,0.328353659,0.487605846,0.269917102,0.34056247,0.540737672,0.2045251,0.422829859,0.5132147,0.020677047,0.480171952,0.426170963,-0.002681152,0.504467209,0.465459201,0.084958422,0.303158895,0.419166026,0.342272356,0.474064516,0.557152621,0.222860496,0.400519031,0.510545496,0.282786924,0.317606436,0.554529442,0.278373974,0.322109107,0.516916805,0.371438621,0.461868135,0.561266431,0.372366274,0.439720169,0.55232554,0.258604868,0.380881421,0.414533038,0.068019761,0.277793067,0.387290577,0.070097673,0.36852556,0.400379518,0.261906191,0.440654945,0.455310694,0.306551324,0.329750623,0.526942692,0.200766885,0.250334855,0.434196704,0.200312241,0.284817927,0.475321682,0.232612727,0.378409183,0.470319108,0.239345912,0.301239232,0.363120508,0.143709568,0.295066076,0.339581701
60,55V50,2,2,13,236,2.18,1.32,0.73,4.22,0.236401247,0.327095484,0.4874733,0.278354581,0.324344247,0.555736483,0.185941841,0.43938966,0.513564556,0.030008321,0.483574313,0.412151111,0.005507586,0.506332503,0.45799728,0.093415729,0.29294935,0.399072633,0.351463358,0.502273941,0.581914534,0.212762409,0.413814177,0.534742654,0.265206891,0.344682566,0.552957009,0.282740482,0.329445396,0.520038889,0.386123932,0.486534971,0.572725339,0.373832923,0.470689268,0.553997575,0.29318079,0.414125402,0.444344865,0.072805411,0.274709397,0.380204687,0.047968006,0.405538681,0.392011,0.231788711,0.436681795,0.434652768,0.301559286,0.323123682,0.526556636,0.185835007,0.2538141,0.436729209,0.189055612,0.258961864,0.471875173,0.222028378,0.383420804,0.467463389,0.237458617,0.30789943,0.379036746,0.134517213,0.312644006,0.362027546
61,N-R-GEE,2,2,12,237,1.54,1.04,0.57,3.15,0.189019367,0.313726076,0.451851188,0.237003745,0.29752299,0.532151974,0.175304444,0.41488081,0.519920328,0.027994284,0.485825507,0.426489108,-0.002679316,0.517305693,0.454714674,0.082773981,0.292520374,0.392618194,0.303615865,0.418812715,0.537183808,0.193783335,0.303727802,0.500382345,0.224500815,0.332994262,0.530058363,0.258854894,0.296204928,0.520398971,0.368455215,0.458158495,0.565162644,0.371966066,0.442567252,0.562461981,0.312195986,0.41887707,0.475603998,0.081519719,0.26582388,0.40127574,0.054012148,0.418326556,0.399274841,0.211015956,0.435474082,0.429242217,0.276432227,0.282031942,0.500849014,0.164977752,0.226654769,0.413839111,0.172742574,0.250926665,0.46008398,0.211812401,0.380129401,0.470173999,0.225432886,0.305635829,0.385440319,0.135734917,0.31797354,0.356694348
62,WL_358LH,2,2,11,238,1.59,0.9,0.54,3.03,0.195642995,0.321298174,0.459829891,0.258519557,0.331081999,0.522237461,0.173954786,0.461131466,0.531530779,0.034857857,0.467983158,0.406227273,0.009022792,0.485411085,0.462790218,0.093875884,0.293804922,0.398679051,0.330474635,0.475533795,0.560404621,0.205597296,0.333681949,0.513623595,0.2299528,0.344220556,0.528113411,0.250031049,0.322322919,0.498178272,0.355795539,0.479297722,0.551280654,0.351621825,0.453225655,0.539354157,0.262852521,0.403533361,0.432690016,0.082037967,0.280793625,0.399508903,0.067676321,0.402116994,0.390112175,0.216368556,0.437119616,0.423803818,0.273919059,0.300904591,0.495167501,0.154647547,0.23990204,0.385630275,0.164306163,0.252329896,0.436027247,0.199651493,0.386691273,0.443907508,0.215892502,0.29911113,0.369967448,0.119962868,0.326161155,0.355242405
63,HI-GEST_360,2,2,10,239,1.54,0.99,0.57,3.11,0.194205782,0.309473459,0.452596442,0.267764541,0.340373791,0.545241134,0.188601548,0.411882067,0.538899385,0.022598264,0.470872973,0.423023677,-0.003836754,0.490524339,0.466177329,0.089909241,0.280993604,0.421021709,0.307535571,0.424707404,0.552047251,0.200112484,0.292008619,0.506249956,0.2413886,0.323764615,0.534533576,0.244718998,0.295759292,0.509146932,0.372645577,0.447937702,0.566288029,0.366100139,0.426926193,0.548439139,0.280491712,0.39921752,0.420769003,0.062357468,0.29663482,0.403611428,0.048389795,0.406468809,0.3966038,0.222444993,0.437035379,0.448537575,0.284456355,0.309535368,0.518913926,0.180622532,0.25637396,0.417329501,0.184322547,0.287697145,0.461465944,0.207983853,0.37845297,0.4576646,0.226268677,0.29990038,0.374740757,0.122847366,0.30871499,0.334763661
64,NY0651,2,2,9,240,1.79,1.07,0.55,3.4,0.200865613,0.314857794,0.472742894,0.253193162,0.345225939,0.536446144,0.201234315,0.382026939,0.50707568,0.02815934,0.474571495,0.407180735,-8.80E-05,0.510128874,0.467748527,0.085365432,0.285824615,0.39235793,0.305248877,0.414628635,0.557404134,0.195904926,0.262524206,0.518624031,0.234407973,0.274085455,0.547585362,0.219722808,0.277614705,0.500151976,0.357953416,0.425418846,0.556544911,0.351312397,0.415864518,0.545139591,0.24782038,0.364762014,0.409938901,0.080635023,0.283700131,0.401640824,0.050012878,0.406909642,0.341096505,0.214378856,0.428698146,0.433617146,0.280866808,0.287275899,0.517342931,0.174392798,0.248409966,0.432350987,0.171677171,0.302713715,0.467595717,0.186474387,0.358986115,0.438490684,0.219711859,0.300853251,0.374854802,0.112828567,0.303343643,0.32893653
65,REGEN,2,2,8,241,2.02,1.16,0.72,3.9,0.214718377,0.30926711,0.457592337,0.243819763,0.371417869,0.527598171,0.198455287,0.393131212,0.523157133,0.017292019,0.481670363,0.429566984,-0.022508559,0.516589373,0.485969533,0.058267283,0.308808206,0.425946774,0.294843833,0.417385071,0.544861321,0.197042245,0.25704637,0.508922477,0.238721191,0.286148333,0.54722686,0.214489475,0.318804095,0.497644883,0.357405876,0.441577562,0.5554542,0.357324142,0.427041742,0.558896795,0.242819695,0.355073115,0.400929732,0.067554417,0.293805393,0.408562489,0.019017275,0.422123526,0.358219756,0.21046454,0.432530881,0.429551948,0.281390854,0.291064332,0.519685458,0.177768874,0.245017773,0.436447043,0.182906519,0.287296028,0.476937993,0.192350782,0.35753051,0.450572527,0.233212314,0.312548384,0.388682099,0.126910447,0.276387,0.366867766
66,SW4107,2,2,7,242,2,1.2,0.68,3.88,0.202618845,0.327943638,0.470794066,0.258769946,0.386882432,0.529225067,0.196627969,0.442503061,0.526622458,0.029512792,0.477189525,0.423456809,0.001086278,0.478734555,0.48114698,0.08610244,0.296985241,0.41908048,0.32174268,0.444194667,0.553978382,0.228852061,0.305525246,0.527561367,0.255503551,0.33424471,0.553752931,0.250214861,0.38090728,0.500912538,0.376075254,0.470991217,0.55264479,0.366427871,0.463894733,0.559831344,0.239778425,0.347755022,0.382257436,0.078505002,0.274045475,0.398501585,0.064824895,0.39003524,0.375335562,0.242632349,0.437770165,0.450952913,0.301263078,0.31142989,0.528494435,0.19865521,0.255307521,0.430170344,0.198969396,0.25380583,0.460436971,0.194699001,0.343948407,0.423482826,0.232475949,0.306492882,0.386121357,0.137803713,0.272552819,0.357444467
67,PERSIST_III,2,2,6,243,1.91,1.04,0.81,3.76,0.175096582,0.329601269,0.43175378,0.251201296,0.3858735,0.532380424,0.188759652,0.446544853,0.52623364,0.02535173,0.491168842,0.413800192,0.000794539,0.488219008,0.479123392,0.076122405,0.293415524,0.395639079,0.310597749,0.435966304,0.554636307,0.236964365,0.288709864,0.53819555,0.263980136,0.326341892,0.564458445,0.255177693,0.382418864,0.507814713,0.361230806,0.478557091,0.53935709,0.362823111,0.467452488,0.558051001,0.248213322,0.355810335,0.376092506,0.074636039,0.291128279,0.389552655,0.059518681,0.41959678,0.40339175,0.223767643,0.425294407,0.442930651,0.304098239,0.309827296,0.544492953,0.202116286,0.266739905,0.443763542,0.219606228,0.286736085,0.493064824,0.213971535,0.391313895,0.475894138,0.230678668,0.31048496,0.407758151,0.13897904,0.249236007,0.368133038
68,LIGHTNING_BOLT,2,2,5,244,1.54,0.89,0.75,3.18,0.093093774,0.392887624,0.395795813,0.200353976,0.335217615,0.496193779,0.168386396,0.419954519,0.526965317,0.013175047,0.497878223,0.419992437,-0.002057724,0.489689183,0.480576008,0.067086009,0.291710167,0.39051856,0.274405419,0.407351588,0.519316755,0.206081166,0.293827174,0.518520956,0.234829944,0.330721753,0.537907257,0.241632879,0.347426294,0.493419123,0.350634952,0.47086985,0.534655965,0.337516567,0.457615597,0.535141098,0.211997668,0.364475457,0.357110098,0.074574561,0.282760453,0.392701518,0.077022851,0.39374736,0.399340962,0.216564172,0.436955912,0.429318394,0.286670792,0.302703326,0.521651513,0.197804923,0.239981068,0.437750779,0.231257118,0.309693277,0.483192259,0.209817112,0.379919811,0.463904103,0.220181986,0.298459462,0.409846988,0.133384207,0.278076511,0.376225762
69,SEEDWAY_9558,2,2,4,245,1.26,0.88,0.73,2.87,0.056758728,0.444486056,0.374038245,0.176527458,0.326165108,0.468601686,0.177457277,0.408014408,0.529990777,0.004281449,0.516214539,0.41558755,-0.015265789,0.523613258,0.478935214,0.040547688,0.319193549,0.365200403,0.223774853,0.373988905,0.489062566,0.184715734,0.293453674,0.489818333,0.213665311,0.317529157,0.510772799,0.212243137,0.290674492,0.476249026,0.336207359,0.469186189,0.532900926,0.326365939,0.443140709,0.529689544,0.208578276,0.351505102,0.347875593,0.075141385,0.290512186,0.39747338,0.051291215,0.427619209,0.391247899,0.197087713,0.431027464,0.423323128,0.270747893,0.297184278,0.511866654,0.205382571,0.233003328,0.442971963,0.241911797,0.328510833,0.495161055,0.213748841,0.379143657,0.474537103,0.227146349,0.303133933,0.418716421,0.134208935,0.297445241,0.371079247
70,ONEIDA_ULTRA,2,2,3,246,1.47,0.85,0.77,3.09,0.116727957,0.395638828,0.374705508,0.237104547,0.360861212,0.514763887,0.218340023,0.426771942,0.500746148,-0.013027631,0.517858855,0.449300887,-0.040770026,0.536778508,0.482323237,0.011667813,0.423490051,0.391949653,0.216873819,0.378943565,0.484384296,0.193181217,0.293980371,0.482330769,0.209731929,0.34593966,0.49033377,0.196763645,0.268946246,0.451830592,0.305093109,0.436059279,0.500473037,0.288331241,0.414589495,0.482873438,0.176914348,0.325356125,0.318970704,0.082183662,0.284617155,0.412101075,0.051376357,0.422217973,0.395429566,0.183273805,0.432072829,0.414116794,0.25401881,0.297810458,0.48947238,0.210221837,0.232370816,0.426565465,0.243614155,0.331521177,0.478633225,0.214633515,0.359721204,0.452717087,0.222643705,0.309016233,0.41642095,0.126268954,0.293818712,0.347475541
71,SW315_LH,2,2,2,247,2,0.82,0.81,3.64,0.254262812,0.309347952,0.48251423,0.291671342,0.462151445,0.563105412,0.225492196,0.430436843,0.500946679,-0.014768185,0.52492571,0.455898547,-0.056177906,0.571684982,0.499583949,-0.014469774,0.500436314,0.443277105,0.213742967,0.405941664,0.479893581,0.230826915,0.326813307,0.494799664,0.239199014,0.371816304,0.501202642,0.212214015,0.296477751,0.455468761,0.317080651,0.460419621,0.495689985,0.307388005,0.455249447,0.472065051,0.18945977,0.32363292,0.324647408,0.085093355,0.309383904,0.41232874,0.044237625,0.442984186,0.388433299,0.176787174,0.435190209,0.394388539,0.243465484,0.295588631,0.478696411,0.224077621,0.240710472,0.4443077,0.241989648,0.359317927,0.490669595,0.243995147,0.424773219,0.499238315,0.233401964,0.34475299,0.452623987,0.126282052,0.256201642,0.3361475
72,ALFABAR,2,2,1,248,2.13,0.89,0.76,3.78,0.26036593,0.289145122,0.499538639,0.289016992,0.419534512,0.566221923,0.258727256,0.455460299,0.530745034,-0.019355182,0.530599861,0.459370706,-0.049446616,0.572258165,0.510696332,-0.004985447,0.527515412,0.434045092,0.244746775,0.407794432,0.513901458,0.255042426,0.33649776,0.508912216,0.251480846,0.378162946,0.521115013,0.221663309,0.298470853,0.482408953,0.329806468,0.44817051,0.516341799,0.312059775,0.442142942,0.472252086,0.194349501,0.335089983,0.325174908,0.083911716,0.307194104,0.39887215,0.053578371,0.427874221,0.400805397,0.195186621,0.433679504,0.404053851,0.274254645,0.306731104,0.504600727,0.242794237,0.252117899,0.458976519,0.253000185,0.336636665,0.499498255,0.275445919,0.413380695,0.504694042,0.221167565,0.300679447,0.449950933,0.114690708,0.280530837,0.335399552
73,55V50,3,3,36,313,2.2,0.89,0.52,3.6,0.308061076,0.362737245,0.550919792,0.297388835,0.401781618,0.569582342,0.224166949,0.434441741,0.52605744,0.004683163,0.477776814,0.361255324,0.029801589,0.495638842,0.474760071,0.031434192,0.382481647,0.402362183,0.230677365,0.327540274,0.480123884,0.216313395,0.32400693,0.517594814,0.287795364,0.427262528,0.550331204,0.308321613,0.342926388,0.550349713,0.260338916,0.338532018,0.469177381,0.286365353,0.31676861,0.50557757,0.301100854,0.368382416,0.419338929,0.083418347,0.411868176,0.413207406,0.054434295,0.409693443,0.395027861,0.18943961,0.444736292,0.412967427,0.340473232,0.416433824,0.53756391,0.188468959,0.252382482,0.4319049,0.198545386,0.26936203,0.458328442,0.207435989,0.324587185,0.452135419,0.193197262,0.251671325,0.330695833,0.123365751,0.261626569,0.358118326
74,SW4107,3,3,35,314,2.01,1,0.46,3.46,0.344888865,0.355243068,0.593967096,0.311037559,0.402276042,0.587155674,0.235322444,0.436983923,0.537581858,0.022903693,0.464791021,0.374971158,0.041008507,0.487711604,0.466972661,0.050951754,0.344548519,0.37355149,0.27535843,0.305543834,0.529917968,0.250391405,0.293556159,0.55569236,0.326165174,0.425929658,0.588264019,0.334443523,0.279160184,0.576429965,0.322604571,0.307277168,0.546394615,0.330040853,0.302056448,0.562866509,0.332963145,0.382382934,0.442369077,0.086294861,0.396163207,0.414503887,0.07672816,0.385704818,0.39554294,0.208741872,0.441071931,0.435295498,0.365038554,0.411343444,0.552212881,0.183584664,0.239158514,0.424841619,0.188662869,0.261921862,0.437754892,0.203780547,0.315621245,0.446268468,0.185667541,0.235453988,0.316078765,0.111947843,0.252295135,0.361578126
75,ONEIDA_ULTRA,3,3,34,315,2.02,0.99,0.51,3.52,0.295094864,0.296835293,0.537818475,0.287013611,0.364313725,0.568025474,0.225030428,0.445778986,0.536077318,0.040941502,0.425102432,0.342360368,0.036003232,0.510177859,0.466094628,0.02332598,0.322945263,0.340802916,0.258855994,0.313172579,0.514543007,0.227451065,0.26587839,0.545329309,0.314565583,0.413494573,0.582918888,0.311922917,0.27139313,0.558740399,0.326351984,0.282882017,0.557982586,0.317214145,0.299049228,0.554980982,0.298352943,0.378456309,0.424091943,0.096830019,0.367457446,0.42046548,0.0455279,0.427519522,0.383547618,0.183655894,0.430787311,0.403017319,0.320187289,0.361046965,0.511798903,0.164736745,0.224978542,0.406843278,0.176805759,0.278440935,0.424709695,0.19979164,0.31665236,0.45844102,0.19513337,0.278824331,0.349038876,0.12256945,0.290996795,0.381420018
76,SW5606,3,3,33,316,1.97,0.72,0.49,3.17,0.332222435,0.383104997,0.570764762,0.316744487,0.430226864,0.57886515,0.257256622,0.464147385,0.531409443,0.042660002,0.428423176,0.37806989,0.052291895,0.488091223,0.452490664,0.060602385,0.310473436,0.321853431,0.289063761,0.336320858,0.531912629,0.254623178,0.342667285,0.529853313,0.324701642,0.473933251,0.558543349,0.29460483,0.318114945,0.526815854,0.271045389,0.322253357,0.458958801,0.264398607,0.326906516,0.454367335,0.209908339,0.314344197,0.346800256,0.09246074,0.353639179,0.403067517,0.051130009,0.391741281,0.379952646,0.168653403,0.436304485,0.402127882,0.343126051,0.40757432,0.520919249,0.188101332,0.263141539,0.41933747,0.194148153,0.320438671,0.432625302,0.211244658,0.334860081,0.452955319,0.207559121,0.278514172,0.342584686,0.140838577,0.299245256,0.370155709
77,REBOUND_6XT,3,3,32,317,1.68,0.77,0.45,2.9,0.31178921,0.335481399,0.554991332,0.298267425,0.399009038,0.571854289,0.246352633,0.426558211,0.526271806,0.046781039,0.433614726,0.414452141,0.059986328,0.483137458,0.457288848,0.069549021,0.318101886,0.335639366,0.290899075,0.305109927,0.531341715,0.244959163,0.299269866,0.529295481,0.326203173,0.456543464,0.561066653,0.262467294,0.333066061,0.506115402,0.223685611,0.33032326,0.413138862,0.23915971,0.318430422,0.434528316,0.181022425,0.291901248,0.318769968,0.091861568,0.36763414,0.419454047,0.06730479,0.384968267,0.392367982,0.188402787,0.429277215,0.401116891,0.336718781,0.416779576,0.515588684,0.190506267,0.265909445,0.424938732,0.190937989,0.314168054,0.427901329,0.196143632,0.329403087,0.447320591,0.180003063,0.266304745,0.350841195,0.113198498,0.290890568,0.371414115
78,NY1615,3,3,31,318,2.13,0.8,0.49,3.42,0.295585482,0.286591696,0.539535802,0.275182301,0.327861371,0.557436182,0.225035131,0.397048487,0.524389104,0.03352071,0.451439143,0.429136084,0.015208068,0.509280231,0.477707291,0.015231297,0.268876278,0.366211632,0.260801225,0.282427178,0.513521373,0.200936307,0.261240132,0.500187398,0.294602438,0.398726714,0.545184156,0.237333265,0.301064192,0.514857528,0.233498707,0.325412554,0.457254855,0.23778678,0.31951689,0.465533988,0.17806993,0.294488865,0.325086268,0.074199957,0.406493435,0.411779001,0.017554462,0.398417759,0.398217885,0.1476997,0.43409535,0.394837953,0.289068805,0.33190544,0.47566809,0.151772882,0.232428567,0.389694556,0.172321379,0.280275336,0.412982608,0.180181283,0.269392798,0.431114802,0.197054358,0.271537877,0.34684266,0.140740301,0.287082299,0.398252663
79,SEEDWAY_9558_SBR,3,3,30,319,1.98,0.74,0.49,3.21,0.291315161,0.276647927,0.53524101,0.278532619,0.3320797,0.551281513,0.216834218,0.386543422,0.527006822,0.036959061,0.43792592,0.427200081,0.014128265,0.516195694,0.480231542,0.015363756,0.272734293,0.398799361,0.245626445,0.291448093,0.488903714,0.181372729,0.275804728,0.492855509,0.295228057,0.390595959,0.539479795,0.220755908,0.350201403,0.497006813,0.236105876,0.322711534,0.457814125,0.239007144,0.306025534,0.467497389,0.1731682,0.312406937,0.340513008,0.066177327,0.414578719,0.400092204,0.011587743,0.391734066,0.394789119,0.137655271,0.4416686,0.390192691,0.28593505,0.339103042,0.475648533,0.149861351,0.238727046,0.37280955,0.176157723,0.274058249,0.413492038,0.175468774,0.270140056,0.445950654,0.181297378,0.248422983,0.341891254,0.141709606,0.287289233,0.403517471
80,ALFABAR,3,3,29,320,2.17,0.85,0.53,3.55,0.27927419,0.291146346,0.543734117,0.28383698,0.351696131,0.551942286,0.216659481,0.415276148,0.549248446,0.037882997,0.423574358,0.423999937,0.017964598,0.519115707,0.479017788,0.025186633,0.317589768,0.396000876,0.242458349,0.277316491,0.504302468,0.161718611,0.293578803,0.494747537,0.283656552,0.432030422,0.530509219,0.229411968,0.316275883,0.50241883,0.216027371,0.325098796,0.444034333,0.225818554,0.324347469,0.455744196,0.198150589,0.318344381,0.339625153,0.069622337,0.402464965,0.404610342,0.030998179,0.388498602,0.386283622,0.145062086,0.445268553,0.400103113,0.322373464,0.371775561,0.518283046,0.193445368,0.276662947,0.430932397,0.210908369,0.341958615,0.460656062,0.190772042,0.300966042,0.467897071,0.175980269,0.25785462,0.352095893,0.140401972,0.316190072,0.425474418
81,SW4412Y,3,3,28,321,2.07,0.92,0.5,3.49,0.297671032,0.320146918,0.551610778,0.285315195,0.378606839,0.548389488,0.215647485,0.438103303,0.536407455,0.049064878,0.395586548,0.41627118,0.034922296,0.506737993,0.453244754,0.062939049,0.300407776,0.379226742,0.263088509,0.321656742,0.518313092,0.174845549,0.349573784,0.501241028,0.303457588,0.446208687,0.542298992,0.243496972,0.336531619,0.502500062,0.226793055,0.348736221,0.462190259,0.241010744,0.346847297,0.47396199,0.222753448,0.36188457,0.375504899,0.065809436,0.388180796,0.395092204,0.051723932,0.35776245,0.385614943,0.175732776,0.447557693,0.416468573,0.333817215,0.405172491,0.524943733,0.196141609,0.285247729,0.423356448,0.220254723,0.344681839,0.458156955,0.18838164,0.288096718,0.449665674,0.158046481,0.237461901,0.306170328,0.123509174,0.305157804,0.388656803
82,GUARDSMAN_II,3,3,27,322,2.11,0.96,0.55,3.63,0.30817411,0.311849866,0.558133126,0.286543651,0.35849017,0.557351488,0.216253812,0.409349109,0.531463512,0.049236428,0.385340714,0.423847616,0.020365938,0.513447741,0.469915937,0.041787355,0.314550318,0.401136583,0.255442155,0.294109529,0.50923255,0.154242851,0.316376075,0.479416718,0.297612658,0.430661063,0.542070985,0.240344575,0.309847669,0.515701478,0.23863374,0.328774209,0.469903977,0.242439949,0.329386017,0.474125999,0.219806239,0.356571585,0.36125871,0.067393068,0.391241606,0.39421274,0.030193075,0.389306354,0.393951823,0.129670964,0.444476312,0.388856958,0.323223925,0.373490059,0.512341399,0.190411971,0.264453167,0.410626041,0.211314845,0.315359844,0.450862628,0.204138449,0.29893086,0.440404216,0.168053769,0.243487304,0.330509612,0.141905763,0.30913405,0.398105183
