"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot22","NDRE_133","NDRE_159","NDRE_164","NDRE_168","NDRE_171","NDRE_175","NDRE_178","NDRE_181","NDRE_187","NDRE_189","NDRE_192","NDRE_194","NDRE_196","NDRE_207","NDRE_223","NDRE_231","NDRE_236","NDRE_238","NDRE_243","NDRE_245","NDRE_252","NDRE_258","NDRE_259"
"EZRA",4,429,4,32,2.07,1.61,1.5,5.18,0.268266280671469,0.298980037129903,0.435478353420879,0.478198657639438,0.302360878423099,0.338654102417666,0.288722368769616,0.27446638015937,0.404565602836879,0.333642029086516,0.331961946759962,0.334383453999373,0.308501240162905,0.208767089236888,0.353394526509477,0.283394467305271,0.201716167459309,0.285737303264889,0.269680602937974,0.282644846888835,0.299725007344579,0.295521854306005,0.273426746264117
"WL_349HQ",4,430,4,33,1.78,1.61,1.27,4.66,0.309284257581204,0.322297140199953,0.436966930503088,0.443609718924939,0.303935535508723,0.406229466418575,0.336734829371929,0.36350966931395,0.454022084897789,0.36368124209217,0.325670319456285,0.362207859715337,0.33339010835846,0.178136889356787,0.393162049508799,0.316767127457899,0.205680688229708,0.305343712460884,0.250529741086642,0.323370241396807,0.299836138253915,0.280156568522371,0.26588742284244
"ALFABAR",4,431,4,34,2.05,1.75,1.46,5.26,0.3004787006142,0.378514655752507,0.432894603755477,0.48485110935256,0.311984208240258,0.340812815197502,0.279186988969639,0.352710926075148,0.410233494993742,0.335139769770467,0.324251403372594,0.316248191187529,0.322883252082928,0.212135368688863,0.357858847951727,0.299785932721713,0.211021966523536,0.293962022954555,0.256298979101999,0.281015100537369,0.283693509963527,0.308432003026291,0.261107456140351
"WL_349HQ",4,432,4,35,1.65,1.6,1.27,4.52,0.309964136660839,0.377374797523687,0.401762007555316,0.453930068290395,0.305141617957965,0.420898873637831,0.362093321695398,0.44340510938013,0.458356930538173,0.374586433917351,0.292181283745382,0.366709218139973,0.330596426493554,0.174486409030428,0.411069712308102,0.319874493198832,0.2036479163134,0.302134946184112,0.235430518723497,0.318683533104128,0.296735178846938,0.280044763886262,0.266941708810221
"SW5606",4,433,4,36,1.63,1.55,1.22,4.39,0.3390841160572,0.422379070205157,0.425473106673862,0.452455962953193,0.310626861504095,0.430308360688283,0.355896985659936,0.424759127144374,0.461348821443471,0.381436001533315,0.289981288365413,0.380440497178568,0.329785982586684,0.19245573247942,0.413976712428725,0.332923049247928,0.203582114623469,0.350296621467824,0.272821925705148,0.312300428856406,0.290745831042697,0.291848197343454,0.234074552898082
"SW4412Y",4,434,4,37,1.91,1.76,1.41,5.07,0.309023012895384,0.39025229103335,0.42795181987168,0.461017175180984,0.305474676657132,0.384673687385636,0.320561447179188,0.363531172084963,0.436497835836462,0.362947824408655,0.323866865586814,0.3619833645481,0.322188134227308,0.22364229211446,0.394131114399765,0.317514356483596,0.221174655047204,0.364581390179979,0.320344182870888,0.274344551716468,0.27948890741102,0.313261669083496,0.259368290302546
"LIGHTNING_BOLT",4,435,4,38,1.69,1.67,1.31,4.68,0.280103353350534,0.381944398312685,0.457428844917067,0.472370380140098,0.286987440018201,0.365091237028521,0.291864867046274,0.326778135911899,0.420397893199833,0.343301380340689,0.312761334788266,0.339701950868451,0.319797604707724,0.200332938544545,0.380122468976958,0.297458037555177,0.204097104842294,0.345130368073167,0.233920611559125,0.296375197770443,0.273088841204254,0.264376142740054,0.277104453441296
"SW4107",4,436,4,39,1.9,1.84,1.27,5.01,0.296550506814486,0.38660358680819,0.439308374570478,0.460305401682347,0.325354433528168,0.386233058835811,0.315583713652195,0.359296450845785,0.445556294326241,0.351199499349503,0.315485726295349,0.356119789198309,0.331205566746386,0.206447975023343,0.393348939788568,0.307063251553268,0.239298695026824,0.378200890969987,0.288801471624431,0.2957988915943,0.293409891474762,0.284054179013513,0.266309575300709
"ALGONQUIN",4,437,4,40,1.53,1.48,1.21,4.21,0.312755676234613,0.367141391952229,0.445025634106854,0.476119024590404,0.296483567055514,0.342973139772664,0.296598891278822,0.302195511385681,0.392435726950355,0.305254301501862,0.313049471461945,0.317098859185683,0.307254059874861,0.185759366246499,0.312460592955949,0.272941038094843,0.196873057034105,0.347268369974252,0.212071570624483,0.301487096079126,0.314185272541335,0.270939068100358,0.263073754388633
"NY1517",4,438,4,41,2.3,1.73,1.37,5.39,0.290505342489557,0.382847596658338,0.422700378396973,0.484230487411706,0.320139374152777,0.349646592116333,0.297261798826872,0.315864595457666,0.409401204630788,0.317117803875105,0.320057781566733,0.341695260121451,0.297988450630024,0.226624941643324,0.324215917095174,0.282689055862288,0.203233478576616,0.360299641579864,0.305145636408989,0.290976465027698,0.277542310261458,0.346956055734191,0.275356857675197
"FSG_421LH",4,439,4,42,1.7,1.57,1.1,4.38,0.326705923755432,0.40347156868896,0.47558493733885,0.481617134148129,0.309321368610869,0.380263965905811,0.295254646806273,0.31706869475479,0.425157488527326,0.345524793949662,0.329481307583274,0.418089500967502,0.319944951175289,0.206670605742297,0.361565381070025,0.293047587418877,0.189016248298356,0.395242052543519,0.287279224375036,0.292983068334883,0.26421465179379,0.315331525965156,0.250740589029134
"REGEN",4,440,4,43,2.23,1.9,1.49,5.62,0.284749392606644,0.361622804589557,0.415264146398724,0.493260206922829,0.320150264747249,0.362307475031105,0.295840880388729,0.304858238577014,0.409827909887359,0.305982976721494,0.291951928382733,0.363078906249395,0.311539894458564,0.201847757745902,0.362013624712117,0.291827390095064,0.20988112110809,0.355357200923487,0.296829270860119,0.277522746071133,0.278226131574125,0.303477082151188,0.270544467787115
"LANDER",4,441,4,44,1.89,1.78,1.35,5.02,0.262511989471221,0.351432975473896,0.437954368291659,0.488773850347314,0.316457063798035,0.333469530972266,0.306802500481166,0.310603201836139,0.418981278681685,0.317164547189638,0.322469879518072,0.390573322464661,0.316501328586737,0.187687853664956,0.373851741653599,0.285292042010876,0.224479603013792,0.33747146619842,0.259240378412274,0.286868792181885,0.280946047396951,0.260856209150327,0.294432487927298
"SW315_LH",4,442,4,45,2.1,1.65,1.26,5.01,0.314216131849441,0.403642724536061,0.45393158941685,0.479801137196284,0.320537561015968,0.352513808286049,0.288153670710085,0.30635078745457,0.401263949728828,0.316549362727227,0.274351780433054,0.439011016678016,0.301272345436777,0.19872278516179,0.345635627988569,0.27977842799964,0.189801198257081,0.361036426670525,0.268590600081841,0.282597257265189,0.271292733084927,0.322185254893692,0.253080218512744
"PLUSS_III",4,443,4,46,1.92,1.88,1.11,4.91,0.297550240168851,0.334885697801299,0.394252863224801,0.440688033060758,0.332882130124777,0.303423100658519,0.346128209041104,0.401462530217567,0.45318288485607,0.351102069974909,0.336313932199386,0.462228520154436,0.333523695787529,0.170041233495635,0.436984767325325,0.327827500795661,0.203067264385676,0.342082069672599,0.264311374267221,0.275576214040328,0.245817919570602,0.239659542273501,0.283932872906248
"HI-GEST_360",4,444,4,47,1.91,1.72,1.27,4.89,0.306751016821208,0.386123443668201,0.427936829165917,0.458207890031947,0.311781123314305,0.30410855855026,0.323807761048245,0.351771286699272,0.432984981226533,0.348165955408777,0.265984203665363,0.454470234157341,0.321253272374744,0.179056893450893,0.419142329978243,0.313959760333209,0.21111911336014,0.365086683831782,0.254908553459698,0.291683348277276,0.268960967564596,0.266511989576109,0.279146228627198
"N-R-GEE",4,445,4,48,1.81,1.87,1.26,4.95,0.267331277783411,0.35745409274821,0.418848195474738,0.452541985404027,0.314472431353416,0.332824100513992,0.308749970339084,0.312488446179387,0.409849942636629,0.325865103150265,0.324689493267186,0.399607748352322,0.318393190065905,0.180892953751225,0.39056628499353,0.298183403213085,0.195168834622909,0.354151985172178,0.245892858084854,0.285333562705479,0.288257402448468,0.283799915665191,0.274956103765035
"SEEDWAY_9558",4,446,4,49,2.08,2.05,1.44,5.56,0.270869903218901,0.355388374058451,0.411833654895978,0.454980069755854,0.301906231902044,0.335516417653814,0.295794246526123,0.344175843853523,0.39431763662912,0.312535294832479,0.282104103047553,0.35845858064436,0.322921254063123,0.183805032825957,0.379152556222365,0.296369850692571,0.201165384784666,0.334855136084284,0.253850089941815,0.268309942559365,0.274623892366715,0.281580186200954,0.303383652103375
"GUARDSMAN_II",4,447,4,50,1.93,1.87,1.33,5.14,0.291710700752241,0.363939862377744,0.424665407447383,0.462845335443594,0.330954250093272,0.36746191116597,0.299117610724759,0.373044226080974,0.385630997079683,0.309424948889508,0.321215302386015,0.337352201360177,0.308851695096405,0.167981313330701,0.374572497792312,0.309635518286355,0.197255391894398,0.349698383491947,0.234763434564033,0.291561735383591,0.270227763098004,0.258930920706975,0.301514201794078
"ONEIDA_VR",4,448,4,51,2.17,1.89,1.28,5.34,0.300801012730011,0.346564239965775,0.435932271991365,0.468553738386236,0.380832866973428,0.341408237417877,0.272471396833387,0.384436947908178,0.379444879015436,0.312213477443475,0.268824447049351,0.336333908361927,0.31747379269955,0.207953970551681,0.335991493886231,0.29475417548812,0.216651023786277,0.31949332337396,0.285268156226709,0.255508059303126,0.260776983690673,0.301056049429418,0.29890680254002
